"","X","trialid","lottery_mag","lottery_prob","sb_mag","fixation_time","lottery_poke","surebet_poke","subj_choice","RT_choice","RT_fixation","reward_received","lottery_outcome","trial_in_block","block_number","trial_number","block_length","ex_fixation","ex_choice","ITI","ex_ITI","viol","reward","trialnum","RT","sessid","subjid","trialtime","individual","species_name","species","forced","forced_surebet","forced_lottery","is_side_choice","total_rew_multi","delta_ev","prev_reward","choice","prev_choice","prev_outcome_s","prev_outcome","log_RT"
"1",1,19945753,0,0.55,3,1,"BotR","BotL","surebet",0.454921,0.436811,24,"lose",2,1,2,48,0,1,6.75611,0,0,24,2,0.454921,158487,2152,"2020-07-16 14:06:37.3094",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-24,24,0,0,"surebet",0,-0.892786048964104
"2",2,19945771,4,0.55,3,1,"BotR",NA,"lottery",0.594049,5.31295,0,"lose",3,1,3,48,0,2,7.8093,0,0,0,3,0.594049,158487,2152,"2020-07-16 14:06:58.0838",1,"rat",2,TRUE,FALSE,TRUE,FALSE,8,-6.4,24,1,0,"surebet",0,-0.625948018923732
"3",3,19945793,8,0.55,3,1,"BotR","BotL","surebet",0.825579,7.07854,24,"win",4,1,4,48,0,1,3.19292,0,0,24,4,0.825579,158487,2152,"2020-07-16 14:07:16.9165",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,11.2,0,0,1,"lottery_lose",-1,-0.29682486810934
"4",4,19945807,0,0.55,3,1,NA,"BotL","surebet",0.493134,12.3111,24,"win",5,1,5,48,0,1,3.27,0,0,24,5,0.493134,158487,2152,"2020-07-16 14:07:39.8696",1,"rat",2,TRUE,TRUE,FALSE,FALSE,8,-24,24,0,0,"surebet",0,-0.812128884082462
"5",5,19945825,0,0.55,3,1,"BotR","BotL","surebet",1.61031,0.386877,24,"win",6,1,6,48,0,1,5.42835,1,0,24,6,1.61031,158487,2152,"2020-07-16 14:07:55.7553",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-24,24,0,0,"surebet",0,0.371272159561021
"6",6,19945837,4,0.55,3,1,"BotR","BotL","surebet",0.317566,1.11509,24,"win",7,1,7,48,0,1,4.88794,0,0,24,7,0.317566,158487,2152,"2020-07-16 14:08:08.9802",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-6.4,24,0,0,"surebet",0,-1.25222415572094
"7",7,19945847,8,0.55,3,1,"BotR",NA,"lottery",0.534089,0.701066,64,"win",8,1,8,48,0,2,5.12198,0,0,64,8,0.534089,158487,2152,"2020-07-16 14:08:22.1847",1,"rat",2,TRUE,FALSE,TRUE,FALSE,8,11.2,24,1,0,"surebet",0,-0.732347334727109
"8",8,19945859,4,0.55,3,1,"BotR","BotL","surebet",0.507614,0.796904,24,"lose",9,1,9,48,0,1,3.6628,0,0,24,9,0.507614,158487,2152,"2020-07-16 14:08:34.1031",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-6.4,64,0,1,"lottery_win",1,-0.783188510234473
"9",9,19945875,32,0.55,3,1,NA,"BotL","surebet",2.0456,2.59305,24,"lose",10,1,10,48,0,2,6.44232,0,0,24,10,2.0456,158487,2152,"2020-07-16 14:08:52.9321",1,"rat",2,TRUE,TRUE,FALSE,FALSE,8,116.8,24,0,0,"surebet",0,0.610536597510352
"10",10,19945891,16,0.55,3,1,"BotR","BotL","lottery",3.25502,0.229554,128,"win",11,1,11,48,0,0,3.71183,0,0,128,11,3.25502,158487,2152,"2020-07-16 14:09:07.4516",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,46.4,24,1,0,"surebet",0,1.07504387255041
"11",11,19945905,0,0.55,3,1,"BotR","BotL","surebet",0.727735,0.787353,24,"lose",12,1,12,48,0,2,4.10687,0,0,24,12,0.727735,158487,2152,"2020-07-16 14:09:20.3217",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-24,128,0,1,"lottery_win",1,-0.422972855527032
"12",12,19945921,32,0.55,3,1,"BotR","BotL","surebet",0.728269,0.231309,24,"lose",13,1,13,48,0,1,3.26322,0,0,24,13,0.728269,158487,2152,"2020-07-16 14:09:36.7888",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,116.8,24,0,0,"surebet",0,-0.422239341025776
"13",13,19945943,16,0.55,3,1,NA,"BotL","surebet",5.97497,0.23544,24,"lose",14,1,14,48,0,8,7.05558,0,0,24,14,5.97497,158487,2152,"2020-07-16 14:09:56.9397",1,"rat",2,TRUE,TRUE,FALSE,FALSE,8,46.4,24,0,0,"surebet",0,1.68242452939998
"14",14,19945959,32,0.55,3,1,"BotR","BotL","lottery",1.34851,0.817118,256,"win",15,1,15,48,0,1,5.45335,0,0,256,15,1.34851,158487,2152,"2020-07-16 14:10:12.3554",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,116.8,24,1,0,"surebet",0,0.19384573173268
"15",15,19945977,16,0.55,3,1,"BotR","BotL","lottery",0.418743,7.6883,128,"win",16,1,16,48,0,1,3.4619,0,0,128,16,0.418743,158487,2152,"2020-07-16 14:10:31.4457",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,46.4,256,1,1,"lottery_win",1,-0.97565245988498
"16",16,19945995,2,0.55,3,1,"BotR",NA,"lottery",1.16889,2.43051,0,"lose",17,1,17,48,0,1,5.93227,0,0,0,17,1.16889,158487,2152,"2020-07-16 14:10:47.3376",1,"rat",2,TRUE,FALSE,TRUE,FALSE,8,-15.2,128,1,1,"lottery_win",1,0.0509000330587474
"17",17,19946007,8,0.55,3,1,"BotR","BotL","surebet",0.5145,0.151341,24,"win",18,1,18,48,0,1,4.17718,0,0,24,18,0.5145,158487,2152,"2020-07-16 14:11:01.2124",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,11.2,0,0,1,"lottery_lose",-1,-0.76971427119252
"18",18,19946023,2,0.55,3,1,"BotR","BotL","surebet",0.554515,0.298492,24,"win",19,1,19,48,0,1,5.74303,0,0,24,19,0.554515,158487,2152,"2020-07-16 14:11:14.7032",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-15.2,24,0,0,"surebet",0,-0.69481596864443
"19",19,19946041,2,0.55,3,1,"BotR","BotL","surebet",0.537203,3.50626,24,"win",20,1,20,48,0,1,5.87822,0,0,24,20,0.537203,158487,2152,"2020-07-16 14:11:32.5387",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-15.2,24,0,0,"surebet",0,-0.726533777320849
"20",20,19946065,32,0.55,3,1,"BotR",NA,"lottery",1.56322,4.39644,0,"lose",21,1,21,48,0,1,4.31405,0,0,0,21,1.56322,158487,2152,"2020-07-16 14:11:50.2689",1,"rat",2,TRUE,FALSE,TRUE,FALSE,8,116.8,24,1,0,"surebet",0,0.341593249008216
"21",21,19946079,16,0.55,3,1,"BotR","BotL","lottery",3.04771,0.826897,128,"win",22,1,22,48,0,6,3.7021,0,0,128,22,3.04771,158487,2152,"2020-07-16 14:12:07.6205",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,46.4,0,1,1,"lottery_lose",-1,1.00923594145645
"22",22,19946095,16,0.55,3,1,"BotR","BotL","lottery",0.305084,2.52565,128,"win",23,1,23,48,0,0,3.12417,0,0,128,23,0.305084,158487,2152,"2020-07-16 14:12:20.6673",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,46.4,128,1,1,"lottery_win",1,-1.29232267794147
"23",23,19946113,0,0.55,3,1,"BotR","BotL","surebet",8.01559,0.639294,24,"win",24,1,24,48,0,10,3.96704,0,0,24,24,8.01559,158487,2152,"2020-07-16 14:12:40.1276",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-24,128,0,1,"lottery_win",1,1.97623384784534
"24",24,19946119,4,0.55,3,1,NA,"BotL","surebet",1.07452,0.336607,24,"lose",25,1,25,48,0,1,6.42329,0,0,24,25,1.07452,158487,2152,"2020-07-16 14:12:52.5265",1,"rat",2,TRUE,TRUE,FALSE,FALSE,8,-6.4,24,0,0,"surebet",0,-0.0332804972487694
"25",25,19946137,8,0.55,3,1,"BotR","BotL","lottery",0.288037,4.9879,64,"win",26,1,26,48,0,1,3.60088,0,0,64,26,0.288037,158487,2152,"2020-07-16 14:13:08.4467",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,11.2,24,1,0,"surebet",0,-1.34982088236031
"26",26,19946149,2,0.55,3,1,"BotR","BotL","surebet",1.07509,1.14956,24,"lose",27,1,27,48,0,1,5.84768,0,0,24,27,1.07509,158487,2152,"2020-07-16 14:13:24.4679",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-15.2,64,0,1,"lottery_win",1,-0.0327501684790302
"27",27,19946169,8,0.55,3,1,"BotR","BotL","surebet",1.29115,0.197744,24,"lose",28,1,28,48,0,3,3.54606,0,0,24,28,1.29115,158487,2152,"2020-07-16 14:13:36.4621",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,11.2,24,0,0,"surebet",0,0.150378746631374
"28",28,19946179,8,0.55,3,1,"BotR","BotL","lottery",0.381428,0.729598,64,"win",29,1,29,48,0,1,7.28238,0,0,64,29,0.381428,158487,2152,"2020-07-16 14:13:53.0565",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,11.2,24,1,0,"surebet",0,-1.06898772225611
"29",29,19946197,16,0.55,3,1,"BotR","BotL","lottery",0.305443,3.29528,128,"win",30,1,30,48,0,1,5.05072,0,0,128,30,0.305443,158487,2152,"2020-07-16 14:14:08.8856",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,46.4,64,1,1,"lottery_win",1,-1.29114664464114
"30",30,19946209,4,0.55,3,1,"BotR","BotL","lottery",0.689258,0.539661,0,"lose",31,1,31,48,0,1,5.95548,0,0,0,31,0.689258,158487,2152,"2020-07-16 14:14:25.6099",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-6.4,128,1,1,"lottery_win",1,-0.477294169811071
"31",31,19946227,32,0.55,3,1,"BotR","BotL","lottery",2.10238,1.35872,256,"win",32,1,32,48,0,4,5.24897,0,0,256,32,2.10238,158487,2152,"2020-07-16 14:14:41.9832",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,116.8,0,1,1,"lottery_lose",-1,0.637915488840824
"32",32,19946239,0,0.55,3,1,"BotR",NA,"lottery",1.07354,1.7398,0,"lose",33,1,33,48,0,1,4.97614,0,0,0,33,1.07354,158487,2152,"2020-07-16 14:14:56.1369",1,"rat",2,TRUE,FALSE,TRUE,FALSE,8,-24,256,1,1,"lottery_win",1,-0.0341929485471437
"33",33,19946249,0,0.55,3,1,"BotR","BotL","surebet",0.473275,0.384209,24,"lose",34,1,34,48,0,1,3.58614,0,0,24,34,0.473275,158487,2152,"2020-07-16 14:15:07.5047",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-24,0,0,1,"lottery_lose",-1,-0.853233211570651
"34",34,19946263,2,0.55,3,1,"BotR","BotL","surebet",0.695908,0.390752,24,"lose",35,1,35,48,0,1,7.19955,0,0,24,35,0.695908,158487,2152,"2020-07-16 14:15:22.6743",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-15.2,24,0,0,"surebet",0,-0.467692358777314
"35",35,19946273,2,0.55,3,1,"BotR","BotL","lottery",0.371838,0.721292,16,"win",36,1,36,48,0,1,7.16127,0,0,16,36,0.371838,158487,2152,"2020-07-16 14:15:37.7030",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-15.2,24,1,0,"surebet",0,-1.09445155091508
"36",36,19946293,4,0.55,3,1,"BotR","BotL","surebet",0.444529,2.2423,24,"win",37,1,37,48,0,1,5.52673,0,0,24,37,0.444529,158487,2152,"2020-07-16 14:15:54.8531",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-6.4,16,0,1,"lottery_win",1,-0.915894531796052
"37",37,19946305,0,0.55,3,1,"BotR","BotL","surebet",0.561897,0.162209,24,"win",38,1,38,48,0,1,4.87775,0,0,24,38,0.561897,158487,2152,"2020-07-16 14:16:07.3310",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-24,24,0,0,"surebet",0,-0.681591267391022
"38",38,19946319,16,0.55,3,1,"BotR",NA,"lottery",0.410609,0.118609,128,"win",39,1,39,48,0,1,3.86495,2,0,128,39,0.410609,158487,2152,"2020-07-16 14:16:17.8642",1,"rat",2,TRUE,FALSE,TRUE,FALSE,8,46.4,24,1,0,"surebet",0,-0.995268402979294
"39",39,19946337,32,0.55,3,1,"BotR","BotL","lottery",3.59363,1.19127,0,"lose",40,1,40,48,0,3,5.13169,0,0,0,40,3.59363,158487,2152,"2020-07-16 14:16:37.9988",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,116.8,128,1,1,"lottery_win",1,1.17400828621719
"40",40,19946347,32,0.55,3,1,"BotR","BotL","lottery",0.428612,0.20328,0,"lose",41,1,41,48,0,1,3.53265,0,0,0,41,0.428612,158487,2152,"2020-07-16 14:16:50.3213",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,116.8,0,1,1,"lottery_lose",-1,-0.95235774568563
"41",41,19946365,32,0.55,3,1,"BotR","BotL","surebet",1.88739,2.68292,24,"win",42,1,42,48,0,1,6.80925,0,0,24,42,1.88739,158487,2152,"2020-07-16 14:17:08.8467",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,116.8,0,0,1,"lottery_lose",-1,0.530040374812623
"42",42,19946381,2,0.55,3,1,"BotR","BotL","surebet",0.418526,0.271963,24,"win",43,1,43,48,0,1,4.24885,0,0,24,43,0.418526,158487,2152,"2020-07-16 14:17:20.6605",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-15.2,24,0,0,"surebet",0,-0.976170811824103
"43",43,19946397,2,0.55,3,1,NA,"BotL","surebet",0.574894,5.59426,24,"lose",44,1,44,48,0,1,5.88501,0,0,24,44,0.574894,158487,2152,"2020-07-16 14:17:39.9224",1,"rat",2,TRUE,TRUE,FALSE,FALSE,8,-15.2,24,0,0,"surebet",0,-0.65872415048951
"44",44,19946405,8,0.55,3,1,"BotR","BotL","lottery",1.97921,0.190714,64,"win",45,1,45,48,0,5,3.21943,0,0,64,45,1.97921,158487,2152,"2020-07-16 14:17:52.6218",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,11.2,24,1,0,"surebet",0,0.577543227705318
"45",45,19946421,8,0.55,3,1,NA,"BotL","surebet",2.74939,0.16715,24,"lose",46,1,46,48,0,3,5.56166,0,0,24,46,2.74939,158487,2152,"2020-07-16 14:18:07.9830",1,"rat",2,TRUE,TRUE,FALSE,FALSE,8,11.2,64,0,1,"lottery_win",1,0.906224521406883
"46",46,19946441,16,0.55,3,1,"BotR","BotL","surebet",0.494537,0.996438,24,"lose",47,1,47,48,0,1,5.95159,1,0,24,47,0.494537,158487,2152,"2020-07-16 14:18:30.5421",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,46.4,24,0,0,"surebet",0,-0.809287855149373
"47",47,19946449,4,0.55,3,1,"BotR","BotL","surebet",0.778506,0.443481,24,"lose",48,1,48,48,0,1,3.44528,0,0,24,48,0.778506,158487,2152,"2020-07-16 14:18:42.2149",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-6.4,24,0,0,"surebet",0,-0.355533128093177
"48",48,19946457,32,0.55,3,1,"BotR","BotL","surebet",0.583691,0.525681,24,"lose",1,2,49,48,0,1,3.78587,0,0,24,49,0.583691,158487,2152,"2020-07-16 14:18:57.4070",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,116.8,24,0,0,"surebet",0,-0.643538093255313
"49",49,19946471,16,0.55,3,1,"BotR","BotL","surebet",0.451334,0.443886,24,"win",2,2,50,48,0,1,5.72256,0,0,24,50,0.451334,158487,2152,"2020-07-16 14:19:12.9376",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,46.4,24,0,0,"surebet",0,-0.90070218455873
"50",50,19946491,32,0.55,3,1,NA,"BotL","surebet",3.27363,0.511304,24,"win",3,2,51,48,0,9,7.84459,2,0,24,51,3.27363,158487,2152,"2020-07-16 14:19:40.1004",1,"rat",2,TRUE,TRUE,FALSE,FALSE,8,116.8,24,0,0,"surebet",0,1.08074491347157
"51",51,19946501,32,0.55,3,1,"BotR","BotL","lottery",1.99939,0.160524,0,"lose",4,2,52,48,0,1,5.00979,0,0,0,52,1.99939,158487,2152,"2020-07-16 14:19:55.7018",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,116.8,24,1,0,"surebet",0,0.587687586553498
"52",52,19946513,4,0.55,3,1,"BotR","BotL","surebet",0.491883,3.361,24,"win",5,2,53,48,0,0,6.16155,0,0,24,53,0.491883,158487,2152,"2020-07-16 14:20:12.5332",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-6.4,0,0,1,"lottery_lose",-1,-0.814668943132429
"53",53,19946527,2,0.55,3,1,"BotR",NA,"lottery",0.607579,0.629584,0,"lose",6,2,54,48,0,2,6.77797,0,0,0,54,0.607579,158487,2152,"2020-07-16 14:20:26.7889",1,"rat",2,TRUE,FALSE,TRUE,FALSE,8,-15.2,24,1,0,"surebet",0,-0.603427618554275
"54",54,19946537,16,0.55,3,1,NA,"BotL","surebet",1.73085,6.11486,24,"lose",7,2,55,48,0,1,4.74935,0,0,24,55,1.73085,158487,2152,"2020-07-16 14:20:46.1297",1,"rat",2,TRUE,TRUE,FALSE,FALSE,8,46.4,0,0,1,"lottery_lose",-1,0.443458069842162
"55",55,19946547,8,0.55,3,1,"BotR","BotL","surebet",0.718003,0.134771,24,"win",8,2,56,48,0,3,7.52563,0,0,24,56,0.718003,158487,2152,"2020-07-16 14:21:01.3461",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,11.2,24,0,0,"surebet",0,-0.436436079154149
"56",56,19946559,2,0.55,3,1,"BotR","BotL","surebet",1.16746,0.569156,24,"win",9,2,57,48,0,1,6.58835,0,0,24,57,1.16746,158487,2152,"2020-07-16 14:21:16.5610",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-15.2,24,0,0,"surebet",0,0.049675901247528
"57",57,19946565,4,0.55,3,1,NA,"BotL","surebet",0.687369,0.503008,24,"win",10,2,58,48,0,0,5.898,0,0,24,58,0.687369,158487,2152,"2020-07-16 14:21:30.4752",1,"rat",2,TRUE,TRUE,FALSE,FALSE,8,-6.4,24,0,0,"surebet",0,-0.480038560536535
"58",58,19946589,16,0.55,3,1,"BotR","BotL","surebet",4.99157,1.9314,24,"lose",11,2,59,48,0,3,4.84822,0,0,24,59,4.99157,158487,2152,"2020-07-16 14:21:49.1016",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,46.4,24,0,0,"surebet",0,1.50259594205205
"59",59,19946599,4,0.55,3,1,"BotR","BotL","surebet",0.387519,0.37129,24,"lose",12,2,60,48,0,1,5.92684,0,0,24,60,0.387519,158487,2152,"2020-07-16 14:22:02.6854",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-6.4,24,0,0,"surebet",0,-1.0531449466172
"60",60,19946613,8,0.55,3,1,NA,"BotL","surebet",0.448241,0.691965,24,"win",13,2,61,48,0,1,3.59324,2,0,24,61,0.448241,158487,2152,"2020-07-16 14:22:15.6051",1,"rat",2,TRUE,TRUE,FALSE,FALSE,8,11.2,24,0,0,"surebet",0,-0.907578792264377
"61",61,19946627,4,0.55,3,1,"BotR","BotL","surebet",0.685234,2.26138,24,"win",14,2,62,48,0,1,7.99682,0,0,24,62,0.685234,158487,2152,"2020-07-16 14:22:33.6342",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-6.4,24,0,0,"surebet",0,-0.483149440698973
"62",62,19946645,2,0.55,3,1,"BotR","BotL","lottery",1.61946,0.700239,0,"lose",15,2,63,48,0,3,4.34619,0,0,0,63,1.61946,158487,2152,"2020-07-16 14:22:46.6594",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-15.2,24,1,0,"surebet",0,0.376938212858568
"63",63,19946665,16,0.55,3,1,"BotR","BotL","lottery",4.46978,3.38388,128,"win",16,2,64,48,0,5,7.40415,0,0,128,64,4.46978,158487,2152,"2020-07-16 14:23:09.8847",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,46.4,0,1,1,"lottery_lose",-1,1.39218464292756
"64",64,19946677,16,0.55,3,1,"BotR","BotL","lottery",0.484848,0.254213,0,"lose",17,2,65,48,0,1,4.53722,0,0,0,65,0.484848,158487,2152,"2020-07-16 14:23:21.4209",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,46.4,128,1,1,"lottery_win",1,-0.829074386711686
"65",65,19946689,32,0.55,3,1,"BotR","BotL","lottery",0.494389,0.21669,256,"win",18,2,66,48,0,1,3.47947,0,0,256,66,0.494389,158487,2152,"2020-07-16 14:23:32.6894",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,116.8,0,1,1,"lottery_lose",-1,-0.809587169761599
"66",66,19946701,8,0.55,3,1,"BotR","BotL","lottery",3.12508,2.19591,64,"win",19,2,67,48,0,1,6.06828,0,0,64,67,3.12508,158487,2152,"2020-07-16 14:23:51.1173",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,11.2,256,1,1,"lottery_win",1,1.0343053353762
"67",67,19946711,0,0.55,3,1,"BotR","BotL","surebet",0.521602,0.813345,24,"lose",20,2,68,48,0,1,5.29155,0,0,24,68,0.521602,158487,2152,"2020-07-16 14:24:04.5870",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-24,64,0,1,"lottery_win",1,-0.756004981505704
"68",68,19946721,8,0.55,3,1,"BotR",NA,"lottery",0.844693,0.566344,0,"lose",21,2,69,48,0,2,5.14919,0,0,0,69,0.844693,158487,2152,"2020-07-16 14:24:19.4108",1,"rat",2,TRUE,FALSE,TRUE,FALSE,8,11.2,24,1,0,"surebet",0,-0.273936578733297
"69",69,19946739,0,0.55,3,1,NA,"BotL","surebet",0.550517,2.4336,24,"win",22,2,70,48,0,1,7.11914,0,0,24,70,0.550517,158487,2152,"2020-07-16 14:24:37.1024",1,"rat",2,TRUE,TRUE,FALSE,FALSE,8,-24,0,0,1,"lottery_lose",-1,-0.702051989763442
"70",70,19946817,2,0.55,3,1,"BotR","BotL","surebet",1.0159,0.701915,24,"win",23,2,71,48,0,0,3.2777,0,0,24,71,1.0159,158487,2152,"2020-07-16 14:25:53.9734",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-15.2,24,0,0,"surebet",0,-0.0893796283691253
"71",71,19946839,8,0.55,3,1,"BotR","BotL","lottery",0.976785,11.0568,0,"lose",24,2,72,48,0,1,7.14443,0,0,0,72,0.976785,158487,2152,"2020-07-16 14:26:19.4544",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,11.2,24,1,0,"surebet",0,-0.128643260053394
"72",72,19946851,16,0.55,3,1,"BotR","BotL","lottery",0.690372,0.934031,128,"win",25,2,73,48,0,0,4.01682,0,0,128,73,0.690372,158487,2152,"2020-07-16 14:26:30.4670",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,46.4,0,1,1,"lottery_lose",-1,-0.475679243719136
"73",73,19946883,4,0.55,3,1,"BotR",NA,"lottery",12.958,0.890066,0,"lose",26,2,74,48,0,2,5.78233,1,0,0,74,12.958,158487,2152,"2020-07-16 14:26:56.6885",1,"rat",2,TRUE,FALSE,TRUE,FALSE,8,-6.4,128,1,1,"lottery_win",1,2.45655881054328
"74",74,19946893,0,0.55,3,1,"BotR",NA,"lottery",0.43003,0.202791,0,"win",27,2,75,48,0,1,4.83375,0,0,0,75,0.43003,158487,2152,"2020-07-16 14:27:06.3499",1,"rat",2,TRUE,FALSE,TRUE,FALSE,8,-24,0,1,1,"lottery_lose",-1,-0.949054852770791
"75",75,19946915,2,0.55,3,1,"BotR","BotL","surebet",0.607673,8.64617,24,"lose",28,2,76,48,0,1,4.72162,0,0,24,76,0.607673,158487,2152,"2020-07-16 14:27:34.3593",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-15.2,0,0,1,"lottery_lose",-1,-0.603272918129693
"76",76,19946931,32,0.55,3,1,"BotR",NA,"lottery",0.800696,0.605238,256,"win",29,2,77,48,0,2,4.77366,0,0,256,77,0.800696,158487,2152,"2020-07-16 14:27:56.0941",1,"rat",2,TRUE,FALSE,TRUE,FALSE,8,116.8,24,1,0,"surebet",0,-0.327428477029339
"77",77,19946945,32,0.55,3,1,"BotR","BotL","lottery",2.53257,8.9711,256,"win",30,2,78,48,0,5,3.20646,0,0,256,78,2.53257,158487,2152,"2020-07-16 14:28:18.9885",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,116.8,256,1,1,"lottery_win",1,0.824080049945491
"78",78,19946963,0,0.55,3,1,"BotR","BotL","surebet",0.634113,4.19136,24,"win",31,2,79,48,0,1,5.99001,0,0,24,79,0.634113,158487,2152,"2020-07-16 14:28:38.2261",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-24,256,0,1,"lottery_win",1,-0.560682654472605
"79",79,19946977,2,0.55,3,1,"BotR","BotL","surebet",0.564165,1.11629,24,"win",32,2,80,48,0,0,6.56443,0,0,24,80,0.564165,158487,2152,"2020-07-16 14:28:53.1597",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-15.2,24,0,0,"surebet",0,-0.677563064562417
"80",80,19946993,16,0.55,3,1,"BotR",NA,"lottery",1.7932,0.951544,128,"win",33,2,81,48,0,1,7.65181,1,0,128,81,1.7932,158487,2152,"2020-07-16 14:29:12.2694",1,"rat",2,TRUE,FALSE,TRUE,FALSE,8,46.4,24,1,0,"surebet",0,0.47884718581466
"81",81,19947007,4,0.55,3,1,"BotR","BotL","surebet",0.631678,1.27931,24,"win",34,2,82,48,0,1,5.74704,0,0,24,82,0.631678,158487,2152,"2020-07-16 14:29:29.1654",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-6.4,128,0,1,"lottery_win",1,-0.564530055826656
"82",82,19947027,8,0.55,3,1,"BotR","BotL","surebet",0.926676,0.197313,24,"win",35,2,83,48,0,1,7.47395,0,0,24,83,0.926676,158487,2152,"2020-07-16 14:29:43.7830",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,11.2,24,0,0,"surebet",0,-0.181305836558327
"83",83,19947053,2,0.55,3,1,NA,"BotL","surebet",0.660831,23.8049,24,"lose",36,2,84,48,0,1,3.23523,0,0,24,84,0.660831,158487,2152,"2020-07-16 14:30:18.3256",1,"rat",2,TRUE,TRUE,FALSE,FALSE,8,-15.2,24,0,0,"surebet",0,-0.519411692527299
"84",84,19947061,0,0.55,3,1,"BotR","BotL","surebet",3.63766,0.228635,24,"lose",37,2,85,48,0,4,6.51489,0,0,24,85,3.63766,158487,2152,"2020-07-16 14:30:35.5547",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-24,24,0,0,"surebet",0,1.18618607030005
"85",85,19947073,0,0.55,3,1,"BotR","BotL","surebet",1.76648,3.2278,24,"win",38,2,86,48,0,2,3.71186,0,0,24,86,1.76648,158487,2152,"2020-07-16 14:30:48.8347",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-24,24,0,0,"surebet",0,0.46383431844567
"86",86,19947085,32,0.55,3,1,"BotR","BotL","lottery",0.649518,0.839727,0,"lose",39,2,87,48,0,1,4.47975,0,0,0,87,0.649518,158487,2152,"2020-07-16 14:31:01.0227",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,116.8,24,1,0,"surebet",0,-0.53667927711412
"87",87,19947093,0,0.55,3,1,"BotR","BotL","surebet",0.930427,0.586979,24,"win",40,2,88,48,0,3,3.71096,0,0,24,88,0.930427,158487,2152,"2020-07-16 14:31:10.6105",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-24,0,0,1,"lottery_lose",-1,-0.177266205906795
