"","X","trialid","lottery_mag","lottery_prob","sb_mag","fixation_time","lottery_poke","surebet_poke","subj_choice","RT_choice","RT_fixation","reward_received","lottery_outcome","trial_in_block","block_number","trial_number","block_length","ex_fixation","ex_choice","ITI","ex_ITI","viol","reward","trialnum","RT","sessid","subjid","trialtime","individual","species_name","species","forced","forced_surebet","forced_lottery","is_side_choice","total_rew_multi","delta_ev","prev_reward","choice","prev_choice","prev_outcome_s","prev_outcome","log_RT"
"816",816,20729929,8,0.55,3,1,"BotR","BotL","lottery",0.419492,0.219787,64,"win",8,1,8,48,0,1,4.0588,0,0,64,8,0.419492,166205,2152,"2020-08-26 13:56:02.1013",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,11.2,24,1,0,"surebet",0,-0.973865371063016
"817",817,20729951,4,0.55,3,1,NA,"BotL","surebet",2.05902,0.489119,24,"lose",9,1,9,48,0,4,7.75056,0,0,24,9,2.05902,166205,2152,"2020-08-26 13:56:19.8337",1,"rat",2,TRUE,TRUE,FALSE,FALSE,8,-6.4,64,0,1,"lottery_win",1,0.617075593967122
"818",818,20729969,32,0.55,3,1,NA,"BotL","surebet",3.92345,0.314714,24,"win",10,1,10,48,0,9,4.25998,0,0,24,10,3.92345,166205,2152,"2020-08-26 13:56:35.3850",1,"rat",2,TRUE,TRUE,FALSE,FALSE,8,116.8,24,0,0,"surebet",0,1.26181682129599
"819",819,20729993,8,0.55,3,1,"BotR","BotL","lottery",0.305055,15.5148,64,"win",11,1,11,48,0,0,4.93889,0,0,64,11,0.305055,166205,2152,"2020-08-26 13:57:03.1273",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,11.2,24,1,0,"surebet",0,-1.29241773824748
"820",820,20730011,0,0.55,3,1,"BotR","BotL","surebet",0.448697,1.9814,24,"win",12,1,12,48,0,1,5.81445,0,0,24,12,0.448697,166205,2152,"2020-08-26 13:57:18.3342",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-24,64,0,1,"lottery_win",1,-0.906561999488763
"821",821,20730025,2,0.55,3,1,"BotR","BotL","lottery",0.456944,1.5515,16,"win",13,1,13,48,0,0,5.59576,0,0,16,13,0.456944,166205,2152,"2020-08-26 13:57:30.2142",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-15.2,24,1,0,"surebet",0,-0.888348981374066
"822",822,20730061,16,0.55,3,1,NA,"BotL","surebet",4.45061,2.99682,24,"win",14,1,14,48,0,5,6.82108,3,0,24,14,4.45061,166205,2152,"2020-08-26 13:58:02.3350",1,"rat",2,TRUE,TRUE,FALSE,FALSE,8,46.4,16,0,1,"lottery_win",1,1.38788661795093
"823",823,20730075,16,0.55,3,1,"BotR",NA,"lottery",0.331492,2.6349,128,"win",15,1,15,48,0,0,3.10193,0,0,128,15,0.331492,166205,2152,"2020-08-26 13:58:15.5641",1,"rat",2,TRUE,FALSE,TRUE,FALSE,8,46.4,24,1,0,"surebet",0,-1.20930614986192
"824",824,20730093,4,0.55,3,1,"BotR","BotL","lottery",0.388183,0.122334,32,"win",16,1,16,48,0,1,6.16122,1,0,32,16,0.388183,166205,2152,"2020-08-26 13:58:30.0390",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-6.4,128,1,1,"lottery_win",1,-1.05143294855047
"825",825,20730103,4,0.55,3,1,"BotR",NA,"lottery",0.354516,0.255108,0,"lose",17,1,17,48,0,1,4.92105,0,0,0,17,0.354516,166205,2152,"2020-08-26 13:58:41.8725",1,"rat",2,TRUE,FALSE,TRUE,FALSE,8,-6.4,32,1,1,"lottery_win",1,-1.14215634752141
"826",826,20730119,16,0.55,3,1,"BotR","BotL","lottery",0.503154,0.760738,0,"lose",18,1,18,48,0,1,6.7584,0,0,0,18,0.503154,166205,2152,"2020-08-26 13:58:56.1101",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,46.4,0,1,1,"lottery_lose",-1,-0.792013540203351
"827",827,20730133,2,0.55,3,1,"BotR","BotL","surebet",0.318561,0.589152,24,"win",19,1,19,48,0,1,5.8935,0,0,24,19,0.318561,166205,2152,"2020-08-26 13:59:09.7593",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-15.2,0,0,1,"lottery_lose",-1,-1.2490958470296
"828",828,20730151,0,0.55,3,1,NA,"BotL","surebet",0.630577,4.46335,24,"win",20,1,20,48,0,1,3.19443,0,0,24,20,0.630577,166205,2152,"2020-08-26 13:59:24.9893",1,"rat",2,TRUE,TRUE,FALSE,FALSE,8,-24,24,0,0,"surebet",0,-0.566274553220954
"829",829,20730187,2,0.55,3,1,"BotR",NA,"lottery",0.652082,19.4381,0,"lose",21,1,21,48,0,2,3.56651,0,0,0,21,0.652082,166205,2152,"2020-08-26 13:59:54.9301",1,"rat",2,TRUE,FALSE,TRUE,FALSE,8,-15.2,24,1,0,"surebet",0,-0.532739505576796
"830",830,20730209,2,0.55,3,1,"BotR","BotL","surebet",0.409653,0.821133,24,"win",22,1,22,48,0,0,7.14146,8,0,24,22,0.409653,166205,2152,"2020-08-26 14:00:18.5309",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-15.2,0,0,1,"lottery_lose",-1,-0.997599366580827
"831",831,20730223,0,0.55,3,1,"BotR","BotL","lottery",0.487952,0.140105,0,"lose",23,1,23,48,0,1,5.07236,1,0,0,23,0.487952,166205,2152,"2020-08-26 14:00:30.9116",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-24,24,1,0,"surebet",0,-0.822692786106942
"832",832,20730237,4,0.55,3,1,"BotR","BotL","lottery",0.500228,2.85774,0,"lose",24,1,24,48,0,1,3.05436,0,0,0,24,0.500228,166205,2152,"2020-08-26 14:00:43.6501",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-6.4,0,1,1,"lottery_lose",-1,-0.797845831980837
"833",833,20730247,8,0.55,3,1,"BotR","BotL","lottery",0.312382,1.14128,64,"win",25,1,25,48,0,0,6.8953,0,0,64,25,0.312382,166205,2152,"2020-08-26 14:00:58.8977",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,11.2,0,1,1,"lottery_lose",-1,-1.268683028599
"834",834,20730263,2,0.55,3,1,"BotR","BotL","surebet",0.622271,0.198081,24,"win",26,1,26,48,0,1,6.29564,1,0,24,26,0.622271,166205,2152,"2020-08-26 14:01:16.8271",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-15.2,64,0,1,"lottery_win",1,-0.57953413729502
"835",835,20730285,8,0.55,3,1,"BotR","BotL","lottery",0.478921,1.71235,0,"lose",27,1,27,48,0,0,3.96908,0,0,0,27,0.478921,166205,2152,"2020-08-26 14:01:29.2098",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,11.2,24,1,0,"surebet",0,-0.841374169588758
"836",836,20730299,0,0.55,3,1,"BotR",NA,"lottery",0.542588,1.27488,0,"lose",28,1,28,48,0,1,7.29389,0,0,0,28,0.542588,166205,2152,"2020-08-26 14:01:44.6393",1,"rat",2,TRUE,FALSE,TRUE,FALSE,8,-24,0,1,1,"lottery_lose",-1,-0.716559542225384
"837",837,20730317,32,0.55,3,1,"BotR","BotL","lottery",0.377008,1.12337,256,"win",29,1,29,48,0,0,5.26536,3,0,256,29,0.377008,166205,2152,"2020-08-26 14:02:03.7349",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,116.8,0,1,1,"lottery_lose",-1,-1.08064341908461
"838",838,20730341,16,0.55,3,1,"BotR","BotL","lottery",0.466864,5.57769,128,"win",30,1,30,48,0,0,6.81012,2,0,128,30,0.466864,166205,2152,"2020-08-26 14:02:24.0511",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,46.4,256,1,1,"lottery_win",1,-0.866871831767413
"839",839,20730359,0,0.55,3,1,"BotR","BotL","surebet",0.41183,2.41036,24,"lose",31,1,31,48,0,1,5.19694,0,0,24,31,0.41183,166205,2152,"2020-08-26 14:02:38.9815",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-24,128,0,1,"lottery_win",1,-0.992299183627939
"840",840,20730369,16,0.55,3,1,"BotR","BotL","lottery",0.515021,0.519725,128,"win",32,1,32,48,0,1,3.94866,0,0,128,32,0.515021,166205,2152,"2020-08-26 14:02:51.4175",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,46.4,24,1,0,"surebet",0,-0.768702149935206
"841",841,20730385,4,0.55,3,1,"BotR","BotL","lottery",0.464671,4.14881,0,"lose",33,1,33,48,0,0,4.00718,0,0,0,33,0.464671,166205,2152,"2020-08-26 14:03:06.2598",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-6.4,128,1,1,"lottery_win",1,-0.871580198176257
"842",842,20730413,2,0.55,3,1,"BotR","BotL","surebet",0.70584,0.72292,24,"win",34,1,34,48,0,1,7.23323,2,0,24,34,0.70584,166205,2152,"2020-08-26 14:03:31.0903",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-15.2,0,0,1,"lottery_lose",-1,-0.453521243552775
"843",843,20730421,32,0.55,3,1,"BotR","BotL","lottery",0.464934,0.581781,256,"win",35,1,35,48,0,0,3.30893,0,0,256,35,0.464934,166205,2152,"2020-08-26 14:03:40.6891",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,116.8,24,1,0,"surebet",0,-0.871014366436933
"844",844,20730439,8,0.55,3,1,"BotR",NA,"lottery",1.32839,4.86571,0,"lose",36,1,36,48,0,0,6.22309,0,0,0,36,1.32839,166205,2152,"2020-08-26 14:03:59.3262",1,"rat",2,TRUE,FALSE,TRUE,FALSE,8,11.2,256,1,1,"lottery_win",1,0.178813135154576
"845",845,20730459,4,0.55,3,1,"BotR","BotL","lottery",0.37597,0.298497,0,"lose",37,1,37,48,0,1,6.29378,1,0,0,37,0.37597,166205,2152,"2020-08-26 14:04:14.6504",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-6.4,0,1,1,"lottery_lose",-1,-1.08340047349394
"846",846,20730481,32,0.55,3,1,"BotR","BotL","lottery",0.411494,4.54878,0,"lose",38,1,38,48,0,0,7.75397,1,0,0,38,0.411494,166205,2152,"2020-08-26 14:04:40.2549",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,116.8,0,1,1,"lottery_lose",-1,-0.993115387257745
"847",847,20730495,32,0.55,3,1,"BotR","BotL","lottery",0.489984,0.748467,256,"win",39,1,39,48,0,0,5.44624,0,0,256,39,0.489984,166205,2152,"2020-08-26 14:04:54.2533",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,116.8,0,1,1,"lottery_lose",-1,-0.8185370889563
"848",848,20730519,0,0.55,3,1,"BotR","BotL","surebet",0.376779,13.8992,24,"lose",40,1,40,48,0,0,6.39443,0,0,24,40,0.376779,166205,2152,"2020-08-26 14:05:21.7457",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-24,256,0,1,"lottery_win",1,-1.08125101780161
"849",849,20730537,32,0.55,3,1,"BotR","BotL","lottery",0.457505,0.082107,0,"lose",41,1,41,48,0,1,6.55376,0,0,0,41,0.457505,166205,2152,"2020-08-26 14:05:35.0591",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,116.8,24,1,0,"surebet",0,-0.887122012849021
"850",850,20730549,8,0.55,3,1,"BotR","BotL","lottery",0.26124,0.804128,64,"win",42,1,42,48,0,0,5.48625,0,0,64,42,0.26124,166205,2152,"2020-08-26 14:05:48.5972",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,11.2,0,1,1,"lottery_lose",-1,-1.44747030143217
"851",851,20730563,16,0.55,3,1,"BotR","BotL","lottery",0.450905,0.723533,0,"lose",43,1,43,48,0,0,5.83283,0,0,0,43,0.450905,166205,2152,"2020-08-26 14:06:01.8275",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,46.4,64,1,1,"lottery_win",1,-0.901653152167823
"852",852,20730577,4,0.55,3,1,"BotR","BotL","lottery",0.486111,0.15534,0,"lose",44,1,44,48,0,1,3.11641,0,0,0,44,0.486111,166205,2152,"2020-08-26 14:06:11.8758",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-6.4,0,1,1,"lottery_lose",-1,-0.826472833582584
"853",853,20730587,16,0.55,3,1,"BotR","BotL","lottery",0.47193,1.03196,128,"win",45,1,45,48,0,1,3.38683,0,0,128,45,0.47193,166205,2152,"2020-08-26 14:06:24.4460",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,46.4,0,1,1,"lottery_lose",-1,-0.856079156964101
"854",854,20730605,16,0.55,3,1,"BotR","BotL","lottery",0.685123,2.48071,128,"win",46,1,46,48,0,2,6.53893,0,0,128,46,0.685123,166205,2152,"2020-08-26 14:06:41.3842",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,46.4,128,1,1,"lottery_win",1,-0.483311442279938
"855",855,20730619,32,0.55,3,1,"BotR",NA,"lottery",0.596182,1.32544,256,"win",47,1,47,48,0,1,6.99318,0,0,256,47,0.596182,166205,2152,"2020-08-26 14:06:57.8270",1,"rat",2,TRUE,FALSE,TRUE,FALSE,8,116.8,128,1,1,"lottery_win",1,-0.62236383688942
"856",856,20730635,0,0.55,3,1,"BotR","BotL","surebet",0.408478,6.01594,24,"lose",48,1,48,48,0,1,3.09015,0,0,24,48,0.408478,166205,2152,"2020-08-26 14:07:14.8209",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-24,256,0,1,"lottery_win",1,-1.00047176918599
"857",857,20730647,0,0.55,3,1,"BotR","BotL","surebet",0.330686,0.905241,24,"lose",1,2,49,48,0,1,6.29916,1,0,24,49,0.330686,166205,2152,"2020-08-26 14:07:35.0599",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-24,24,0,0,"surebet",0,-1.2117405418171
"858",858,20730651,32,0.55,3,1,"BotR","BotL","lottery",0.874916,0.144873,256,"win",2,2,50,48,0,2,4.15945,0,0,256,50,0.874916,166205,2152,"2020-08-26 14:07:47.8180",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,116.8,24,1,0,"surebet",0,-0.238781944717305
"859",859,20730659,2,0.55,3,1,NA,"BotL","surebet",0.544278,2.49717,24,"win",3,2,51,48,0,0,5.80586,0,0,24,51,0.544278,166205,2152,"2020-08-26 14:08:00.9853",1,"rat",2,TRUE,TRUE,FALSE,FALSE,8,-15.2,256,0,1,"lottery_win",1,-0.713449680729979
"860",860,20730669,16,0.55,3,1,"BotR","BotL","lottery",0.494952,0.147607,0,"lose",4,2,52,48,0,1,5.27615,1,0,0,52,0.494952,166205,2152,"2020-08-26 14:08:16.8392",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,46.4,24,1,0,"surebet",0,-0.808449038296769
"861",861,20730691,8,0.55,3,1,"BotR","BotL","lottery",0.847188,6.77434,0,"lose",5,2,53,48,0,3,3.52556,0,0,0,53,0.847188,166205,2152,"2020-08-26 14:08:37.4240",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,11.2,0,1,1,"lottery_lose",-1,-0.270987196585692
"862",862,20730715,0,0.55,3,1,"BotR","BotL","surebet",0.534251,14.6754,24,"win",6,2,54,48,0,1,5.71435,0,0,24,54,0.534251,166205,2152,"2020-08-26 14:09:05.2230",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-24,0,0,1,"lottery_lose",-1,-0.732044060486246
"863",863,20730731,0,0.55,3,1,"BotR","BotL","surebet",0.604044,1.63084,24,"win",7,2,55,48,0,3,4.01752,0,0,24,55,0.604044,166205,2152,"2020-08-26 14:09:18.3648",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-24,24,0,0,"surebet",0,-0.609262783502954
"864",864,20730745,8,0.55,3,1,"BotR","BotL","surebet",0.578741,0.48798,24,"win",8,2,56,48,0,1,3.57559,0,0,24,56,0.578741,166205,2152,"2020-08-26 14:09:30.6797",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,11.2,24,0,0,"surebet",0,-0.652054771943035
"865",865,20730763,2,0.55,3,1,"BotR","BotL","surebet",2.31466,0.108739,24,"lose",9,2,57,48,0,2,6.08788,1,0,24,57,2.31466,166205,2152,"2020-08-26 14:09:47.2378",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-15.2,24,0,0,"surebet",0,0.734108261016972
"866",866,20730781,2,0.55,3,1,"BotR","BotL","surebet",0.60401,0.178853,24,"lose",10,2,58,48,0,0,7.75392,0,0,24,58,0.60401,166205,2152,"2020-08-26 14:10:02.5660",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-15.2,24,0,0,"surebet",0,-0.609319072377473
"867",867,20730795,4,0.55,3,1,"BotR","BotL","lottery",0.468511,0.514732,0,"lose",11,2,59,48,0,1,6.6679,0,0,0,59,0.468511,166205,2152,"2020-08-26 14:10:16.4470",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-6.4,24,1,0,"surebet",0,-0.863350245874879
"868",868,20730809,0,0.55,3,1,"BotR",NA,"lottery",0.542682,0.914007,0,"win",12,2,60,48,0,2,5.52814,0,0,0,60,0.542682,166205,2152,"2020-08-26 14:10:28.9743",1,"rat",2,TRUE,FALSE,TRUE,FALSE,8,-24,0,1,1,"lottery_lose",-1,-0.716386313443173
"869",869,20731005,16,0.55,3,1,"BotR","BotL","lottery",0.529509,272.019,128,"win",13,2,61,48,0,1,6.26733,0,0,128,61,0.529509,166205,2152,"2020-08-26 14:15:15.1758",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,46.4,0,1,1,"lottery_lose",-1,-0.740959664402475
"870",870,20731013,32,0.55,3,1,"BotR","BotL","lottery",1.26849,5.81681,256,"win",14,2,62,48,0,2,7.28112,0,0,256,62,1.26849,166205,2152,"2020-08-26 14:15:37.3781",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,116.8,128,1,1,"lottery_win",1,0.132672669214874
"871",871,20731021,4,0.55,3,1,"BotR","BotL","surebet",0.610986,4.08338,24,"lose",15,2,63,48,0,1,7.3378,0,0,24,63,0.610986,166205,2152,"2020-08-26 14:15:56.5796",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-6.4,256,0,1,"lottery_win",1,-0.597835780814498
"872",872,20731025,8,0.55,3,1,"BotR","BotL","surebet",0.52093,0.600397,24,"lose",16,2,64,48,0,1,7.84373,0,0,24,64,0.52093,166205,2152,"2020-08-26 14:16:10.0685",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,11.2,24,0,0,"surebet",0,-0.757294150745727
"873",873,20731035,8,0.55,3,1,"BotR",NA,"lottery",0.810002,0.855327,64,"win",17,2,65,48,0,1,7.41568,0,0,64,65,0.810002,166205,2152,"2020-08-26 14:16:26.4649",1,"rat",2,TRUE,FALSE,TRUE,FALSE,8,11.2,24,1,0,"surebet",0,-0.315873109667386
"874",874,20731047,0,0.55,3,1,"BotR","BotL","surebet",0.857249,0.528561,24,"lose",18,2,66,48,0,3,7.80206,1,0,24,66,0.857249,166205,2152,"2020-08-26 14:16:51.1866",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-24,64,0,1,"lottery_win",1,-0.259181401645127
"875",875,20731055,32,0.55,3,1,"BotR","BotL","lottery",0.554694,4.57392,256,"win",19,2,67,48,0,1,5.20222,0,0,256,67,0.554694,166205,2152,"2020-08-26 14:17:08.0769",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,116.8,24,1,0,"surebet",0,-0.694493216121589
"876",876,20731069,0,0.55,3,1,NA,"BotL","surebet",4.48785,2.52572,24,"lose",20,2,68,48,0,6,7.48939,0,0,24,68,4.48785,166205,2152,"2020-08-26 14:17:29.4320",1,"rat",2,TRUE,TRUE,FALSE,FALSE,8,-24,256,0,1,"lottery_win",1,1.39621919771747
"877",877,20731073,32,0.55,3,1,"BotR","BotL","lottery",0.5118,1.87966,256,"win",21,2,69,48,0,1,5.71665,0,0,256,69,0.5118,166205,2152,"2020-08-26 14:17:45.3592",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,116.8,24,1,0,"surebet",0,-0.774975902740936
"878",878,20731079,0,0.55,3,1,"BotR","BotL","surebet",0.889287,1.36004,24,"win",22,2,70,48,0,1,7.98403,0,0,24,70,0.889287,166205,2152,"2020-08-26 14:17:59.9610",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-24,256,0,1,"lottery_win",1,-0.222489808406942
"879",879,20731081,16,0.55,3,1,NA,"BotL","surebet",2.89122,2.62816,24,"lose",23,2,71,48,0,4,3.17363,0,0,24,71,2.89122,166205,2152,"2020-08-26 14:18:13.1941",1,"rat",2,TRUE,TRUE,FALSE,FALSE,8,46.4,24,0,0,"surebet",0,0.956524010890302
"880",880,20731087,0,0.55,3,1,"BotR","BotL","surebet",0.762563,1.58514,24,"win",24,2,72,48,0,2,4.09019,0,0,24,72,0.762563,166205,2152,"2020-08-26 14:18:25.0857",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-24,24,0,0,"surebet",0,-0.376224698447326
"881",881,20731129,4,0.55,3,1,"BotR","BotL","surebet",0.368182,62.4989,24,"lose",25,2,73,48,0,0,6.51443,0,0,24,73,0.368182,166205,2152,"2020-08-26 14:19:42.0489",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-6.4,24,0,0,"surebet",0,-1.10433244533737
"882",882,20731137,2,0.55,3,1,"BotR","BotL","surebet",0.370959,0.153233,24,"lose",26,2,74,48,0,0,4.76932,1,0,24,74,0.370959,166205,2152,"2020-08-26 14:19:55.1032",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-15.2,24,0,0,"surebet",0,-1.09681828209548
"883",883,20731147,8,0.55,3,1,"BotR","BotL","lottery",0.996303,4.0892,0,"lose",27,2,75,48,0,3,4.87574,0,0,0,75,0.996303,166205,2152,"2020-08-26 14:20:11.4308",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,11.2,24,1,0,"surebet",0,-0.108858398279125
"884",884,20731155,2,0.55,3,1,"BotR","BotL","surebet",0.453715,2.05701,24,"lose",28,2,76,48,0,0,7.14016,0,0,24,76,0.453715,166205,2152,"2020-08-26 14:20:26.1304",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-15.2,0,0,1,"lottery_lose",-1,-0.895440578848846
"885",885,20731169,4,0.55,3,1,"BotR","BotL","surebet",0.650013,1.52946,24,"lose",29,2,77,48,0,0,6.16808,0,0,24,77,0.650013,166205,2152,"2020-08-26 14:20:39.0842",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-6.4,24,0,0,"surebet",0,-0.535917463776939
"886",886,20731181,2,0.55,3,1,"BotR",NA,"lottery",0.693272,0.703336,16,"win",30,2,78,48,0,1,7.49523,0,0,16,78,0.693272,166205,2152,"2020-08-26 14:20:52.5488",1,"rat",2,TRUE,FALSE,TRUE,FALSE,8,-15.2,24,1,0,"surebet",0,-0.471487407890785
"887",887,20731205,16,0.55,3,1,"BotR","BotL","lottery",1.01897,12.9908,0,"lose",31,2,79,48,0,2,7.486,2,0,0,79,1.01897,166205,2152,"2020-08-26 14:21:25.7839",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,46.4,16,1,1,"lottery_win",1,-0.0863622343053503
"888",888,20731227,16,0.55,3,1,"BotR","BotL","lottery",1.11486,19.0397,0,"lose",32,2,80,48,0,2,6.4906,0,0,0,80,1.11486,166205,2152,"2020-08-26 14:21:58.6532",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,46.4,0,1,1,"lottery_lose",-1,0.00357428900609377
"889",889,20731383,16,0.55,3,1,"BotR","BotL","violation",NA,300,0,"lose",33,2,81,48,0,NA,5.15159,0,1,0,81,NA,166205,2152,"2020-08-26 14:27:07.0447",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,46.4,0,9,1,"lottery_lose",-1,NA
"890",890,20731429,16,0.55,3,1,"BotR","BotL","lottery",0.864381,61.7541,128,"win",33,2,82,48,0,1,4.69419,0,0,128,82,0.864381,166205,2152,"2020-08-26 14:28:21.7557",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,46.4,0,1,9,"surebet",0,-0.250896182640023
"891",891,20731435,4,0.55,3,1,NA,"BotL","surebet",0.750141,2.89607,24,"win",34,2,83,48,0,2,7.77799,0,0,24,83,0.750141,166205,2152,"2020-08-26 14:28:37.8610",1,"rat",2,TRUE,TRUE,FALSE,FALSE,8,-6.4,128,0,1,"lottery_win",1,-0.392648637606054
"892",892,20731441,2,0.55,3,1,"BotR","BotL","surebet",1.02208,6.2364,24,"win",35,2,84,48,0,1,3.21228,0,0,24,84,1.02208,166205,2152,"2020-08-26 14:28:52.8895",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-15.2,24,0,0,"surebet",0,-0.0833147808800315
"893",893,20731449,2,0.55,3,1,"BotR","BotL","surebet",0.789377,3.33804,24,"lose",36,2,85,48,0,1,5.95162,0,0,24,85,0.789377,166205,2152,"2020-08-26 14:29:07.3869",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-15.2,24,0,0,"surebet",0,-0.341665799715039
"894",894,20731461,32,0.55,3,1,"BotR",NA,"lottery",0.563544,1.40857,0,"lose",37,2,86,48,0,0,7.40579,0,0,0,86,0.563544,166205,2152,"2020-08-26 14:29:22.9845",1,"rat",2,TRUE,FALSE,TRUE,FALSE,8,116.8,24,1,0,"surebet",0,-0.678664412627868
"895",895,20731499,32,0.55,3,1,"BotR","BotL","lottery",0.676303,50.4118,0,"lose",38,2,87,48,0,0,4.99428,0,0,0,87,0.676303,166205,2152,"2020-08-26 14:30:25.2946",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,116.8,0,1,1,"lottery_lose",-1,-0.496268625994342
"896",896,20731595,16,0.55,3,1,"BotR",NA,"lottery",0.581772,167.777,128,"win",39,2,88,48,0,0,4.13002,0,0,128,88,0.581772,166205,2152,"2020-08-26 14:33:25.7521",1,"rat",2,TRUE,FALSE,TRUE,FALSE,8,46.4,0,1,1,"lottery_lose",-1,-0.646831208067594
"897",897,20731605,8,0.55,3,1,NA,"BotL","surebet",0.474774,4.16201,24,"win",40,2,89,48,0,0,5.41088,0,0,24,89,0.474774,166205,2152,"2020-08-26 14:33:40.9540",1,"rat",2,TRUE,TRUE,FALSE,FALSE,8,11.2,128,0,1,"lottery_win",1,-0.850070925129394
"898",898,20731609,4,0.55,3,1,"BotR","BotL","surebet",0.40686,0.818731,24,"lose",41,2,90,48,0,1,4.62891,0,0,24,90,0.40686,166205,2152,"2020-08-26 14:33:51.3137",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-6.4,24,0,0,"surebet",0,-1.00444068054282
"899",899,20731617,8,0.55,3,1,"BotR","BotL","lottery",0.530663,3.27057,0,"lose",42,2,91,48,0,0,5.80407,1,0,0,91,0.530663,166205,2152,"2020-08-26 14:34:08.0929",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,11.2,24,1,0,"surebet",0,-0.738782658302016
"900",900,20731641,4,0.55,3,1,"BotR",NA,"lottery",0.811479,42.998,0,"lose",43,2,92,48,0,2,7.90125,0,0,0,92,0.811479,166205,2152,"2020-08-26 14:35:06.0344",1,"rat",2,TRUE,FALSE,TRUE,FALSE,8,-6.4,0,1,1,"lottery_lose",-1,-0.314051317850517
"901",901,20731715,32,0.55,3,1,"BotR","BotL","violation",NA,300,0,"lose",44,2,93,48,0,NA,4.68688,0,1,0,93,NA,166205,2152,"2020-08-26 14:40:13.9547",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,116.8,0,9,1,"lottery_lose",-1,NA
"902",902,20731783,32,0.55,3,1,"BotR","BotL","violation",NA,300,0,"lose",44,2,94,48,0,NA,6.52929,0,1,0,94,NA,166205,2152,"2020-08-26 14:45:24.3878",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,116.8,0,9,9,"surebet",0,NA
