"","sessiondate","subjid","days_post_surgery","sessid","mean_chose_lott","event","region","sb_change","area","side"
"1039","2020-12-22",2160,120,191401,0.28,NA,NA,NA,"control","control"
"1040","2020-12-23",2160,121,191617,0.341666666666667,NA,NA,NA,"control","control"
"1041","2020-12-24",2160,122,191813,0.3,"Introducing free choice",NA,"Surebet change","control","control"
"1042","2020-12-25",2160,123,192009,0.318181818181818,NA,NA,NA,"control","control"
"1043","2020-12-26",2160,124,192191,0.5,NA,NA,NA,"control","control"
"1044","2020-12-27",2160,125,192383,0.411764705882353,NA,NA,NA,"control","control"
"1045","2020-12-29",2160,127,192763,0.166666666666667,NA,NA,NA,"control","control"
"1046","2021-01-01",2160,130,193323,0.378640776699029,NA,NA,NA,"control","control"
"1047","2021-01-02",2160,131,193515,0.415584415584416,NA,NA,NA,"control","control"
"1048","2021-01-03",2160,132,193703,0.409395973154362,NA,NA,NA,"control","control"
"1049","2021-01-04",2160,133,193889,0.433333333333333,NA,NA,NA,"control","control"
"1050","2021-01-05",2160,134,194083,0.510416666666667,NA,NA,NA,"control","control"
"1051","2021-01-06",2160,135,194273,0.422018348623853,NA,NA,NA,"control","control"
"1052","2021-01-07",2160,136,194443,0.426666666666667,"Left FOF + Left PPC 900ng","Left FOF + Left PPC",NA,"Both","Left"
"1053","2021-01-08",2160,137,194649,0.382352941176471,NA,NA,NA,"control","control"
"1054","2021-01-09",2160,138,194853,0.482758620689655,NA,NA,NA,"control","control"
"1055","2021-01-10",2160,139,195065,0.441558441558442,NA,NA,NA,"control","control"
"1056","2021-01-11",2160,140,195283,0.385964912280702,NA,NA,NA,"control","control"
"1057","2021-01-12",2160,141,195489,0.446808510638298,NA,NA,NA,"control","control"
"1058","2021-01-13",2160,142,195699,0.34,NA,NA,NA,"control","control"
"1059","2021-01-14",2160,143,195907,0.383333333333333,"Right FOF+Right PPC 900ng","Right FOF+Right PPC",NA,"Both","Right"
"1060","2021-01-15",2160,144,196139,0.295774647887324,NA,NA,NA,"control","control"
"1061","2021-01-16",2160,145,196345,0.338461538461538,NA,NA,NA,"control","control"
"1062","2021-01-17",2160,146,196555,0.355263157894737,NA,NA,NA,"control","control"
"1063","2021-01-18",2160,147,196749,0.388888888888889,NA,NA,"Surebet change","control","control"
"1064","2021-01-19",2160,148,196959,0.428571428571429,NA,NA,NA,"control","control"
"1065","2021-01-20",2160,149,197173,0.5,NA,NA,NA,"control","control"
"1066","2021-01-21",2160,150,197377,0.447368421052632,"Right PPC 600ng","Right PPC",NA,"PPC","Right"
"1067","2021-01-22",2160,151,197597,0.426470588235294,NA,NA,NA,"control","control"
"1068","2021-01-23",2160,152,197825,0.495575221238938,NA,NA,NA,"control","control"
"1069","2021-01-24",2160,153,198013,0.434782608695652,NA,NA,"Surebet change","control","control"
"1070","2021-01-25",2160,154,198199,0.407407407407407,NA,NA,NA,"control","control"
"1071","2021-01-26",2160,155,198379,0.36986301369863,NA,NA,NA,"control","control"
"1072","2021-01-27",2160,156,198615,0.376623376623377,NA,NA,NA,"control","control"
"1073","2021-01-28",2160,157,198853,0.384615384615385,"Left PPC 600ng","Left PPC",NA,"PPC","Left"
"1074","2021-01-29",2160,158,199073,0.4,NA,NA,NA,"control","control"
"1075","2021-01-30",2160,159,199327,0.311688311688312,NA,NA,NA,"control","control"
"1076","2021-01-31",2160,160,199589,0.320987654320988,NA,NA,NA,"control","control"
"1077","2021-02-01",2160,161,199835,0.34020618556701,NA,NA,NA,"control","control"
"1078","2021-02-02",2160,162,200073,0.393939393939394,NA,NA,NA,"control","control"
"1079","2021-02-03",2160,163,200309,0.245098039215686,NA,NA,NA,"control","control"
"1080","2021-02-04",2160,164,200549,0.311111111111111,"Left FOF 300ng","Left FOF",NA,"FOF","Left"
"1081","2021-02-05",2160,165,200783,0.293103448275862,NA,NA,NA,"control","control"
"1082","2021-02-06",2160,166,201019,0.298969072164948,NA,NA,NA,"control","control"
"1083","2021-02-07",2160,167,201247,0.383561643835616,NA,NA,"Surebet change","control","control"
"1084","2021-02-08",2160,168,201481,0.454545454545455,NA,NA,NA,"control","control"
"1085","2021-02-09",2160,169,201721,0.384615384615385,"Right FOF 300ng","Right FOF",NA,"FOF","Right"
"1086","2021-02-10",2160,170,201949,0.595505617977528,NA,NA,NA,"control","control"
"1087","2021-02-11",2160,171,202175,0.512820512820513,NA,NA,NA,"control","control"
"1088","2021-02-12",2160,172,202399,0.533333333333333,NA,NA,NA,"control","control"
"1089","2021-02-13",2160,173,202627,0.46,NA,NA,NA,"control","control"
"1090","2021-02-14",2160,174,202853,0.382978723404255,NA,NA,NA,"control","control"
"1091","2021-02-15",2160,175,203133,0.58695652173913,NA,NA,"Surebet change","control","control"
"1092","2021-02-16",2160,176,203363,0.481927710843373,NA,NA,NA,"control","control"
"1093","2021-02-17",2160,177,203589,0.652173913043478,NA,NA,NA,"control","control"
"1094","2021-02-18",2160,178,203815,0.746478873239437,NA,NA,NA,"control","control"
"1095","2021-02-20",2160,180,204279,0.75,NA,NA,NA,"control","control"
"1096","2021-02-21",2160,181,204515,0.619047619047619,NA,NA,NA,"control","control"
"1097","2021-02-22",2160,182,204741,0.586206896551724,NA,NA,NA,"control","control"
"1098","2021-02-23",2160,183,204965,0.666666666666667,NA,NA,NA,"control","control"
"1099","2021-02-24",2160,184,205179,0.547945205479452,NA,NA,NA,"control","control"
"1100","2021-02-25",2160,185,205409,0.413793103448276,NA,NA,NA,"control","control"
"1101","2020-09-01",2165,7,167401,0.169811320754717,NA,NA,NA,"control","control"
"1102","2020-09-02",2165,8,167607,0.264150943396226,NA,NA,NA,"control","control"
"1103","2020-09-03",2165,9,167827,0.3,NA,NA,NA,"control","control"
"1104","2020-09-04",2165,10,168047,0.230769230769231,NA,NA,NA,"control","control"
"1105","2020-09-05",2165,11,168227,0.333333333333333,NA,NA,NA,"control","control"
"1106","2020-09-06",2165,12,168447,0.4,NA,NA,NA,"control","control"
"1107","2020-09-08",2165,14,168885,0.371428571428571,NA,NA,NA,"control","control"
"1108","2020-09-09",2165,15,169105,0.25,NA,NA,NA,"control","control"
"1109","2020-09-11",2165,17,169559,0.324324324324324,NA,NA,NA,"control","control"
"1110","2020-09-12",2165,18,169777,0.246575342465753,NA,NA,NA,"control","control"
"1111","2020-09-13",2165,19,170003,0.23943661971831,NA,NA,NA,"control","control"
"1112","2020-09-14",2165,20,170221,0.290322580645161,NA,NA,NA,"control","control"
"1113","2020-09-15",2165,21,170443,0.244444444444444,NA,NA,NA,"control","control"
"1114","2020-09-16",2165,22,170667,0.327586206896552,NA,NA,NA,"control","control"
"1115","2020-09-17",2165,23,170895,0.32258064516129,"Right FOF 300ng","Right FOF",NA,"FOF","Right"
"1116","2020-09-18",2165,24,171125,0.326315789473684,NA,NA,NA,"control","control"
"1117","2020-09-19",2165,25,171345,0.358490566037736,NA,NA,NA,"control","control"
"1118","2020-09-20",2165,26,171559,0.367924528301887,NA,NA,NA,"control","control"
"1119","2020-09-21",2165,27,171789,0.310344827586207,NA,NA,NA,"control","control"
"1120","2020-09-22",2165,28,172015,0.28,NA,NA,NA,"control","control"
"1121","2020-09-23",2165,29,172241,0.228571428571429,NA,NA,NA,"control","control"
"1122","2020-09-24",2165,30,172465,0.266666666666667,"Left PPC 300ng","Left PPC",NA,"PPC","Left"
"1123","2020-09-25",2165,31,172701,0.285714285714286,NA,NA,NA,"control","control"
"1124","2020-09-26",2165,32,172927,0.32258064516129,NA,NA,NA,"control","control"
"1125","2020-09-27",2165,33,173153,0.319148936170213,NA,NA,NA,"control","control"
"1126","2020-09-28",2165,34,173385,0.235294117647059,NA,NA,NA,"control","control"
"1127","2020-09-29",2165,35,173615,0.358974358974359,NA,NA,NA,"control","control"
"1128","2020-09-30",2165,36,173839,0.290322580645161,NA,NA,NA,"control","control"
"1129","2020-10-01",2165,37,174085,0.311111111111111,NA,NA,NA,"control","control"
"1130","2020-10-02",2165,38,174309,0.3,NA,NA,NA,"control","control"
"1131","2020-10-03",2165,39,174535,0.274509803921569,NA,NA,NA,"control","control"
"1132","2020-10-04",2165,40,174765,0.27536231884058,NA,NA,NA,"control","control"
"1133","2020-10-05",2165,41,174991,0.325,NA,NA,NA,"control","control"
"1134","2020-10-06",2165,42,175209,0.259259259259259,NA,NA,NA,"control","control"
"1135","2020-10-07",2165,43,175427,0.285714285714286,NA,NA,NA,"control","control"
"1136","2020-10-08",2165,44,175649,0.2,"Right PPC 300ng","Right PPC",NA,"PPC","Right"
"1137","2020-10-08",2165,44,175643,0.1875,"Right PPC 300ng","Right PPC",NA,"PPC","Right"
"1138","2020-10-09",2165,45,175871,0.310810810810811,NA,NA,NA,"control","control"
"1139","2020-10-10",2165,46,176085,0.28,NA,NA,NA,"control","control"
"1140","2020-10-11",2165,47,176329,0.348484848484849,NA,NA,NA,"control","control"
"1141","2020-10-12",2165,48,176553,0.395348837209302,NA,NA,NA,"control","control"
"1142","2020-10-13",2165,49,176765,0.428571428571429,NA,NA,NA,"control","control"
"1143","2020-10-14",2165,50,176975,0.368421052631579,NA,NA,NA,"control","control"
"1144","2020-10-15",2165,51,177183,0.0555555555555556,"Bilateral FOF 300ng","Bilateral FOF",NA,"FOF","Both"
"1145","2020-10-16",2165,52,177403,0.386363636363636,NA,NA,NA,"control","control"
"1146","2020-10-17",2165,53,177617,0.388888888888889,NA,NA,NA,"control","control"
"1147","2020-10-18",2165,54,177827,0.385964912280702,NA,NA,NA,"control","control"
"1148","2020-10-19",2165,55,178029,0.45679012345679,NA,NA,NA,"control","control"
"1149","2020-10-20",2165,56,178259,0.306451612903226,NA,NA,NA,"control","control"
"1150","2020-10-21",2165,57,178471,0.298245614035088,NA,NA,NA,"control","control"
"1151","2020-10-22",2165,58,178675,0.290909090909091,"Bilateral PPC 300ng","Bilateral PPC",NA,"PPC","Both"
"1152","2020-10-23",2165,59,178889,0.346153846153846,NA,NA,NA,"control","control"
"1153","2020-10-24",2165,60,179105,0.313725490196078,NA,NA,NA,"control","control"
"1154","2020-10-25",2165,61,179313,0.318840579710145,NA,NA,NA,"control","control"
"1155","2020-10-26",2165,62,179527,0.183673469387755,NA,NA,NA,"control","control"
"1156","2020-10-27",2165,63,179759,0.375,NA,NA,NA,"control","control"
"1157","2020-10-28",2165,64,179965,0.339285714285714,NA,NA,NA,"control","control"
"1158","2020-10-29",2165,65,180173,0.238095238095238,"Left FOF 300ng","left FOF",NA,"FOF","Left"
"1159","2020-10-30",2165,66,180371,0.342857142857143,NA,NA,NA,"control","control"
"1160","2020-10-31",2165,67,180575,0.363636363636364,NA,NA,NA,"control","control"
"1161","2020-11-01",2165,68,180781,0.263157894736842,NA,NA,NA,"control","control"
"1162","2020-11-02",2165,69,180979,0.392857142857143,NA,NA,NA,"control","control"
"1163","2020-11-03",2165,70,181163,0.333333333333333,NA,NA,NA,"control","control"
"1164","2020-11-04",2165,71,181395,0.378378378378378,NA,NA,NA,"control","control"
"1165","2020-11-05",2165,72,181603,0.295774647887324,"Left PPC 300ng","Left PPC",NA,"PPC","Left"
"1166","2020-11-06",2165,73,181781,0.253164556962025,NA,NA,NA,"control","control"
"1167","2020-11-07",2165,74,182003,0.328767123287671,NA,NA,NA,"control","control"
"1168","2020-11-08",2165,75,182179,0.285714285714286,NA,NA,NA,"control","control"
"1169","2020-11-09",2165,76,182383,0.3625,NA,NA,NA,"control","control"
"1170","2020-11-10",2165,77,182607,0.304878048780488,NA,NA,NA,"control","control"
"1171","2020-11-11",2165,78,182817,0.13953488372093,NA,NA,NA,"control","control"
"1172","2020-11-12",2165,79,182983,0.323943661971831,"Right FOF 300ng","Right FOF",NA,"FOF","Right"
"1173","2020-11-13",2165,80,183189,0.354166666666667,NA,NA,NA,"control","control"
"1174","2020-11-14",2165,81,183391,0.324324324324324,NA,NA,NA,"control","control"
"1175","2020-11-15",2165,82,183585,0.375,NA,NA,NA,"control","control"
"1176","2020-11-16",2165,83,183815,0.225,NA,NA,NA,"control","control"
"1177","2020-11-17",2165,84,184013,0.292307692307692,NA,NA,NA,"control","control"
"1178","2020-11-18",2165,85,184207,0.303030303030303,NA,NA,NA,"control","control"
"1179","2020-11-19",2165,86,184459,0.25,NA,NA,"Surebet change","control","control"
"1180","2020-11-19",2165,86,184459,0.25,NA,NA,"Surebet change","control","control"
"1181","2020-11-20",2165,87,184665,0.421052631578947,NA,NA,NA,"control","control"
"1182","2020-11-21",2165,88,184941,0.432835820895522,NA,NA,NA,"control","control"
"1183","2020-11-22",2165,89,185175,0.391304347826087,NA,NA,NA,"control","control"
"1184","2020-11-23",2165,90,185407,0.439024390243902,NA,NA,NA,"control","control"
"1185","2020-11-24",2165,91,185633,0.475,NA,NA,NA,"control","control"
"1186","2020-11-25",2165,92,185855,0.4,NA,NA,NA,"control","control"
"1187","2020-11-26",2165,93,186063,0.523076923076923,NA,NA,"Surebet change","control","control"
"1188","2020-11-27",2165,94,186259,0.454545454545455,NA,NA,NA,"control","control"
"1189","2020-11-28",2165,95,186459,0.381578947368421,NA,NA,NA,"control","control"
"1190","2020-11-29",2165,96,186643,0.378048780487805,NA,NA,NA,"control","control"
"1191","2020-11-30",2165,97,186849,0.421052631578947,NA,NA,NA,"control","control"
"1192","2020-12-01",2165,98,187097,0.363636363636364,NA,NA,NA,"control","control"
"1193","2020-12-02",2165,99,187293,0.375,NA,NA,NA,"control","control"
"1194","2020-12-03",2165,100,187467,0.418181818181818,"Bilateral PPC 600ng","Bilateral PPC","Surebet change","PPC","Both"
"1195","2020-12-04",2165,101,187715,0.428571428571429,NA,NA,NA,"control","control"
"1196","2020-12-05",2165,102,187905,0.368421052631579,NA,NA,NA,"control","control"
"1197","2020-12-06",2165,103,188103,0.448717948717949,NA,NA,NA,"control","control"
"1198","2020-12-07",2165,104,188369,0.352941176470588,NA,NA,NA,"control","control"
"1199","2020-12-08",2165,105,188637,0.636363636363636,NA,NA,NA,"control","control"
"1200","2020-12-09",2165,106,188843,0.625,NA,NA,NA,"control","control"
"1201","2020-12-10",2165,107,189039,0.435897435897436,"Bilateral PPC 600ng","Bilateral PPC","Surebet change","PPC","Both"
"1202","2020-12-11",2165,108,189233,0.458333333333333,NA,NA,NA,"control","control"
"1203","2020-12-12",2165,109,189435,0.413793103448276,NA,NA,NA,"control","control"
"1204","2020-12-13",2165,110,189637,0.482142857142857,NA,NA,NA,"control","control"
"1205","2020-12-14",2165,111,189837,0.469387755102041,NA,NA,NA,"control","control"
"1206","2020-12-15",2165,112,190039,0.580645161290323,NA,NA,NA,"control","control"
"1207","2020-12-16",2165,113,190235,0.377358490566038,NA,NA,NA,"control","control"
"1208","2020-12-17",2165,114,190439,0.111111111111111,"Bilateral FOF 300ng","Bilateral FOF","Surebet change","FOF","Both"
"1209","2020-12-17",2165,114,190439,0.111111111111111,"Bilateral FOF 300ng","Bilateral FOF","Surebet change","FOF","Both"
"1210","2020-12-18",2165,115,190609,0.338983050847458,NA,NA,NA,"control","control"
"1211","2020-12-19",2165,116,190829,0.369565217391304,NA,NA,NA,"control","control"
"1212","2020-12-20",2165,117,191021,0.4,NA,NA,NA,"control","control"
"1213","2020-12-21",2165,118,191211,0.4,NA,NA,NA,"control","control"
"1214","2020-12-22",2165,119,191407,0.323529411764706,NA,NA,NA,"control","control"
"1215","2020-12-23",2165,120,191623,0.28125,NA,NA,NA,"control","control"
"1216","2020-12-24",2165,121,191817,0.3,"Introducing free choice",NA,"Surebet change","control","control"
"1217","2020-12-25",2165,122,192005,0.333333333333333,NA,NA,NA,"control","control"
"1218","2020-12-27",2165,124,192379,0.333333333333333,NA,NA,NA,"control","control"
"1219","2020-12-29",2165,126,192767,0.4,NA,NA,NA,"control","control"
"1220","2021-01-01",2165,129,193327,0.2,NA,NA,NA,"control","control"
"1221","2021-01-02",2165,130,193521,0.386363636363636,NA,NA,NA,"control","control"
"1222","2021-01-03",2165,131,193707,0.3125,NA,NA,NA,"control","control"
"1223","2021-01-04",2165,132,193893,0.444444444444444,NA,NA,NA,"control","control"
"1224","2021-01-05",2165,133,194087,0.333333333333333,NA,NA,NA,"control","control"
"1225","2021-01-06",2165,134,194277,0.5,NA,NA,NA,"control","control"
"1226","2021-01-07",2165,135,194461,0.428571428571429,NA,NA,NA,"control","control"
"1227","2021-01-08",2165,136,194651,0.294117647058824,"Left FOF + Left PPC 900ng","Left FOF + Left PPC",NA,"Both","Left"
"1228","2021-01-09",2165,137,194859,0.275,NA,NA,NA,"control","control"
"1229","2021-01-10",2165,138,195073,0.24,NA,NA,NA,"control","control"
"1230","2021-01-11",2165,139,195277,0.25,NA,NA,NA,"control","control"
"1231","2021-01-12",2165,140,195483,0.264705882352941,NA,NA,NA,"control","control"
"1232","2021-01-13",2165,141,195683,0.5,NA,NA,NA,"control","control"
"1233","2021-01-14",2165,142,195895,0.277777777777778,NA,NA,NA,"control","control"
"1234","2021-01-15",2165,143,196109,0.301369863013699,"Right FOF+Right PPC 900ng","Right FOF+Right PPC",NA,"Both","Right"
"1235","2021-01-16",2165,144,196331,0.27027027027027,NA,NA,NA,"control","control"
"1236","2021-01-17",2165,145,196539,0.315789473684211,NA,NA,NA,"control","control"
"1237","2021-01-18",2165,146,196753,0.372093023255814,NA,NA,"Surebet change","control","control"
"1238","2021-01-19",2165,147,196963,0.338983050847458,NA,NA,NA,"control","control"
"1239","2021-01-20",2165,148,197171,0.457627118644068,NA,NA,NA,"control","control"
"1240","2021-01-21",2165,149,197367,0.6,NA,NA,NA,"control","control"
"1241","2021-01-22",2165,150,197583,0.466666666666667,"Bilateral FOF 300ng","Bilateral FOF",NA,"FOF","Both"
"1242","2021-01-23",2165,151,197799,0.527272727272727,NA,NA,NA,"control","control"
"1243","2021-01-24",2165,152,198009,0.391304347826087,NA,NA,"Surebet change","control","control"
"1244","2021-01-25",2165,153,198203,0.478260869565217,NA,NA,NA,"control","control"
"1245","2021-01-26",2165,154,198373,0.45,NA,NA,NA,"control","control"
"1246","2021-01-27",2165,155,198621,0.416666666666667,NA,NA,NA,"control","control"
"1247","2021-01-28",2165,156,198843,0.409090909090909,NA,NA,"Surebet change","control","control"
"1248","2021-01-29",2165,157,199079,0.555555555555556,"Right PPC 600ng","Right PPC",NA,"PPC","Right"
"1249","2021-01-30",2165,158,199329,0.387096774193548,NA,NA,NA,"control","control"
"1250","2021-01-31",2165,159,199591,0.315789473684211,NA,NA,NA,"control","control"
"1251","2021-02-01",2165,160,199841,0.326086956521739,NA,NA,NA,"control","control"
"1252","2021-02-02",2165,161,200079,0.352941176470588,NA,NA,NA,"control","control"
"1253","2021-02-03",2165,162,200313,0.368421052631579,NA,NA,NA,"control","control"
"1254","2021-02-04",2165,163,200553,0.363636363636364,NA,NA,NA,"control","control"
"1255","2021-02-05",2165,164,200789,0.442622950819672,"Left PPC 600ng","Left PPC",NA,"PPC","Left"
"1256","2021-02-06",2165,165,201023,0.289473684210526,NA,NA,NA,"control","control"
"1257","2021-02-07",2165,166,201245,0.469387755102041,NA,NA,NA,"control","control"
"1258","2021-02-08",2165,167,201487,0.375,NA,NA,"Surebet change","control","control"
"1259","2021-02-09",2165,168,201725,0.344827586206897,"Left FOF 300ng","Left FOF",NA,"FOF","Left"
"1260","2021-02-10",2165,169,201953,0.395348837209302,NA,NA,NA,"control","control"
"1261","2021-02-11",2165,170,202181,0.5,NA,NA,NA,"control","control"
"1262","2021-02-12",2165,171,202405,0.448275862068966,NA,NA,NA,"control","control"
"1263","2021-02-13",2165,172,202631,0.523809523809524,NA,NA,NA,"control","control"
"1264","2021-02-14",2165,173,202859,0.526315789473684,NA,NA,NA,"control","control"
"1265","2021-02-15",2165,174,203137,0.541666666666667,NA,NA,NA,"control","control"
"1266","2021-02-16",2165,175,203367,0.514285714285714,NA,NA,NA,"control","control"
"1267","2021-02-17",2165,176,203591,0.454545454545455,NA,NA,NA,"control","control"
"1268","2021-02-18",2165,177,203821,0.55,NA,NA,NA,"control","control"
"1269","2021-02-20",2165,179,204283,0.727272727272727,NA,NA,"Surebet change","control","control"
"1270","2021-02-21",2165,180,204519,0.785714285714286,NA,NA,NA,"control","control"
"1271","2021-02-22",2165,181,204747,0.931034482758621,NA,NA,NA,"control","control"
"1272","2021-02-23",2165,182,204971,0.944444444444444,"Right FOF 300ng","Right FOF",NA,"FOF","Right"
"1273","2021-02-24",2165,183,205183,0.583333333333333,NA,NA,NA,"control","control"
"1274","2021-02-25",2165,184,205413,0.793103448275862,NA,NA,NA,"control","control"
"1275","2020-09-08",2166,7,168883,0.424242424242424,NA,NA,NA,"control","control"
"1276","2020-09-09",2166,8,169097,0.52,NA,NA,NA,"control","control"
"1277","2020-09-10",2166,9,169307,0.426470588235294,NA,NA,NA,"control","control"
"1278","2020-09-11",2166,10,169545,0.428571428571429,NA,NA,NA,"control","control"
"1279","2020-09-12",2166,11,169769,0.466666666666667,NA,NA,NA,"control","control"
"1280","2020-09-13",2166,12,169995,0.4,NA,NA,NA,"control","control"
"1281","2020-09-14",2166,13,170219,0.51219512195122,NA,NA,NA,"control","control"
"1282","2020-09-15",2166,14,170441,0.478260869565217,NA,NA,NA,"control","control"
"1283","2020-09-16",2166,15,170665,0.472727272727273,NA,NA,NA,"control","control"
"1284","2020-09-17",2166,16,170899,0.276595744680851,"Left FOF 300ng","Left FOF",NA,"FOF","Left"
"1285","2020-09-18",2166,17,171123,0.5125,NA,NA,NA,"control","control"
"1286","2020-09-19",2166,18,171337,0.481481481481481,NA,NA,NA,"control","control"
"1287","2020-09-20",2166,19,171567,0.48,NA,NA,NA,"control","control"
"1288","2020-09-21",2166,20,171781,0.8,NA,NA,NA,"control","control"
"1289","2020-09-21",2166,20,171791,0.509433962264151,NA,NA,NA,"control","control"
"1290","2020-09-22",2166,21,172013,0.561643835616438,NA,NA,NA,"control","control"
"1291","2020-09-23",2166,22,172201,0.549295774647887,NA,NA,NA,"control","control"
"1292","2020-09-24",2166,23,172467,0.409836065573771,"Right FOF 300ng","Right FOF",NA,"FOF","Right"
"1293","2020-09-25",2166,24,172661,0.434782608695652,NA,NA,NA,"control","control"
"1294","2020-09-26",2166,25,172923,0.428571428571429,NA,NA,NA,"control","control"
"1295","2020-09-27",2166,26,173113,0.380952380952381,NA,NA,NA,"control","control"
"1296","2020-09-28",2166,27,173387,0.445945945945946,NA,NA,NA,"control","control"
"1297","2020-09-29",2166,28,173573,0.36,NA,NA,NA,"control","control"
"1298","2020-09-30",2166,29,173831,0.384615384615385,NA,NA,NA,"control","control"
"1299","2020-10-01",2166,30,174075,0.458333333333333,NA,NA,NA,"control","control"
"1300","2020-10-02",2166,31,174293,0.456140350877193,NA,NA,NA,"control","control"
"1301","2020-10-03",2166,32,174527,0.403846153846154,NA,NA,NA,"control","control"
"1302","2020-10-04",2166,33,174757,0.52112676056338,NA,NA,NA,"control","control"
"1303","2020-10-05",2166,34,174993,0.511111111111111,NA,NA,NA,"control","control"
"1304","2020-10-06",2166,35,175207,0.530612244897959,NA,NA,NA,"control","control"
"1305","2020-10-07",2166,36,175419,0.411764705882353,NA,NA,NA,"control","control"
"1306","2020-10-08",2166,37,175651,0.371428571428571,"Left PPC 300ng","Left PPC",NA,"PPC","Left"
"1307","2020-10-08",2166,37,175641,0.4375,"Left PPC 300ng","Left PPC",NA,"PPC","Left"
"1308","2020-10-09",2166,38,175863,0.439024390243902,NA,NA,NA,"control","control"
"1309","2020-10-10",2166,39,176091,0.357142857142857,NA,NA,NA,"control","control"
"1310","2020-10-11",2166,40,176323,0.516666666666667,NA,NA,NA,"control","control"
"1311","2020-10-12",2166,41,176551,0.507936507936508,NA,NA,NA,"control","control"
"1312","2020-10-13",2166,42,176757,0.428571428571429,NA,NA,NA,"control","control"
"1313","2020-10-14",2166,43,176967,0.476923076923077,NA,NA,NA,"control","control"
"1314","2020-10-15",2166,44,177171,0.46875,"Right PPC 300ng","Right PPC",NA,"PPC","Right"
"1315","2020-10-16",2166,45,177395,0.465909090909091,NA,NA,NA,"control","control"
"1316","2020-10-17",2166,46,177609,0.4,NA,NA,NA,"control","control"
"1317","2020-10-18",2166,47,177819,0.456140350877193,NA,NA,NA,"control","control"
"1318","2020-10-19",2166,48,178037,0.543478260869565,NA,NA,NA,"control","control"
"1319","2020-10-20",2166,49,178257,0.478260869565217,NA,NA,NA,"control","control"
"1320","2020-10-21",2166,50,178469,0.363636363636364,NA,NA,NA,"control","control"
"1321","2020-10-22",2166,51,178677,0.13953488372093,"Bilateral FOF 300ng","Bilateral FOF",NA,"FOF","Both"
"1322","2020-10-23",2166,52,178879,0.391666666666667,NA,NA,NA,"control","control"
"1323","2020-10-24",2166,53,179103,0.430769230769231,NA,NA,NA,"control","control"
"1324","2020-10-25",2166,54,179305,0.46875,NA,NA,NA,"control","control"
"1325","2020-10-26",2166,55,179493,0.462686567164179,NA,NA,NA,"control","control"
"1326","2020-10-27",2166,56,179753,0.5,NA,NA,NA,"control","control"
"1327","2020-10-28",2166,57,179959,0.5,NA,NA,NA,"control","control"
"1328","2020-10-29",2166,58,180175,0.52,"Bilateral PPC 300ng","Bilateral PPC",NA,"PPC","Both"
"1329","2020-10-30",2166,59,180369,0.439024390243902,NA,NA,NA,"control","control"
"1330","2020-10-31",2166,60,180573,0.45,NA,NA,NA,"control","control"
"1331","2020-11-01",2166,61,180779,0.394736842105263,NA,NA,NA,"control","control"
"1332","2020-11-02",2166,62,180977,0.333333333333333,NA,NA,NA,"control","control"
"1333","2020-11-03",2166,63,181161,0.578947368421053,NA,NA,NA,"control","control"
"1334","2020-11-04",2166,64,181393,0.325581395348837,NA,NA,NA,"control","control"
"1335","2020-11-05",2166,65,181577,0.236842105263158,"Left FOF 300ng","Left FOF",NA,"FOF","Left"
"1336","2020-11-06",2166,66,181779,0.55,NA,NA,NA,"control","control"
"1337","2020-11-07",2166,67,181979,0.461538461538462,NA,NA,NA,"control","control"
"1338","2020-11-08",2166,68,182177,0.342857142857143,NA,NA,NA,"control","control"
"1339","2020-11-09",2166,69,182381,0.43859649122807,NA,NA,NA,"control","control"
"1340","2020-11-10",2166,70,182605,0.482142857142857,NA,NA,NA,"control","control"
"1341","2020-11-11",2166,71,182807,0.378787878787879,NA,NA,NA,"control","control"
"1342","2020-11-12",2166,72,182981,0.615384615384615,"Left PPC 600ng","Left PPC",NA,"PPC","Left"
"1343","2020-11-12",2166,72,183015,0.520547945205479,"Left PPC 600ng","Left PPC",NA,"PPC","Left"
"1344","2020-11-13",2166,73,183187,0.48936170212766,NA,NA,NA,"control","control"
"1345","2020-11-14",2166,74,183389,0.43859649122807,NA,NA,NA,"control","control"
"1346","2020-11-15",2166,75,183583,0.450704225352113,NA,NA,NA,"control","control"
"1347","2020-11-16",2166,76,183813,0.455882352941176,NA,NA,NA,"control","control"
"1348","2020-11-17",2166,77,184011,0.438356164383562,NA,NA,NA,"control","control"
"1349","2020-11-18",2166,78,184205,0.375,NA,NA,NA,"control","control"
"1350","2020-11-19",2166,79,184461,0.612903225806452,NA,NA,"Surebet change","control","control"
"1351","2020-11-20",2166,80,184663,0.51063829787234,NA,NA,NA,"control","control"
"1352","2020-11-21",2166,81,184939,0.515151515151515,NA,NA,NA,"control","control"
"1353","2020-11-22",2166,82,185173,0.642857142857143,NA,NA,NA,"control","control"
"1354","2020-11-23",2166,83,185401,0.6,NA,NA,NA,"control","control"
"1355","2020-11-24",2166,84,185631,0.710526315789474,NA,NA,NA,"control","control"
"1356","2020-11-25",2166,85,185853,0.533333333333333,NA,NA,NA,"control","control"
"1357","2020-11-26",2166,86,186061,0.722222222222222,NA,NA,"Surebet change","control","control"
"1358","2020-11-27",2166,87,186257,0.565217391304348,NA,NA,NA,"control","control"
"1359","2020-11-28",2166,88,186457,0.518518518518518,NA,NA,NA,"control","control"
