"","sessiondate","subjid","days_post_surgery","sessid","mean_chose_lott","event","region","sb_change","area","side"
"712","2021-02-04",2155,203,200547,0.603448275862069,"Left FOF 300ng","Left FOF","Surebet change","FOF","Left"
"713","2021-02-05",2155,204,200779,0.717391304347826,NA,NA,NA,"control","control"
"714","2021-02-06",2155,205,201015,0.837837837837838,NA,NA,NA,"control","control"
"715","2021-02-07",2155,206,201257,0.923076923076923,NA,NA,NA,"control","control"
"716","2020-07-31",2156,7,161169,0.305263157894737,NA,NA,NA,"control","control"
"717","2020-08-01",2156,8,161357,0.412280701754386,NA,NA,NA,"control","control"
"718","2020-08-02",2156,9,161547,0.349056603773585,NA,NA,NA,"control","control"
"719","2020-08-03",2156,10,161735,0.40495867768595,NA,NA,NA,"control","control"
"720","2020-08-04",2156,11,161923,0.37719298245614,NA,NA,NA,"control","control"
"721","2020-08-05",2156,12,162113,0.310344827586207,NA,NA,NA,"control","control"
"722","2020-08-06",2156,13,162327,0.356435643564356,NA,NA,NA,"control","control"
"723","2020-08-07",2156,14,162509,0.333333333333333,"Left FOF 300ng","left FOF",NA,"FOF","Left"
"724","2020-08-08",2156,15,162703,0.268041237113402,NA,NA,NA,"control","control"
"725","2020-08-09",2156,16,162875,0.330188679245283,NA,NA,NA,"control","control"
"726","2020-08-10",2156,17,163103,0.387755102040816,NA,NA,NA,"control","control"
"727","2020-08-11",2156,18,163307,0.414634146341463,NA,NA,NA,"control","control"
"728","2020-08-12",2156,19,163517,0.418918918918919,NA,NA,NA,"control","control"
"729","2020-08-13",2156,20,163749,0.388888888888889,NA,NA,NA,"control","control"
"730","2020-08-14",2156,21,163957,0.367647058823529,"Right FOF 300ng","right FOF",NA,"FOF","Right"
"731","2020-08-15",2156,22,164145,0.23943661971831,NA,NA,NA,"control","control"
"732","2020-08-16",2156,23,164319,0.346666666666667,NA,NA,NA,"control","control"
"733","2020-08-17",2156,24,164507,0.322916666666667,NA,NA,NA,"control","control"
"734","2020-08-18",2156,25,164687,0.315789473684211,NA,NA,NA,"control","control"
"735","2020-08-19",2156,26,164865,0.347222222222222,NA,NA,NA,"control","control"
"736","2020-08-20",2156,27,165039,0.277777777777778,NA,NA,NA,"control","control"
"737","2020-08-21",2156,28,165211,0.381578947368421,"Left PPC 300ng","left PPC",NA,"PPC","Left"
"738","2020-08-22",2156,29,165393,0.365853658536585,NA,NA,NA,"control","control"
"739","2020-08-23",2156,30,165581,0.305555555555556,NA,NA,NA,"control","control"
"740","2020-08-24",2156,31,165785,0.312977099236641,NA,NA,NA,"control","control"
"741","2020-08-25",2156,32,165987,0.386363636363636,NA,NA,NA,"control","control"
"742","2020-08-26",2156,33,166197,0.387096774193548,NA,NA,NA,"control","control"
"743","2020-08-27",2156,34,166401,0.388349514563107,NA,NA,NA,"control","control"
"744","2020-08-28",2156,35,166609,0.295238095238095,"Right PPC 300ng","Right PPC",NA,"PPC","Right"
"745","2020-08-29",2156,36,166807,0.282352941176471,NA,NA,NA,"control","control"
"746","2020-08-30",2156,37,167003,0.368852459016393,NA,NA,NA,"control","control"
"747","2020-08-31",2156,38,167199,0.351063829787234,NA,NA,NA,"control","control"
"748","2020-09-01",2156,39,167407,0.391304347826087,NA,NA,NA,"control","control"
"749","2020-09-02",2156,40,167597,0.351351351351351,NA,NA,NA,"control","control"
"750","2020-09-03",2156,41,167819,0.31404958677686,NA,NA,NA,"control","control"
"751","2020-09-04",2156,42,168035,0.25,"Bilateral FOF 300ng","Bilateral FOF",NA,"FOF","Both"
"752","2020-09-05",2156,43,168217,0.273809523809524,NA,NA,NA,"control","control"
"753","2020-09-06",2156,44,168437,0,NA,NA,NA,"control","control"
"754","2020-09-07",2156,45,168657,0.0303030303030303,NA,NA,NA,"control","control"
"755","2020-09-08",2156,46,168875,0.330275229357798,NA,NA,NA,"control","control"
"756","2020-09-09",2156,47,169089,0.351648351648352,NA,NA,NA,"control","control"
"757","2020-09-10",2156,48,169305,0.333333333333333,NA,NA,NA,"control","control"
"758","2020-09-11",2156,49,169547,0.28735632183908,"Bilateral PPC 300ng","Bilateral PPC",NA,"PPC","Both"
"759","2020-09-12",2156,50,169763,0.34020618556701,NA,NA,NA,"control","control"
"760","2020-09-13",2156,51,169989,0.391891891891892,NA,NA,NA,"control","control"
"761","2020-09-14",2156,52,170211,0.414893617021277,NA,NA,NA,"control","control"
"762","2020-09-15",2156,53,170431,0.385416666666667,NA,NA,NA,"control","control"
"763","2020-09-16",2156,54,170655,0.354838709677419,NA,NA,NA,"control","control"
"764","2020-09-17",2156,55,170883,0.228260869565217,NA,NA,NA,"control","control"
"765","2020-09-18",2156,56,171109,0.27536231884058,"Left FOF 300ng","Left FOF",NA,"FOF","Left"
"766","2020-09-19",2156,57,171331,0.39344262295082,NA,NA,NA,"control","control"
"767","2020-09-20",2156,58,171557,0.41,NA,NA,NA,"control","control"
"768","2020-09-21",2156,59,171775,0.330357142857143,NA,NA,NA,"control","control"
"769","2020-09-22",2156,60,172001,0.376811594202899,NA,NA,NA,"control","control"
"770","2020-09-23",2156,61,172233,0.298387096774194,NA,NA,NA,"control","control"
"771","2020-09-24",2156,62,172453,0.315789473684211,NA,NA,NA,"control","control"
"772","2020-09-25",2156,63,172693,0.206896551724138,"Left PPC 300ng","Left PPC",NA,"PPC","Left"
"773","2020-09-26",2156,64,172917,0.344086021505376,NA,NA,NA,"control","control"
"774","2020-09-27",2156,65,173141,0.330357142857143,NA,NA,NA,"control","control"
"775","2020-09-28",2156,66,173373,0.435294117647059,NA,NA,NA,"control","control"
"776","2020-09-29",2156,67,173607,0.371794871794872,NA,NA,NA,"control","control"
"777","2020-09-30",2156,68,173823,0.394495412844037,NA,NA,NA,"control","control"
"778","2020-10-01",2156,69,174073,0.325301204819277,NA,NA,NA,"control","control"
"779","2020-10-02",2156,70,174301,0.451612903225806,NA,NA,NA,"control","control"
"780","2020-10-03",2156,71,174525,0.413793103448276,NA,NA,NA,"control","control"
"781","2020-10-04",2156,72,174755,0.378571428571429,NA,NA,NA,"control","control"
"782","2020-10-05",2156,73,174981,0.366412213740458,NA,NA,NA,"control","control"
"783","2020-10-06",2156,74,175199,0.321428571428571,NA,NA,NA,"control","control"
"784","2020-10-07",2156,75,175417,0.352941176470588,NA,NA,NA,"control","control"
"785","2020-10-08",2156,76,175631,0.375,NA,NA,NA,"control","control"
"786","2020-10-09",2156,77,175859,0.297709923664122,"Right FOF 300ng","Right FOF",NA,"FOF","Right"
"787","2020-10-10",2156,78,176081,0.322916666666667,NA,NA,NA,"control","control"
"788","2020-10-11",2156,79,176321,0.386861313868613,NA,NA,NA,"control","control"
"789","2020-10-12",2156,80,176543,0.318518518518519,NA,NA,NA,"control","control"
"790","2020-10-13",2156,81,176755,0.444444444444444,NA,NA,NA,"control","control"
"791","2020-10-14",2156,82,176963,0.494623655913978,NA,NA,NA,"control","control"
"792","2020-10-15",2156,83,177173,0.529411764705882,NA,NA,NA,"control","control"
"793","2020-10-16",2156,84,177405,0.294117647058824,"Bilateral PPC 300ng","Bilateral PPC",NA,"PPC","Both"
"794","2020-10-17",2156,85,177603,0.704081632653061,NA,NA,NA,"control","control"
"795","2020-10-18",2156,86,177813,0.428571428571429,NA,NA,NA,"control","control"
"796","2020-10-19",2156,87,178023,0.458646616541353,NA,NA,NA,"control","control"
"797","2020-10-20",2156,88,178245,0.415841584158416,NA,NA,NA,"control","control"
"798","2020-10-21",2156,89,178457,0.4,NA,NA,NA,"control","control"
"799","2020-10-22",2156,90,178667,0.377551020408163,NA,NA,NA,"control","control"
"800","2020-10-23",2156,91,178881,0.333333333333333,"Right PPC 300ng","Right PPC",NA,"PPC","Right"
"801","2020-10-24",2156,92,179097,0.605769230769231,NA,NA,NA,"control","control"
"802","2020-10-25",2156,93,179301,0.536082474226804,NA,NA,NA,"control","control"
"803","2020-10-26",2156,94,179521,0.568965517241379,NA,NA,NA,"control","control"
"804","2020-10-27",2156,95,179751,0.547169811320755,NA,NA,NA,"control","control"
"805","2020-10-28",2156,96,179957,0.429906542056075,NA,NA,NA,"control","control"
"806","2020-10-29",2156,97,180165,0.495145631067961,NA,NA,NA,"control","control"
"807","2020-10-30",2156,98,180379,0.35,"Bilateral FOF 75ng","Bilateral FOF",NA,"FOF","Both"
"808","2020-10-31",2156,99,180563,0.292929292929293,NA,NA,NA,"control","control"
"809","2020-11-01",2156,100,180769,0.281553398058252,NA,NA,NA,"control","control"
"810","2020-11-02",2156,101,180967,0.372549019607843,NA,NA,NA,"control","control"
"811","2020-11-03",2156,102,181151,0.395833333333333,NA,NA,NA,"control","control"
"812","2020-11-04",2156,103,181383,0.534246575342466,NA,NA,NA,"control","control"
"813","2020-11-05",2156,104,181571,0.383720930232558,NA,NA,NA,"control","control"
"814","2020-11-06",2156,105,181769,0.373831775700935,"Right FOF 300ng","Right FOF",NA,"FOF","Right"
"815","2020-11-07",2156,106,181969,0.403846153846154,NA,NA,NA,"control","control"
"816","2020-11-08",2156,107,182167,0.346938775510204,NA,NA,NA,"control","control"
"817","2020-11-09",2156,108,182371,0.385321100917431,NA,NA,NA,"control","control"
"818","2020-11-10",2156,109,182593,0.300699300699301,NA,NA,NA,"control","control"
"819","2020-11-11",2156,110,182803,0.483606557377049,NA,NA,NA,"control","control"
"820","2020-11-12",2156,111,182985,0.492753623188406,NA,NA,NA,"control","control"
"821","2020-11-13",2156,112,183183,0.355769230769231,"Bilateral FOF 150ng","Bilateral FOF",NA,"FOF","Both"
"822","2020-11-14",2156,113,183379,0.362637362637363,NA,NA,NA,"control","control"
"823","2020-11-15",2156,114,183591,0.333333333333333,NA,NA,NA,"control","control"
"824","2020-11-16",2156,115,183799,0.375886524822695,NA,NA,NA,"control","control"
"825","2020-11-17",2156,116,184017,0.366666666666667,NA,NA,NA,"control","control"
"826","2020-11-18",2156,117,184195,0.361702127659574,NA,NA,NA,"control","control"
"827","2020-11-19",2156,118,184447,0.215686274509804,NA,NA,NA,"control","control"
"828","2020-11-20",2156,119,184671,0.411764705882353,NA,NA,"Surebet change","control","control"
"829","2020-11-21",2156,120,184927,0.586206896551724,NA,NA,NA,"control","control"
"830","2020-11-22",2156,121,185177,0.735537190082645,NA,NA,NA,"control","control"
"831","2020-11-23",2156,122,185409,0.722222222222222,NA,NA,NA,"control","control"
"832","2020-11-24",2156,123,185635,0.765217391304348,NA,NA,NA,"control","control"
"833","2020-11-25",2156,124,185841,0.87218045112782,NA,NA,NA,"control","control"
"834","2020-11-26",2156,125,186049,0.895238095238095,NA,NA,NA,"control","control"
"835","2020-11-27",2156,126,186245,0.648148148148148,NA,NA,"Surebet change","control","control"
"836","2020-11-28",2156,127,186445,0.467948717948718,NA,NA,NA,"control","control"
"837","2020-11-29",2156,128,186649,0.587301587301587,NA,NA,NA,"control","control"
"838","2020-11-30",2156,129,186851,0.475247524752475,NA,NA,NA,"control","control"
"839","2020-12-01",2156,130,187099,0.389380530973451,NA,NA,NA,"control","control"
"840","2020-12-02",2156,131,187299,0.392,NA,NA,NA,"control","control"
"841","2020-12-03",2156,132,187489,0.266666666666667,NA,NA,NA,"control","control"
"842","2020-12-04",2156,133,187689,0.557692307692308,"Bilateral PPC 600ng","Bilateral PPC","Surebet change","PPC","Both"
"843","2020-12-05",2156,134,187911,0.780821917808219,NA,NA,NA,"control","control"
"844","2020-12-06",2156,135,188105,0.707964601769911,NA,NA,NA,"control","control"
"845","2020-12-07",2156,136,188371,0.88135593220339,NA,NA,NA,"control","control"
"846","2020-12-08",2156,137,188639,0.870967741935484,NA,NA,NA,"control","control"
"847","2020-12-09",2156,138,188829,0.645454545454546,NA,NA,NA,"control","control"
"848","2020-12-10",2156,139,189045,0.776119402985075,NA,NA,NA,"control","control"
"849","2020-12-11",2156,140,189235,0.357142857142857,"Bilateral PPC 600ng","Bilateral PPC","Surebet change","PPC","Both"
"850","2020-12-12",2156,141,189431,0.314606741573034,NA,NA,NA,"control","control"
"851","2020-12-13",2156,142,189639,0.256410256410256,NA,NA,NA,"control","control"
"852","2020-12-14",2156,143,189839,0.214953271028037,NA,NA,NA,"control","control"
"853","2020-12-15",2156,144,190041,0.169014084507042,NA,NA,NA,"control","control"
"854","2020-12-16",2156,145,190229,0.184397163120567,NA,NA,NA,"control","control"
"855","2020-12-17",2156,146,190429,0.153846153846154,NA,NA,NA,"control","control"
"856","2020-12-18",2156,147,190639,0.307017543859649,"Bilateral FOF 300ng","Bilateral FOF","Surebet change","FOF","Both"
"857","2020-12-19",2156,148,190819,0.5,NA,NA,NA,"control","control"
"858","2020-12-20",2156,149,191011,0.440559440559441,NA,NA,NA,"control","control"
"859","2020-12-21",2156,150,191213,0.504587155963303,NA,NA,NA,"control","control"
"860","2020-12-22",2156,151,191409,0.414141414141414,NA,NA,NA,"control","control"
"861","2020-12-23",2156,152,191613,0.350515463917526,NA,NA,NA,"control","control"
"862","2020-12-24",2156,153,191809,0,"Introducing free choice",NA,"Surebet change","control","control"
"863","2020-12-25",2156,154,192013,0.454545454545455,NA,NA,NA,"control","control"
"864","2020-12-26",2156,155,192187,0.25,NA,NA,NA,"control","control"
"865","2020-12-27",2156,156,192375,0.304347826086957,NA,NA,NA,"control","control"
"866","2020-12-28",2156,157,192571,0.245283018867925,NA,NA,NA,"control","control"
"867","2020-12-29",2156,158,192757,0.125,NA,NA,NA,"control","control"
"868","2020-12-30",2156,159,192949,0.143884892086331,NA,NA,NA,"control","control"
"869","2020-12-31",2156,160,193141,0.307692307692308,NA,NA,NA,"control","control"
"870","2021-01-01",2156,161,193331,0.126666666666667,NA,NA,NA,"control","control"
"871","2021-01-02",2156,162,193505,0.172413793103448,NA,NA,NA,"control","control"
"872","2021-01-03",2156,163,193693,0.238461538461538,NA,NA,NA,"control","control"
"873","2021-01-04",2156,164,193897,0.270588235294118,NA,NA,NA,"control","control"
"874","2021-01-05",2156,165,194091,0.296296296296296,NA,NA,NA,"control","control"
"875","2021-01-06",2156,166,194279,0.41747572815534,NA,NA,NA,"control","control"
"876","2021-01-07",2156,167,194471,0.245283018867925,"Right PPC 600ng","Right PPC",NA,"PPC","Right"
"877","2021-01-08",2156,168,194631,0.284403669724771,NA,NA,NA,"control","control"
"878","2021-01-09",2156,169,194845,0.381578947368421,NA,NA,NA,"control","control"
"879","2021-01-10",2156,170,195055,0.77319587628866,NA,NA,NA,"control","control"
"880","2021-01-11",2156,171,195263,0.49438202247191,NA,NA,NA,"control","control"
"881","2021-01-12",2156,172,195471,0.454545454545455,NA,NA,NA,"control","control"
"882","2021-01-13",2156,173,195681,0.393939393939394,NA,NA,NA,"control","control"
"883","2021-01-14",2156,174,195891,0.380952380952381,"Left FOF+Left PPC 900ng","Left FOF+Left PPC",NA,"Both","Left"
"884","2021-01-15",2156,175,196111,0.383720930232558,NA,NA,NA,"control","control"
"885","2021-01-16",2156,176,196327,0.383720930232558,NA,NA,NA,"control","control"
"886","2021-01-17",2156,177,196535,0.378947368421053,NA,NA,NA,"control","control"
"887","2021-01-18",2156,178,196755,0.291139240506329,NA,NA,"Surebet change","control","control"
"888","2021-01-19",2156,179,196951,0.243589743589744,NA,NA,NA,"control","control"
"889","2021-01-20",2156,180,197159,0.216216216216216,NA,NA,NA,"control","control"
"890","2021-01-21",2156,181,197379,0.28,"Right PPC 600ng","Right PPC",NA,"PPC","Right"
"891","2021-01-22",2156,182,197587,0.218181818181818,NA,NA,NA,"control","control"
"892","2021-01-23",2156,183,197795,0.107692307692308,NA,NA,NA,"control","control"
"893","2021-01-24",2156,184,198005,0.3125,NA,NA,"Surebet change","control","control"
"894","2021-01-25",2156,185,198189,0.4,NA,NA,NA,"control","control"
"895","2021-01-26",2156,186,198375,0.382608695652174,NA,NA,NA,"control","control"
"896","2021-01-27",2156,187,198605,0.346153846153846,NA,NA,NA,"control","control"
"897","2021-01-28",2156,188,198845,0.48,"Left PPC 600ng","Left PPC","Surebet change","PPC","Left"
"898","2021-01-29",2156,189,199081,0.459183673469388,NA,NA,NA,"control","control"
"899","2021-01-30",2156,190,199315,0.317073170731707,NA,NA,NA,"control","control"
"900","2021-01-31",2156,191,199583,0.370786516853933,NA,NA,NA,"control","control"
"901","2021-02-01",2156,192,199829,0.43298969072165,NA,NA,NA,"control","control"
"902","2021-02-02",2156,193,200063,0.433734939759036,NA,NA,NA,"control","control"
"903","2021-02-03",2156,194,200303,0.388235294117647,NA,NA,NA,"control","control"
"904","2021-02-04",2156,195,200543,0.375,"Left FOF 300ng","Left FOF",NA,"FOF","Left"
"905","2021-02-05",2156,196,200775,0.407407407407407,NA,NA,NA,"control","control"
"906","2021-02-06",2156,197,201011,0.447916666666667,NA,NA,NA,"control","control"
"907","2021-02-07",2156,198,201243,0.642857142857143,NA,NA,"Surebet change","control","control"
"908","2021-02-08",2156,199,201477,0.493506493506494,NA,NA,NA,"control","control"
"909","2021-02-09",2156,200,201729,0.571428571428571,"Right FOF 300ng","Right FOF",NA,"FOF","Right"
"910","2021-02-10",2156,201,201957,0.5,NA,NA,NA,"control","control"
"911","2021-02-10",2156,201,201955,0.615384615384615,NA,NA,NA,"control","control"
"912","2021-02-11",2156,202,202169,0.5,NA,NA,NA,"control","control"
"913","2021-02-12",2156,203,202395,0.603174603174603,NA,NA,NA,"control","control"
"914","2021-02-13",2156,204,202621,0.540983606557377,NA,NA,NA,"control","control"
"915","2021-02-14",2156,205,202847,0.526315789473684,NA,NA,NA,"control","control"
"916","2021-02-15",2156,206,203139,0.720588235294118,NA,NA,NA,"control","control"
"917","2021-02-16",2156,207,203369,0.769230769230769,NA,NA,"Surebet change","control","control"
"918","2021-02-17",2156,208,203583,0.567901234567901,NA,NA,NA,"control","control"
"919","2021-02-18",2156,209,203809,0.650793650793651,NA,NA,NA,"control","control"
"920","2021-02-20",2156,211,204273,0.646341463414634,NA,NA,NA,"control","control"
"921","2021-02-21",2156,212,204509,0.745098039215686,NA,NA,NA,"control","control"
"922","2021-02-22",2156,213,204735,0.681818181818182,NA,NA,NA,"control","control"
"923","2021-02-23",2156,214,204961,0.734177215189873,NA,NA,NA,"control","control"
"924","2021-02-24",2156,215,205177,0.544642857142857,NA,NA,NA,"control","control"
"925","2021-02-25",2156,216,205405,0.383561643835616,NA,NA,NA,"control","control"
"926","2020-08-31",2160,7,167207,0.238095238095238,NA,NA,NA,"control","control"
"927","2020-09-01",2160,8,167395,0.491525423728814,NA,NA,NA,"control","control"
"928","2020-09-02",2160,9,167601,0.463768115942029,NA,NA,NA,"control","control"
"929","2020-09-03",2160,10,167813,0.468354430379747,NA,NA,NA,"control","control"
"930","2020-09-04",2160,11,168043,0.491803278688525,NA,NA,NA,"control","control"
"931","2020-09-05",2160,12,168221,0.372549019607843,NA,NA,NA,"control","control"
"932","2020-09-06",2160,13,168441,0.380434782608696,NA,NA,NA,"control","control"
"933","2020-09-07",2160,14,168661,0.354838709677419,NA,NA,NA,"control","control"
"934","2020-09-08",2160,15,168877,0.44578313253012,NA,NA,NA,"control","control"
"935","2020-09-09",2160,16,169099,0.420289855072464,NA,NA,NA,"control","control"
"936","2020-09-10",2160,17,169315,0.470588235294118,NA,NA,NA,"control","control"
"937","2020-09-11",2160,18,169553,0.53125,"Left FOF 300ng","Left FOF",NA,"FOF","Left"
"938","2020-09-12",2160,19,169771,0.472222222222222,NA,NA,NA,"control","control"
"939","2020-09-13",2160,20,169997,0.563106796116505,NA,NA,NA,"control","control"
"940","2020-09-14",2160,21,170213,0.551724137931034,NA,NA,NA,"control","control"
"941","2020-09-15",2160,22,170435,0.5,NA,NA,NA,"control","control"
"942","2020-09-16",2160,23,170659,0.555555555555556,NA,NA,NA,"control","control"
"943","2020-09-17",2160,24,170891,0.597701149425287,NA,NA,NA,"control","control"
"944","2020-09-18",2160,25,171117,0.357142857142857,"Right FOF 300ng","Right FOF",NA,"FOF","Right"
"945","2020-09-19",2160,26,171339,0.43010752688172,NA,NA,NA,"control","control"
"946","2020-09-20",2160,27,171561,0.5125,NA,NA,NA,"control","control"
"947","2020-09-21",2160,28,171783,0.4375,NA,NA,NA,"control","control"
"948","2020-09-22",2160,29,172007,0.580152671755725,NA,NA,NA,"control","control"
"949","2020-09-23",2160,30,172235,0.42,NA,NA,NA,"control","control"
"950","2020-09-24",2160,31,172459,0.518867924528302,NA,NA,NA,"control","control"
"951","2020-09-25",2160,32,172695,0.423076923076923,"Left PPC 300ng","Left PPC",NA,"PPC","Left"
"952","2020-09-26",2160,33,172925,0.470588235294118,NA,NA,NA,"control","control"
"953","2020-09-27",2160,34,173147,0.483870967741935,NA,NA,NA,"control","control"
"954","2020-09-28",2160,35,173379,0.388888888888889,NA,NA,NA,"control","control"
"955","2020-09-29",2160,36,173609,0.407407407407407,NA,NA,NA,"control","control"
"956","2020-09-30",2160,37,173833,0.536363636363636,NA,NA,NA,"control","control"
"957","2020-10-01",2160,38,174077,0.619047619047619,NA,NA,NA,"control","control"
"958","2020-10-02",2160,39,174303,0.522522522522523,NA,NA,NA,"control","control"
"959","2020-10-03",2160,40,174529,0.517857142857143,NA,NA,NA,"control","control"
"960","2020-10-04",2160,41,174759,0.451612903225806,NA,NA,NA,"control","control"
"961","2020-10-05",2160,42,174985,0.471074380165289,NA,NA,NA,"control","control"
"962","2020-10-06",2160,43,175201,0.477777777777778,NA,NA,NA,"control","control"
"963","2020-10-07",2160,44,175421,0.496062992125984,NA,NA,NA,"control","control"
"964","2020-10-08",2160,45,175633,0.294117647058824,NA,NA,NA,"control","control"
"965","2020-10-09",2160,46,175865,0.43801652892562,"Right PPC 300ng","Right PPC",NA,"PPC","Right"
"966","2020-10-10",2160,47,176089,0.418367346938776,NA,NA,NA,"control","control"
"967","2020-10-11",2160,48,176325,0.375,NA,NA,NA,"control","control"
"968","2020-10-12",2160,49,176545,0.428571428571429,NA,NA,NA,"control","control"
"969","2020-10-13",2160,50,176759,0.357894736842105,NA,NA,NA,"control","control"
"970","2020-10-14",2160,51,176969,0.351063829787234,NA,NA,NA,"control","control"
"971","2020-10-15",2160,52,177179,0.453125,NA,NA,NA,"control","control"
"972","2020-10-16",2160,53,177397,0.243243243243243,"Bilateral FOF 300ng","Bilateral FOF",NA,"FOF","Both"
"973","2020-10-17",2160,54,177611,0.444444444444444,NA,NA,NA,"control","control"
"974","2020-10-18",2160,55,177821,0.379746835443038,NA,NA,NA,"control","control"
"975","2020-10-19",2160,56,178031,0.484536082474227,NA,NA,NA,"control","control"
"976","2020-10-20",2160,57,178251,0.515151515151515,NA,NA,NA,"control","control"
"977","2020-10-21",2160,58,178463,0.428571428571429,NA,NA,NA,"control","control"
"978","2020-10-22",2160,59,178673,0.421052631578947,NA,NA,NA,"control","control"
"979","2020-10-23",2160,60,178883,0.416666666666667,"Bilateral PPC 300ng","Bilateral PPC",NA,"PPC","Both"
"980","2020-10-24",2160,61,179099,0.474137931034483,NA,NA,NA,"control","control"
"981","2020-10-25",2160,62,179311,0.482456140350877,NA,NA,NA,"control","control"
"982","2020-10-26",2160,63,179523,0.495412844036697,NA,NA,NA,"control","control"
"983","2020-10-27",2160,64,179755,0.504424778761062,NA,NA,NA,"control","control"
"984","2020-10-28",2160,65,179961,0.444444444444444,NA,NA,NA,"control","control"
"985","2020-10-29",2160,66,180169,0.556818181818182,NA,NA,NA,"control","control"
"986","2020-10-30",2160,67,180373,0.507462686567164,"Left FOF 300ng","Left FOF",NA,"FOF","Left"
"987","2020-10-31",2160,68,180569,0.527272727272727,NA,NA,NA,"control","control"
"988","2020-11-01",2160,69,180775,0.392,NA,NA,NA,"control","control"
"989","2020-11-02",2160,70,180973,0.432,NA,NA,NA,"control","control"
"990","2020-11-03",2160,71,181157,0.515151515151515,NA,NA,NA,"control","control"
"991","2020-11-04",2160,72,181389,0.46,NA,NA,NA,"control","control"
"992","2020-11-05",2160,73,181569,0.615384615384615,NA,NA,NA,"control","control"
"993","2020-11-06",2160,74,181771,0.481481481481481,"Left PPC 300ng","Left PPC",NA,"PPC","Left"
"994","2020-11-07",2160,75,181975,0.5,NA,NA,NA,"control","control"
"995","2020-11-08",2160,76,182173,0.518987341772152,NA,NA,NA,"control","control"
"996","2020-11-09",2160,77,182377,0.546666666666667,NA,NA,NA,"control","control"
"997","2020-11-10",2160,78,182601,0.376470588235294,NA,NA,NA,"control","control"
"998","2020-11-11",2160,79,182813,0.496503496503497,NA,NA,NA,"control","control"
"999","2020-11-12",2160,80,182979,0.463414634146341,NA,NA,NA,"control","control"
"1000","2020-11-13",2160,81,183213,0.409638554216867,"Right FOF 300ng","Right FOF",NA,"FOF","Right"
"1001","2020-11-14",2160,82,183385,0.568421052631579,NA,NA,NA,"control","control"
"1002","2020-11-15",2160,83,183579,0.419847328244275,NA,NA,NA,"control","control"
"1003","2020-11-16",2160,84,183809,0.527472527472527,NA,NA,NA,"control","control"
"1004","2020-11-17",2160,85,184007,0.445378151260504,NA,NA,NA,"control","control"
"1005","2020-11-18",2160,86,184201,0.457142857142857,NA,NA,NA,"control","control"
"1006","2020-11-19",2160,87,184453,0.485507246376812,NA,NA,NA,"control","control"
"1007","2020-11-20",2160,88,184659,0.325581395348837,NA,NA,"Surebet change","control","control"
"1008","2020-11-21",2160,89,184935,0.316666666666667,NA,NA,NA,"control","control"
"1009","2020-11-22",2160,90,185169,0.380952380952381,NA,NA,NA,"control","control"
"1010","2020-11-23",2160,91,185403,0.426470588235294,NA,NA,NA,"control","control"
"1011","2020-11-24",2160,92,185627,0.34375,NA,NA,NA,"control","control"
"1012","2020-11-25",2160,93,185849,0.442622950819672,NA,NA,NA,"control","control"
"1013","2020-11-26",2160,94,186057,0.28,NA,NA,NA,"control","control"
"1014","2020-11-27",2160,95,186253,0.357894736842105,NA,NA,"Surebet change","control","control"
"1015","2020-11-28",2160,96,186453,0.583333333333333,NA,NA,NA,"control","control"
"1016","2020-11-29",2160,97,186637,0.433333333333333,NA,NA,NA,"control","control"
"1017","2020-11-30",2160,98,186843,0.517241379310345,NA,NA,NA,"control","control"
"1018","2020-12-01",2160,99,187091,0.486725663716814,NA,NA,NA,"control","control"
"1019","2020-12-02",2160,100,187287,0.403846153846154,NA,NA,NA,"control","control"
"1020","2020-12-03",2160,101,187487,0.45,NA,NA,NA,"control","control"
"1021","2020-12-04",2160,102,187719,0.25,"Bilateral PPC 600ng","Bilateral PPC","Surebet change","PPC","Both"
"1022","2020-12-05",2160,103,187899,0.319444444444444,NA,NA,NA,"control","control"
"1023","2020-12-06",2160,104,188097,0.296875,NA,NA,NA,"control","control"
"1024","2020-12-07",2160,105,188363,0.253521126760563,NA,NA,NA,"control","control"
"1025","2020-12-08",2160,106,188631,0.333333333333333,NA,NA,NA,"control","control"
"1026","2020-12-09",2160,107,188837,0.402439024390244,NA,NA,NA,"control","control"
"1027","2020-12-10",2160,108,189031,0.3625,NA,NA,NA,"control","control"
"1028","2020-12-11",2160,109,189227,0.407407407407407,"Bilateral PPC 600ng","Bilateral PPC","Surebet change","PPC","Both"
"1029","2020-12-12",2160,110,189441,0.645833333333333,NA,NA,NA,"control","control"
"1030","2020-12-13",2160,111,189631,0.625,NA,NA,NA,"control","control"
"1031","2020-12-14",2160,112,189831,0.484848484848485,NA,NA,NA,"control","control"
"1032","2020-12-15",2160,113,190033,0.517857142857143,NA,NA,NA,"control","control"
"1033","2020-12-16",2160,114,190241,0.493975903614458,NA,NA,NA,"control","control"
"1034","2020-12-17",2160,115,190427,0.436507936507937,NA,NA,NA,"control","control"
"1035","2020-12-18",2160,116,190633,0.395348837209302,"Bilateral FOF 300ng","Bilateral FOF","Surebet change","FOF","Both"
"1036","2020-12-19",2160,117,190823,0.4,NA,NA,NA,"control","control"
"1037","2020-12-20",2160,118,191015,0.355769230769231,NA,NA,NA,"control","control"
"1038","2020-12-21",2160,119,191205,0.333333333333333,NA,NA,NA,"control","control"
