"","trialid","lottery_mag","lottery_prob","sb_mag","fixation_time","lottery_poke","surebet_poke","subj_choice","RT_choice","RT_fixation","reward_received","lottery_outcome","trial_in_block","block_number","trial_number","block_length","ex_fixation","ex_choice","ITI","ex_ITI","viol","reward","trialnum","RT","sessid","subjid","trialtime","individual","species_name","species","forced","forced_surebet","forced_lottery","is_side_choice","total_rew_multi","delta_ev","prev_reward","choice","prev_choice","prev_outcome_s","prev_outcome","log_RT","lottery_side","pro_right_delta_ev","choose_right","drug","volume","concentration","dosage","infusion","infusion_bino","region","infusion_side","fof_ppc"
"1",19945753,0,0.55,3,1,"BotR","BotL","surebet",0.454921,0.436811,24,"lose",2,1,2,48,0,1,6.75611,0,0,24,2,0.454921,158487,2152,"2020-07-16 14:06:37.3094",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-24,24,0,0,"surebet",0,-0.398719633650899,"BotR",-24,0,"control",0,0,0,"control",0,"control","control","control"
"2",19945793,8,0.55,3,1,"BotR","BotL","surebet",0.825579,7.07854,24,"win",4,1,4,48,0,1,3.19292,0,0,24,4,0.825579,158487,2152,"2020-07-16 14:07:16.9165",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,11.2,0,0,1,"lottery_lose",-1,0.197241547203866,"BotR",11.2,0,"control",0,0,0,"control",0,"control","control","control"
"3",19945825,0,0.55,3,1,"BotR","BotL","surebet",1.61031,0.386877,24,"win",6,1,6,48,0,1,5.42835,1,0,24,6,1.61031,158487,2152,"2020-07-16 14:07:55.7553",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-24,24,0,0,"surebet",0,0.865338574874226,"BotR",-24,0,"control",0,0,0,"control",0,"control","control","control"
"4",19945837,4,0.55,3,1,"BotR","BotL","surebet",0.317566,1.11509,24,"win",7,1,7,48,0,1,4.88794,0,0,24,7,0.317566,158487,2152,"2020-07-16 14:08:08.9802",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-6.4,24,0,0,"surebet",0,-0.758157740407734,"BotR",-6.4,0,"control",0,0,0,"control",0,"control","control","control"
"5",19945859,4,0.55,3,1,"BotR","BotL","surebet",0.507614,0.796904,24,"lose",9,1,9,48,0,1,3.6628,0,0,24,9,0.507614,158487,2152,"2020-07-16 14:08:34.1031",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-6.4,64,0,1,"lottery_win",1,-0.289122094921267,"BotR",-6.4,0,"control",0,0,0,"control",0,"control","control","control"
"6",19945891,16,0.55,3,1,"BotR","BotL","lottery",3.25502,0.229554,128,"win",11,1,11,48,0,0,3.71183,0,0,128,11,3.25502,158487,2152,"2020-07-16 14:09:07.4516",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,46.4,24,1,0,"surebet",0,1.56911028786361,"BotR",46.4,1,"control",0,0,0,"control",0,"control","control","control"
"7",19945905,0,0.55,3,1,"BotR","BotL","surebet",0.727735,0.787353,24,"lose",12,1,12,48,0,2,4.10687,0,0,24,12,0.727735,158487,2152,"2020-07-16 14:09:20.3217",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-24,128,0,1,"lottery_win",1,0.071093559786174,"BotR",-24,0,"control",0,0,0,"control",0,"control","control","control"
"8",19945921,32,0.55,3,1,"BotR","BotL","surebet",0.728269,0.231309,24,"lose",13,1,13,48,0,1,3.26322,0,0,24,13,0.728269,158487,2152,"2020-07-16 14:09:36.7888",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,116.8,24,0,0,"surebet",0,0.0718270742874293,"BotR",116.8,0,"control",0,0,0,"control",0,"control","control","control"
"9",19945959,32,0.55,3,1,"BotR","BotL","lottery",1.34851,0.817118,256,"win",15,1,15,48,0,1,5.45335,0,0,256,15,1.34851,158487,2152,"2020-07-16 14:10:12.3554",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,116.8,24,1,0,"surebet",0,0.687912147045885,"BotR",116.8,1,"control",0,0,0,"control",0,"control","control","control"
"10",19945977,16,0.55,3,1,"BotR","BotL","lottery",0.418743,7.6883,128,"win",16,1,16,48,0,1,3.4619,0,0,128,16,0.418743,158487,2152,"2020-07-16 14:10:31.4457",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,46.4,256,1,1,"lottery_win",1,-0.481586044571774,"BotR",46.4,1,"control",0,0,0,"control",0,"control","control","control"
"11",19946007,8,0.55,3,1,"BotR","BotL","surebet",0.5145,0.151341,24,"win",18,1,18,48,0,1,4.17718,0,0,24,18,0.5145,158487,2152,"2020-07-16 14:11:01.2124",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,11.2,0,0,1,"lottery_lose",-1,-0.275647855879315,"BotR",11.2,0,"control",0,0,0,"control",0,"control","control","control"
"12",19946023,2,0.55,3,1,"BotR","BotL","surebet",0.554515,0.298492,24,"win",19,1,19,48,0,1,5.74303,0,0,24,19,0.554515,158487,2152,"2020-07-16 14:11:14.7032",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-15.2,24,0,0,"surebet",0,-0.200749553331224,"BotR",-15.2,0,"control",0,0,0,"control",0,"control","control","control"
"13",19946041,2,0.55,3,1,"BotR","BotL","surebet",0.537203,3.50626,24,"win",20,1,20,48,0,1,5.87822,0,0,24,20,0.537203,158487,2152,"2020-07-16 14:11:32.5387",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-15.2,24,0,0,"surebet",0,-0.232467362007644,"BotR",-15.2,0,"control",0,0,0,"control",0,"control","control","control"
"14",19946079,16,0.55,3,1,"BotR","BotL","lottery",3.04771,0.826897,128,"win",22,1,22,48,0,6,3.7021,0,0,128,22,3.04771,158487,2152,"2020-07-16 14:12:07.6205",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,46.4,0,1,1,"lottery_lose",-1,1.50330235676965,"BotR",46.4,1,"control",0,0,0,"control",0,"control","control","control"
"15",19946095,16,0.55,3,1,"BotR","BotL","lottery",0.305084,2.52565,128,"win",23,1,23,48,0,0,3.12417,0,0,128,23,0.305084,158487,2152,"2020-07-16 14:12:20.6673",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,46.4,128,1,1,"lottery_win",1,-0.798256262628269,"BotR",46.4,1,"control",0,0,0,"control",0,"control","control","control"
"16",19946137,8,0.55,3,1,"BotR","BotL","lottery",0.288037,4.9879,64,"win",26,1,26,48,0,1,3.60088,0,0,64,26,0.288037,158487,2152,"2020-07-16 14:13:08.4467",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,11.2,24,1,0,"surebet",0,-0.8557544670471,"BotR",11.2,1,"control",0,0,0,"control",0,"control","control","control"
"17",19946149,2,0.55,3,1,"BotR","BotL","surebet",1.07509,1.14956,24,"lose",27,1,27,48,0,1,5.84768,0,0,24,27,1.07509,158487,2152,"2020-07-16 14:13:24.4679",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-15.2,64,0,1,"lottery_win",1,0.461316246834175,"BotR",-15.2,0,"control",0,0,0,"control",0,"control","control","control"
"18",19946169,8,0.55,3,1,"BotR","BotL","surebet",1.29115,0.197744,24,"lose",28,1,28,48,0,3,3.54606,0,0,24,28,1.29115,158487,2152,"2020-07-16 14:13:36.4621",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,11.2,24,0,0,"surebet",0,0.644445161944579,"BotR",11.2,0,"control",0,0,0,"control",0,"control","control","control"
"19",19946179,8,0.55,3,1,"BotR","BotL","lottery",0.381428,0.729598,64,"win",29,1,29,48,0,1,7.28238,0,0,64,29,0.381428,158487,2152,"2020-07-16 14:13:53.0565",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,11.2,24,1,0,"surebet",0,-0.5749213069429,"BotR",11.2,1,"control",0,0,0,"control",0,"control","control","control"
"20",19946197,16,0.55,3,1,"BotR","BotL","lottery",0.305443,3.29528,128,"win",30,1,30,48,0,1,5.05072,0,0,128,30,0.305443,158487,2152,"2020-07-16 14:14:08.8856",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,46.4,64,1,1,"lottery_win",1,-0.797080229327935,"BotR",46.4,1,"control",0,0,0,"control",0,"control","control","control"
"21",19946209,4,0.55,3,1,"BotR","BotL","lottery",0.689258,0.539661,0,"lose",31,1,31,48,0,1,5.95548,0,0,0,31,0.689258,158487,2152,"2020-07-16 14:14:25.6099",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-6.4,128,1,1,"lottery_win",1,0.0167722455021347,"BotR",-6.4,1,"control",0,0,0,"control",0,"control","control","control"
"22",19946227,32,0.55,3,1,"BotR","BotL","lottery",2.10238,1.35872,256,"win",32,1,32,48,0,4,5.24897,0,0,256,32,2.10238,158487,2152,"2020-07-16 14:14:41.9832",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,116.8,0,1,1,"lottery_lose",-1,1.13198190415403,"BotR",116.8,1,"control",0,0,0,"control",0,"control","control","control"
"23",19946249,0,0.55,3,1,"BotR","BotL","surebet",0.473275,0.384209,24,"lose",34,1,34,48,0,1,3.58614,0,0,24,34,0.473275,158487,2152,"2020-07-16 14:15:07.5047",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-24,0,0,1,"lottery_lose",-1,-0.359166796257445,"BotR",-24,0,"control",0,0,0,"control",0,"control","control","control"
"24",19946263,2,0.55,3,1,"BotR","BotL","surebet",0.695908,0.390752,24,"lose",35,1,35,48,0,1,7.19955,0,0,24,35,0.695908,158487,2152,"2020-07-16 14:15:22.6743",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-15.2,24,0,0,"surebet",0,0.0263740565358919,"BotR",-15.2,0,"control",0,0,0,"control",0,"control","control","control"
"25",19946273,2,0.55,3,1,"BotR","BotL","lottery",0.371838,0.721292,16,"win",36,1,36,48,0,1,7.16127,0,0,16,36,0.371838,158487,2152,"2020-07-16 14:15:37.7030",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-15.2,24,1,0,"surebet",0,-0.600385135601879,"BotR",-15.2,1,"control",0,0,0,"control",0,"control","control","control"
"26",19946293,4,0.55,3,1,"BotR","BotL","surebet",0.444529,2.2423,24,"win",37,1,37,48,0,1,5.52673,0,0,24,37,0.444529,158487,2152,"2020-07-16 14:15:54.8531",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-6.4,16,0,1,"lottery_win",1,-0.421828116482847,"BotR",-6.4,0,"control",0,0,0,"control",0,"control","control","control"
"27",19946305,0,0.55,3,1,"BotR","BotL","surebet",0.561897,0.162209,24,"win",38,1,38,48,0,1,4.87775,0,0,24,38,0.561897,158487,2152,"2020-07-16 14:16:07.3310",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-24,24,0,0,"surebet",0,-0.187524852077816,"BotR",-24,0,"control",0,0,0,"control",0,"control","control","control"
"28",19946337,32,0.55,3,1,"BotR","BotL","lottery",3.59363,1.19127,0,"lose",40,1,40,48,0,3,5.13169,0,0,0,40,3.59363,158487,2152,"2020-07-16 14:16:37.9988",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,116.8,128,1,1,"lottery_win",1,1.66807470153039,"BotR",116.8,1,"control",0,0,0,"control",0,"control","control","control"
"29",19946347,32,0.55,3,1,"BotR","BotL","lottery",0.428612,0.20328,0,"lose",41,1,41,48,0,1,3.53265,0,0,0,41,0.428612,158487,2152,"2020-07-16 14:16:50.3213",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,116.8,0,1,1,"lottery_lose",-1,-0.458291330372425,"BotR",116.8,1,"control",0,0,0,"control",0,"control","control","control"
"30",19946365,32,0.55,3,1,"BotR","BotL","surebet",1.88739,2.68292,24,"win",42,1,42,48,0,1,6.80925,0,0,24,42,1.88739,158487,2152,"2020-07-16 14:17:08.8467",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,116.8,0,0,1,"lottery_lose",-1,1.02410679012583,"BotR",116.8,0,"control",0,0,0,"control",0,"control","control","control"
"31",19946381,2,0.55,3,1,"BotR","BotL","surebet",0.418526,0.271963,24,"win",43,1,43,48,0,1,4.24885,0,0,24,43,0.418526,158487,2152,"2020-07-16 14:17:20.6605",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-15.2,24,0,0,"surebet",0,-0.482104396510897,"BotR",-15.2,0,"control",0,0,0,"control",0,"control","control","control"
"32",19946405,8,0.55,3,1,"BotR","BotL","lottery",1.97921,0.190714,64,"win",45,1,45,48,0,5,3.21943,0,0,64,45,1.97921,158487,2152,"2020-07-16 14:17:52.6218",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,11.2,24,1,0,"surebet",0,1.07160964301852,"BotR",11.2,1,"control",0,0,0,"control",0,"control","control","control"
"33",19946441,16,0.55,3,1,"BotR","BotL","surebet",0.494537,0.996438,24,"lose",47,1,47,48,0,1,5.95159,1,0,24,47,0.494537,158487,2152,"2020-07-16 14:18:30.5421",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,46.4,24,0,0,"surebet",0,-0.315221439836168,"BotR",46.4,0,"control",0,0,0,"control",0,"control","control","control"
"34",19946449,4,0.55,3,1,"BotR","BotL","surebet",0.778506,0.443481,24,"lose",48,1,48,48,0,1,3.44528,0,0,24,48,0.778506,158487,2152,"2020-07-16 14:18:42.2149",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-6.4,24,0,0,"surebet",0,0.138533287220029,"BotR",-6.4,0,"control",0,0,0,"control",0,"control","control","control"
"35",19946457,32,0.55,3,1,"BotR","BotL","surebet",0.583691,0.525681,24,"lose",1,2,49,48,0,1,3.78587,0,0,24,49,0.583691,158487,2152,"2020-07-16 14:18:57.4070",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,116.8,24,0,0,"surebet",0,-0.149471677942107,"BotR",116.8,0,"control",0,0,0,"control",0,"control","control","control"
"36",19946471,16,0.55,3,1,"BotR","BotL","surebet",0.451334,0.443886,24,"win",2,2,50,48,0,1,5.72256,0,0,24,50,0.451334,158487,2152,"2020-07-16 14:19:12.9376",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,46.4,24,0,0,"surebet",0,-0.406635769245525,"BotR",46.4,0,"control",0,0,0,"control",0,"control","control","control"
"37",19946501,32,0.55,3,1,"BotR","BotL","lottery",1.99939,0.160524,0,"lose",4,2,52,48,0,1,5.00979,0,0,0,52,1.99939,158487,2152,"2020-07-16 14:19:55.7018",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,116.8,24,1,0,"surebet",0,1.0817540018667,"BotR",116.8,1,"control",0,0,0,"control",0,"control","control","control"
"38",19946513,4,0.55,3,1,"BotR","BotL","surebet",0.491883,3.361,24,"win",5,2,53,48,0,0,6.16155,0,0,24,53,0.491883,158487,2152,"2020-07-16 14:20:12.5332",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-6.4,0,0,1,"lottery_lose",-1,-0.320602527819223,"BotR",-6.4,0,"control",0,0,0,"control",0,"control","control","control"
"39",19946547,8,0.55,3,1,"BotR","BotL","surebet",0.718003,0.134771,24,"win",8,2,56,48,0,3,7.52563,0,0,24,56,0.718003,158487,2152,"2020-07-16 14:21:01.3461",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,11.2,24,0,0,"surebet",0,0.0576303361590567,"BotR",11.2,0,"control",0,0,0,"control",0,"control","control","control"
"40",19946559,2,0.55,3,1,"BotR","BotL","surebet",1.16746,0.569156,24,"win",9,2,57,48,0,1,6.58835,0,0,24,57,1.16746,158487,2152,"2020-07-16 14:21:16.5610",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-15.2,24,0,0,"surebet",0,0.543742316560734,"BotR",-15.2,0,"control",0,0,0,"control",0,"control","control","control"
"41",19946589,16,0.55,3,1,"BotR","BotL","surebet",4.99157,1.9314,24,"lose",11,2,59,48,0,3,4.84822,0,0,24,59,4.99157,158487,2152,"2020-07-16 14:21:49.1016",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,46.4,24,0,0,"surebet",0,1.99666235736526,"BotR",46.4,0,"control",0,0,0,"control",0,"control","control","control"
"42",19946599,4,0.55,3,1,"BotR","BotL","surebet",0.387519,0.37129,24,"lose",12,2,60,48,0,1,5.92684,0,0,24,60,0.387519,158487,2152,"2020-07-16 14:22:02.6854",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-6.4,24,0,0,"surebet",0,-0.559078531303995,"BotR",-6.4,0,"control",0,0,0,"control",0,"control","control","control"
"43",19946627,4,0.55,3,1,"BotR","BotL","surebet",0.685234,2.26138,24,"win",14,2,62,48,0,1,7.99682,0,0,24,62,0.685234,158487,2152,"2020-07-16 14:22:33.6342",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-6.4,24,0,0,"surebet",0,0.010916974614232,"BotR",-6.4,0,"control",0,0,0,"control",0,"control","control","control"
"44",19946645,2,0.55,3,1,"BotR","BotL","lottery",1.61946,0.700239,0,"lose",15,2,63,48,0,3,4.34619,0,0,0,63,1.61946,158487,2152,"2020-07-16 14:22:46.6594",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-15.2,24,1,0,"surebet",0,0.871004628171773,"BotR",-15.2,1,"control",0,0,0,"control",0,"control","control","control"
"45",19946665,16,0.55,3,1,"BotR","BotL","lottery",4.46978,3.38388,128,"win",16,2,64,48,0,5,7.40415,0,0,128,64,4.46978,158487,2152,"2020-07-16 14:23:09.8847",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,46.4,0,1,1,"lottery_lose",-1,1.88625105824076,"BotR",46.4,1,"control",0,0,0,"control",0,"control","control","control"
"46",19946677,16,0.55,3,1,"BotR","BotL","lottery",0.484848,0.254213,0,"lose",17,2,65,48,0,1,4.53722,0,0,0,65,0.484848,158487,2152,"2020-07-16 14:23:21.4209",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,46.4,128,1,1,"lottery_win",1,-0.335007971398481,"BotR",46.4,1,"control",0,0,0,"control",0,"control","control","control"
"47",19946689,32,0.55,3,1,"BotR","BotL","lottery",0.494389,0.21669,256,"win",18,2,66,48,0,1,3.47947,0,0,256,66,0.494389,158487,2152,"2020-07-16 14:23:32.6894",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,116.8,0,1,1,"lottery_lose",-1,-0.315520754448393,"BotR",116.8,1,"control",0,0,0,"control",0,"control","control","control"
"48",19946701,8,0.55,3,1,"BotR","BotL","lottery",3.12508,2.19591,64,"win",19,2,67,48,0,1,6.06828,0,0,64,67,3.12508,158487,2152,"2020-07-16 14:23:51.1173",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,11.2,256,1,1,"lottery_win",1,1.52837175068941,"BotR",11.2,1,"control",0,0,0,"control",0,"control","control","control"
"49",19946711,0,0.55,3,1,"BotR","BotL","surebet",0.521602,0.813345,24,"lose",20,2,68,48,0,1,5.29155,0,0,24,68,0.521602,158487,2152,"2020-07-16 14:24:04.5870",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-24,64,0,1,"lottery_win",1,-0.261938566192499,"BotR",-24,0,"control",0,0,0,"control",0,"control","control","control"
"50",19946817,2,0.55,3,1,"BotR","BotL","surebet",1.0159,0.701915,24,"win",23,2,71,48,0,0,3.2777,0,0,24,71,1.0159,158487,2152,"2020-07-16 14:25:53.9734",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-15.2,24,0,0,"surebet",0,0.40468678694408,"BotR",-15.2,0,"control",0,0,0,"control",0,"control","control","control"
"51",19946839,8,0.55,3,1,"BotR","BotL","lottery",0.976785,11.0568,0,"lose",24,2,72,48,0,1,7.14443,0,0,0,72,0.976785,158487,2152,"2020-07-16 14:26:19.4544",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,11.2,24,1,0,"surebet",0,0.365423155259811,"BotR",11.2,1,"control",0,0,0,"control",0,"control","control","control"
"52",19946851,16,0.55,3,1,"BotR","BotL","lottery",0.690372,0.934031,128,"win",25,2,73,48,0,0,4.01682,0,0,128,73,0.690372,158487,2152,"2020-07-16 14:26:30.4670",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,46.4,0,1,1,"lottery_lose",-1,0.0183871715940696,"BotR",46.4,1,"control",0,0,0,"control",0,"control","control","control"
"53",19946915,2,0.55,3,1,"BotR","BotL","surebet",0.607673,8.64617,24,"lose",28,2,76,48,0,1,4.72162,0,0,24,76,0.607673,158487,2152,"2020-07-16 14:27:34.3593",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-15.2,0,0,1,"lottery_lose",-1,-0.109206502816487,"BotR",-15.2,0,"control",0,0,0,"control",0,"control","control","control"
"54",19946945,32,0.55,3,1,"BotR","BotL","lottery",2.53257,8.9711,256,"win",30,2,78,48,0,5,3.20646,0,0,256,78,2.53257,158487,2152,"2020-07-16 14:28:18.9885",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,116.8,256,1,1,"lottery_win",1,1.3181464652587,"BotR",116.8,1,"control",0,0,0,"control",0,"control","control","control"
"55",19946963,0,0.55,3,1,"BotR","BotL","surebet",0.634113,4.19136,24,"win",31,2,79,48,0,1,5.99001,0,0,24,79,0.634113,158487,2152,"2020-07-16 14:28:38.2261",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-24,256,0,1,"lottery_win",1,-0.0666162391593995,"BotR",-24,0,"control",0,0,0,"control",0,"control","control","control"
"56",19946977,2,0.55,3,1,"BotR","BotL","surebet",0.564165,1.11629,24,"win",32,2,80,48,0,0,6.56443,0,0,24,80,0.564165,158487,2152,"2020-07-16 14:28:53.1597",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-15.2,24,0,0,"surebet",0,-0.183496649249211,"BotR",-15.2,0,"control",0,0,0,"control",0,"control","control","control"
"57",19947007,4,0.55,3,1,"BotR","BotL","surebet",0.631678,1.27931,24,"win",34,2,82,48,0,1,5.74704,0,0,24,82,0.631678,158487,2152,"2020-07-16 14:29:29.1654",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-6.4,128,0,1,"lottery_win",1,-0.0704636405134504,"BotR",-6.4,0,"control",0,0,0,"control",0,"control","control","control"
"58",19947027,8,0.55,3,1,"BotR","BotL","surebet",0.926676,0.197313,24,"win",35,2,83,48,0,1,7.47395,0,0,24,83,0.926676,158487,2152,"2020-07-16 14:29:43.7830",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,11.2,24,0,0,"surebet",0,0.312760578754878,"BotR",11.2,0,"control",0,0,0,"control",0,"control","control","control"
"59",19947061,0,0.55,3,1,"BotR","BotL","surebet",3.63766,0.228635,24,"lose",37,2,85,48,0,4,6.51489,0,0,24,85,3.63766,158487,2152,"2020-07-16 14:30:35.5547",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-24,24,0,0,"surebet",0,1.68025248561326,"BotR",-24,0,"control",0,0,0,"control",0,"control","control","control"
"60",19947073,0,0.55,3,1,"BotR","BotL","surebet",1.76648,3.2278,24,"win",38,2,86,48,0,2,3.71186,0,0,24,86,1.76648,158487,2152,"2020-07-16 14:30:48.8347",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-24,24,0,0,"surebet",0,0.957900733758875,"BotR",-24,0,"control",0,0,0,"control",0,"control","control","control"
"61",19947085,32,0.55,3,1,"BotR","BotL","lottery",0.649518,0.839727,0,"lose",39,2,87,48,0,1,4.47975,0,0,0,87,0.649518,158487,2152,"2020-07-16 14:31:01.0227",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,116.8,24,1,0,"surebet",0,-0.0426128618009141,"BotR",116.8,1,"control",0,0,0,"control",0,"control","control","control"
"62",19947093,0,0.55,3,1,"BotR","BotL","surebet",0.930427,0.586979,24,"win",40,2,88,48,0,3,3.71096,0,0,24,88,0.930427,158487,2152,"2020-07-16 14:31:10.6105",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-24,0,0,1,"lottery_lose",-1,0.31680020940641,"BotR",-24,0,"control",0,0,0,"control",0,"control","control","control"
"63",19947151,4,0.55,3,1,"BotR","BotL","surebet",1.12297,37.1961,24,"lose",41,2,89,48,0,2,6.55772,0,0,24,89,1.12297,158487,2152,"2020-07-16 14:32:02.5464",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-6.4,24,0,0,"surebet",0,0.504888829069691,"BotR",-6.4,0,"control",0,0,0,"control",0,"control","control","control"
"64",19947161,0,0.55,3,1,"BotR","BotL","surebet",0.492106,1.29524,24,"lose",42,2,90,48,0,0,7.52042,0,0,24,90,0.492106,158487,2152,"2020-07-16 14:32:18.7620",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-24,24,0,0,"surebet",0,-0.320149270712045,"BotR",-24,0,"control",0,0,0,"control",0,"control","control","control"
"65",19947173,2,0.55,3,1,"BotR","BotL","surebet",0.54939,0.774096,24,"lose",43,2,91,48,0,0,3.5219,0,0,24,91,0.54939,158487,2152,"2020-07-16 14:32:30.5742",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-15.2,24,0,0,"surebet",0,-0.210034839332452,"BotR",-15.2,0,"control",0,0,0,"control",0,"control","control","control"
"66",19947183,8,0.55,3,1,"BotR","BotL","lottery",0.823217,8.03528,0,"lose",44,2,92,48,0,1,6.69506,0,0,0,92,0.823217,158487,2152,"2020-07-16 14:32:54.3619",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,11.2,24,1,0,"surebet",0,0.194376424270779,"BotR",11.2,1,"control",0,0,0,"control",0,"control","control","control"
"67",19947213,8,0.55,3,1,"BotR","BotL","lottery",0.751967,24.5818,0,"lose",45,2,93,48,0,1,4.83899,0,0,0,93,0.751967,158487,2152,"2020-07-16 14:33:30.7988",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,11.2,0,1,1,"lottery_lose",-1,0.103849028854811,"BotR",11.2,1,"control",0,0,0,"control",0,"control","control","control"
"68",19947227,4,0.55,3,1,"BotR","BotL","surebet",0.539301,3.58398,24,"lose",46,2,94,48,0,0,5.35814,0,0,24,94,0.539301,158487,2152,"2020-07-16 14:33:44.5518",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-6.4,0,0,1,"lottery_lose",-1,-0.22856955455644,"BotR",-6.4,0,"control",0,0,0,"control",0,"control","control","control"
"69",19947231,16,0.55,3,1,"BotR","BotL","lottery",0.44932,0.211921,128,"win",47,2,95,48,0,0,3.8427,0,0,128,95,0.44932,158487,2152,"2020-07-16 14:33:54.4735",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,46.4,24,1,0,"surebet",0,-0.411108082380051,"BotR",46.4,1,"control",0,0,0,"control",0,"control","control","control"
"70",19947245,32,0.55,3,1,"BotR","BotL","lottery",0.431659,0.559873,0,"lose",48,2,96,48,0,0,7.64043,0,0,0,96,0.431659,158487,2152,"2020-07-16 14:34:09.4606",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,116.8,128,1,1,"lottery_win",1,-0.451207486463373,"BotR",116.8,1,"control",0,0,0,"control",0,"control","control","control"
"71",19947319,0,0.55,3,1,"BotR","BotL","lottery",1.03177,60.2839,0,"win",3,3,99,48,0,0,6.8254,0,0,0,99,1.03177,158487,2152,"2020-07-16 14:35:58.8424",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-24,24,1,0,"surebet",0,0.420187641832223,"BotR",-24,1,"control",0,0,0,"control",0,"control","control","control"
"72",19947343,16,0.55,3,1,"BotR","BotL","lottery",0.723948,36.0117,128,"win",4,3,100,48,0,0,5.30798,0,0,128,100,0.723948,158487,2152,"2020-07-16 14:36:46.4696",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,46.4,0,1,1,"lottery_lose",-1,0.0658761554484676,"BotR",46.4,1,"control",0,0,0,"control",0,"control","control","control"
