"","trialid","lottery_mag","lottery_prob","sb_mag","fixation_time","lottery_poke","surebet_poke","subj_choice","RT_choice","RT_fixation","reward_received","lottery_outcome","trial_in_block","block_number","trial_number","block_length","ex_fixation","ex_choice","ITI","ex_ITI","viol","reward","trialnum","RT","sessid","subjid","trialtime","region","volume","drug","concentration","infusion","infusion_bino","dosage","infusion_side","fof_ppc","is_side_choice","lottery_side","choice_side"
"2969",24422041,16,0.5,3,1,"BotR","BotL","lottery",0.797591,3.00488,192,"win",54,2,108,54,1,1,7.35588,0,0,192,108,0.797591,199081,2156,"2021-01-29 14:56:22.4266","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","right"
"2970",24422053,2,0.5,3,1,"BotR","BotL","surebet",0.519466,0.481419,36,"win",1,3,109,54,0,1,5.45984,0,0,36,109,0.519466,199081,2156,"2021-01-29 14:56:35.8655","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"2971",24422071,8,0.5,3,1,NA,"BotL","surebet",0.763678,0.482195,36,"win",2,3,110,54,0,1,8.62631,0,0,36,110,0.763678,199081,2156,"2021-01-29 14:56:52.6819","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"2972",24422081,4,0.5,3,1,"BotR","BotL","surebet",0.484295,0.551779,36,"lose",3,3,111,54,0,1,5.92136,0,0,36,111,0.484295,199081,2156,"2021-01-29 14:57:05.7367","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"2973",24422205,32,0.5,3,1,"BotR","BotL","lottery",0.802427,176.712,0,"lose",4,3,112,54,0,1,8.76741,0,0,0,112,0.802427,199081,2156,"2021-01-29 15:00:18.2256","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","right"
"2974",24422217,4,0.5,3,1,"BotR","BotL","surebet",0.872169,2.03592,36,"lose",5,3,113,54,0,1,5.44217,0,0,36,113,0.872169,199081,2156,"2021-01-29 15:00:35.2567","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"2975",24422225,2,0.5,3,1,"BotR","BotL","surebet",0.36157,0.507261,36,"lose",6,3,114,54,0,0,5.0736,0,0,36,114,0.36157,199081,2156,"2021-01-29 15:00:48.1735","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"2976",24422233,8,0.5,3,1,"BotR","BotL","surebet",0.40627,0.531468,36,"lose",7,3,115,54,0,1,7.02706,0,0,36,115,0.40627,199081,2156,"2021-01-29 15:01:02.5740","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"2977",24422249,16,0.5,3,1,"BotR","BotL","lottery",1.15662,1.07845,0,"lose",8,3,116,54,0,1,8.7997,0,0,0,116,1.15662,199081,2156,"2021-01-29 15:01:19.8024","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","right"
"2978",24422291,8,0.5,3,1,"BotR","BotL","surebet",0.893655,71.0286,36,"lose",9,3,117,54,0,2,7.80445,0,0,36,117,0.893655,199081,2156,"2021-01-29 15:02:46.6715","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"2979",24422507,2,0.5,3,1,NA,"BotL","surebet",0.500785,158.926,36,"win",10,3,119,54,0,1,6.45784,0,0,36,119,0.500785,199081,2156,"2021-01-29 15:10:48.8647","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"2980",24422517,16,0.5,3,1,"BotR","BotL","surebet",0.507614,25.6199,36,"win",11,3,120,54,0,1,7.57992,0,0,36,120,0.507614,199081,2156,"2021-01-29 15:11:29.0147","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"2981",24422525,2,0.5,3,1,"BotR","BotL","surebet",0.417199,3.14864,36,"lose",12,3,121,54,0,1,5.32284,0,0,36,121,0.417199,199081,2156,"2021-01-29 15:11:43.5372","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"2982",24422535,4,0.5,3,1,NA,"BotL","surebet",0.425707,0.523363,36,"win",13,3,122,54,0,0,8.1333,0,0,36,122,0.425707,199081,2156,"2021-01-29 15:11:58.0151","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"2983",24422605,8,0.5,3,1,"BotR","BotL","surebet",1.41568,198.126,36,"win",14,3,123,54,0,1,7.59755,0,0,36,123,1.41568,199081,2156,"2021-01-29 15:15:32.2598","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"2984",24422621,32,0.5,3,1,"BotR","BotL","lottery",0.733982,34.7695,0,"lose",15,3,124,54,0,0,7.61868,0,0,0,124,0.733982,199081,2156,"2021-01-29 15:16:21.5922","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","right"
"2985",24422631,2,0.5,3,1,"BotR","BotL","surebet",0.349865,3.06114,36,"win",16,3,125,54,0,0,8.97522,0,0,36,125,0.349865,199081,2156,"2021-01-29 15:16:39.7868","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"2986",24422659,2,0.5,3,1,"BotR","BotL","surebet",0.416284,0.746729,36,"lose",18,3,127,54,0,0,7.05795,0,0,36,127,0.416284,199081,2156,"2021-01-29 15:18:24.8441","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"2987",24422661,0,0.5,3,1,"BotR","BotL","surebet",0.47922,1.15447,36,"win",19,3,128,54,0,0,6.67161,0,0,36,128,0.47922,199081,2156,"2021-01-29 15:18:38.8780","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"2988",24422667,2,0.5,3,1,"BotR",NA,"lottery",0.86145,0.58047,0,"lose",20,3,129,54,0,2,7.73187,0,0,0,129,0.86145,199081,2156,"2021-01-29 15:18:54.5138","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","right"
"2989",24422677,8,0.5,3,1,"BotR","BotL","lottery",0.919147,74.298,96,"win",21,3,130,54,0,0,7.78856,0,0,96,130,0.919147,199081,2156,"2021-01-29 15:20:24.7561","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","right"
"2990",24422687,32,0.5,3,1,NA,"BotL","surebet",1.79904,69.5604,36,"lose",22,3,131,54,0,2,6.62899,0,0,36,131,1.79904,199081,2156,"2021-01-29 15:21:48.2271","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"2991",24422691,8,0.5,3,1,"BotR","BotL","surebet",0.585199,0.55695,36,"win",23,3,132,54,0,2,6.84956,0,0,36,132,0.585199,199081,2156,"2021-01-29 15:22:03.7960","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"2992",24422695,0,0.5,3,1,"BotR","BotL","surebet",0.443025,1.8222,36,"lose",24,3,133,54,0,1,5.52057,0,0,36,133,0.443025,199081,2156,"2021-01-29 15:22:18.3998","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"2993",24422701,16,0.5,3,1,"BotR",NA,"lottery",0.983744,1.46437,192,"win",25,3,134,54,0,3,6.80021,0,0,192,134,0.983744,199081,2156,"2021-01-29 15:22:35.6081","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","right"
"2994",24422709,16,0.5,3,1,NA,"BotL","surebet",2.04444,0.685695,36,"win",26,3,135,54,0,3,6.05634,1,0,36,135,2.04444,199081,2156,"2021-01-29 15:22:52.5522","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"2995",24422713,32,0.5,3,1,"BotR",NA,"lottery",0.927727,0.518098,384,"win",27,3,136,54,0,1,6.19217,0,0,384,136,0.927727,199081,2156,"2021-01-29 15:23:08.3217","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","right"
"2996",24422719,0,0.5,3,1,"BotR","BotL","surebet",0.871439,5.68516,36,"win",28,3,137,54,1,1,5.95944,0,0,36,137,0.871439,199081,2156,"2021-01-29 15:23:26.7760","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"2997",24422725,16,0.5,3,1,"BotR","BotL","lottery",0.715586,0.511739,192,"win",29,3,138,54,0,1,7.71008,0,0,192,138,0.715586,199081,2156,"2021-01-29 15:23:43.2180","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","right"
"2998",24422731,16,0.5,3,1,"BotR","BotL","lottery",0.875369,1.0849,0,"lose",30,3,139,54,0,2,7.37066,0,0,0,139,0.875369,199081,2156,"2021-01-29 15:23:58.7523","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","right"
"2999",24422845,8,0.5,3,1,"BotR",NA,"lottery",0.911695,277.23,0,"lose",32,3,141,54,1,2,6.73068,0,0,0,141,0.911695,199081,2156,"2021-01-29 15:30:30.4130","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","right"
"3000",24422879,32,0.5,3,1,"BotR","BotL","surebet",0.407681,1.68368,36,"lose",34,3,143,54,0,1,5.2116,0,0,36,143,0.407681,199081,2156,"2021-01-29 15:35:06.7309","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"3001",24422901,32,0.5,3,1,"BotR","BotL","lottery",0.934138,174.637,384,"win",35,3,144,54,0,1,6.87376,0,0,384,144,0.934138,199081,2156,"2021-01-29 15:38:17.3256","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","right"
"3002",24422907,0,0.5,3,1,"BotR","BotL","surebet",0.371328,21.4044,36,"lose",36,3,145,54,0,0,5.84146,0,0,36,145,0.371328,199081,2156,"2021-01-29 15:38:51.3504","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"3003",24422913,4,0.5,3,1,"BotR","BotL","surebet",0.343422,6.60334,36,"win",37,3,146,54,0,1,7.19852,0,0,36,146,0.343422,199081,2156,"2021-01-29 15:39:10.6732","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"3004",24422917,0,0.5,3,1,NA,"BotL","surebet",0.604526,3.90008,36,"win",38,3,147,54,0,0,5.87923,0,0,36,147,0.604526,199081,2156,"2021-01-29 15:39:27.7177","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"3005",24422925,4,0.5,3,1,"BotR","BotL","surebet",0.381339,0.886091,36,"win",39,3,148,54,0,1,7.21258,0,0,36,148,0.381339,199081,2156,"2021-01-29 15:39:43.8146","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"3006",24422949,4,0.5,3,1,"BotR","BotL","surebet",0.33467,10.7678,36,"win",41,3,150,54,0,1,5.0881,0,0,36,150,0.33467,199081,2156,"2021-01-29 15:40:57.7001","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"3007",24422953,0,0.5,3,1,"BotR",NA,"lottery",0.827341,0.4495,0,"win",42,3,151,54,0,2,6.50685,0,0,0,151,0.827341,199081,2156,"2021-01-29 15:41:10.5988","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","right"
"3008",24422961,32,0.5,3,1,"BotR","BotL","lottery",0.869864,0.572913,0,"lose",44,3,153,54,0,1,8.42933,0,0,0,153,0.869864,199081,2156,"2021-01-29 15:41:44.9352","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","right"
"3009",24422967,8,0.5,3,1,"BotR","BotL","surebet",0.61597,0.788175,36,"win",45,3,154,54,0,1,5.94352,0,0,36,154,0.61597,199081,2156,"2021-01-29 15:41:58.3679","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"3010",24422971,32,0.5,3,1,"BotR","BotL","lottery",0.760546,0.97639,384,"win",46,3,155,54,0,0,7.01405,0,0,384,155,0.760546,199081,2156,"2021-01-29 15:42:15.1938","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","right"
"3011",24449267,16,0.5,3,1,NA,"BotL","surebet",0.288339,38.1086,36,"lose",1,1,1,54,1,1,1,0,0,36,1,0.288339,199315,2156,"2021-01-30 14:01:07.8186","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"3012",24449279,4,0.5,3,1,NA,"BotL","surebet",0.252653,1.21363,36,"win",2,1,2,54,0,1,5.6051,0,0,36,2,0.252653,199315,2156,"2021-01-30 14:01:21.8868","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"3013",24449299,16,0.5,3,1,NA,"BotL","surebet",1.31376,1.02595,36,"lose",3,1,3,54,0,3,6.41052,0,0,36,3,1.31376,199315,2156,"2021-01-30 14:01:37.7868","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"3014",24449317,8,0.5,3,1,NA,"BotL","surebet",0.319499,0.79257,36,"win",4,1,4,54,0,1,7.91418,0,0,36,4,0.319499,199315,2156,"2021-01-30 14:01:52.7065","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"3015",24449333,8,0.5,3,1,NA,"BotL","surebet",0.338665,1.31009,36,"lose",5,1,5,54,0,1,8.25542,0,0,36,5,0.338665,199315,2156,"2021-01-30 14:02:08.3467","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"3016",24449351,2,0.5,3,1,"BotR","BotL","surebet",0.319749,2.43724,36,"lose",6,1,6,54,0,1,5.14185,0,0,36,6,0.319749,199315,2156,"2021-01-30 14:02:23.1475","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"3017",24449385,4,0.5,3,1,NA,"BotL","surebet",0.460659,14.0682,36,"win",7,1,7,54,0,2,7.75641,0,0,36,7,0.460659,199315,2156,"2021-01-30 14:02:52.5398","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"3018",24449401,4,0.5,3,1,"BotR","BotL","surebet",0.89903,1.49677,36,"win",8,1,8,54,0,1,7.14456,0,0,36,8,0.89903,199315,2156,"2021-01-30 14:03:07.7101","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"3019",24449421,32,0.5,3,1,"BotR","BotL","lottery",0.628159,0.35781,384,"win",9,1,9,54,0,0,8.46634,0,0,384,9,0.628159,199315,2156,"2021-01-30 14:03:25.1381","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","right"
"3020",24449461,2,0.5,3,1,"BotR","BotL","surebet",1.46518,1.11571,36,"lose",11,1,11,54,0,0,7.41846,0,0,36,11,1.46518,199315,2156,"2021-01-30 14:04:03.6194","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"3021",24449481,0,0.5,3,1,"BotR","BotL","surebet",0.32204,0.499693,36,"lose",12,1,12,54,0,1,7.41361,0,0,36,12,0.32204,199315,2156,"2021-01-30 14:04:18.3307","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"3022",24449503,4,0.5,3,1,"BotR","BotL","surebet",0.33167,0.576766,36,"win",13,1,13,54,0,1,5.99676,1,0,36,13,0.33167,199315,2156,"2021-01-30 14:04:33.0154","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"3023",24449525,16,0.5,3,1,NA,"BotL","surebet",1.139,0.506065,36,"lose",14,1,14,54,0,2,6.00476,0,0,36,14,1.139,199315,2156,"2021-01-30 14:04:46.4644","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"3024",24449545,0,0.5,3,1,"BotR","BotL","surebet",0.539535,0.45952,36,"win",15,1,15,54,0,1,7.74784,0,0,36,15,0.539535,199315,2156,"2021-01-30 14:05:01.3988","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"3025",24449567,8,0.5,3,1,"BotR",NA,"lottery",0.50802,0.307826,0,"lose",16,1,16,54,0,1,5.67576,0,0,0,16,0.50802,199315,2156,"2021-01-30 14:05:14.1278","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","right"
"3026",24449595,2,0.5,3,1,NA,"BotL","surebet",0.283211,2.06727,36,"win",17,1,17,54,0,1,7.56385,0,0,36,17,0.283211,199315,2156,"2021-01-30 14:05:30.4924","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"3027",24449613,0,0.5,3,1,NA,"BotL","surebet",0.383527,0.465956,36,"lose",18,1,18,54,0,0,8.57303,0,0,36,18,0.383527,199315,2156,"2021-01-30 14:05:46.2371","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"3028",24449649,0,0.5,3,1,"BotR","BotL","surebet",0.3319,11.4625,36,"win",19,1,19,54,0,0,8.06627,0,0,36,19,0.3319,199315,2156,"2021-01-30 14:06:12.6676","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"3029",24449665,8,0.5,3,1,"BotR","BotL","surebet",0.342729,1.07454,36,"win",20,1,20,54,0,1,6.54817,0,0,36,20,0.342729,199315,2156,"2021-01-30 14:06:27.1771","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"3030",24449701,2,0.5,3,1,"BotR",NA,"lottery",0.504749,0.632545,24,"win",22,1,22,54,0,2,5.62799,2,0,24,22,0.504749,199315,2156,"2021-01-30 14:06:55.4668","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","right"
"3031",24449741,8,0.5,3,1,NA,"BotL","surebet",0.473891,19.7276,36,"win",23,1,23,54,0,2,7.34585,0,0,36,23,0.473891,199315,2156,"2021-01-30 14:07:29.1635","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"3032",24449767,32,0.5,3,1,"BotR","BotL","lottery",0.513717,0.488501,0,"lose",24,1,24,54,0,1,8.24455,0,0,0,24,0.513717,199315,2156,"2021-01-30 14:07:44.6147","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","right"
"3033",24449837,8,0.5,3,1,"BotR","BotL","surebet",0.313375,40.2043,36,"lose",25,1,25,54,0,1,5.39774,0,0,36,25,0.313375,199315,2156,"2021-01-30 14:08:36.8736","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"3034",24449885,32,0.5,3,1,"BotR","BotL","lottery",0.647797,0.851729,384,"win",27,1,27,54,0,1,7.35254,0,0,384,27,0.647797,199315,2156,"2021-01-30 14:09:09.1868","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","right"
"3035",24449923,0,0.5,3,1,"BotR","BotL","surebet",0.307829,0.319939,36,"lose",28,1,28,54,0,1,7.37822,2,0,36,28,0.307829,199315,2156,"2021-01-30 14:09:30.0124","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"3036",24449947,32,0.5,3,1,"BotR",NA,"lottery",0.839472,3.40512,0,"lose",29,1,29,54,0,0,7.14184,0,0,0,29,0.839472,199315,2156,"2021-01-30 14:09:47.5988","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","right"
"3037",24449999,32,0.5,3,1,"BotR","BotL","lottery",0.695814,16.5004,384,"win",30,1,30,54,0,1,8.14018,0,0,384,30,0.695814,199315,2156,"2021-01-30 14:10:21.0279","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","right"
"3038",24450031,8,0.5,3,1,"BotR","BotL","surebet",0.381432,0.448255,36,"win",31,1,31,54,0,1,7.35021,1,0,36,31,0.381432,199315,2156,"2021-01-30 14:10:42.3875","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"3039",24450053,16,0.5,3,1,"BotR","BotL","lottery",0.73962,0.511731,192,"win",32,1,32,54,0,2,8.62804,1,0,192,32,0.73962,199315,2156,"2021-01-30 14:10:59.4226","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","right"
"3040",24450099,16,0.5,3,1,"BotR","BotL","lottery",0.483831,6.01716,192,"win",33,1,33,54,0,1,7.2808,1,0,192,33,0.483831,199315,2156,"2021-01-30 14:11:24.2173","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","right"
"3041",24450113,4,0.5,3,1,"BotR","BotL","surebet",0.31488,0.218575,36,"win",34,1,34,54,0,1,5.55825,0,0,36,34,0.31488,199315,2156,"2021-01-30 14:11:36.4852","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"3042",24450137,2,0.5,3,1,"BotR","BotL","surebet",0.368509,0.432845,36,"win",35,1,35,54,0,1,6.92912,0,0,36,35,0.368509,199315,2156,"2021-01-30 14:11:50.4371","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"3043",24450185,32,0.5,3,1,"BotR","BotL","lottery",0.963406,0.660552,0,"lose",37,1,37,54,0,3,7.19225,0,0,0,37,0.963406,199315,2156,"2021-01-30 14:12:23.1201","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","right"
"3044",24450201,16,0.5,3,1,"BotR","BotL","lottery",0.960381,0.386231,0,"lose",38,1,38,54,0,3,6.48412,0,0,0,38,0.960381,199315,2156,"2021-01-30 14:12:37.1576","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","right"
"3045",24450241,4,0.5,3,1,"BotR","BotL","surebet",0.334666,0.468541,36,"lose",40,1,40,54,0,1,7.26625,0,0,36,40,0.334666,199315,2156,"2021-01-30 14:13:06.0765","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"3046",24450263,0,0.5,3,1,"BotR","BotL","surebet",0.766536,0.46399,36,"win",41,1,41,54,0,1,8.64096,0,0,36,41,0.766536,199315,2156,"2021-01-30 14:13:22.8529","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"3047",24450279,8,0.5,3,1,"BotR","BotL","surebet",0.590355,0.371185,36,"lose",42,1,42,54,0,1,7.34758,3,0,36,42,0.590355,199315,2156,"2021-01-30 14:13:38.6975","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"3048",24450293,2,0.5,3,1,"BotR","BotL","surebet",0.441104,0.353889,36,"win",43,1,43,54,0,1,6.00517,1,0,36,43,0.441104,199315,2156,"2021-01-30 14:13:52.7761","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"3049",24450363,16,0.5,3,1,"BotR",NA,"lottery",0.477384,43.7269,0,"lose",44,1,44,54,0,1,5.16479,0,0,0,44,0.477384,199315,2156,"2021-01-30 14:14:48.3484","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","right"
"3050",24450381,16,0.5,3,1,"BotR","BotL","lottery",0.695335,0.382951,192,"win",45,1,45,54,0,2,8.99218,0,0,192,45,0.695335,199315,2156,"2021-01-30 14:15:06.0756","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","right"
"3051",24450417,32,0.5,3,1,"BotR","BotL","lottery",0.567812,0.436839,384,"win",46,1,46,54,0,1,7.65992,1,0,384,46,0.567812,199315,2156,"2021-01-30 14:15:26.6460","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","right"
"3052",24450455,4,0.5,3,1,"BotR","BotL","surebet",0.364913,0.54785,36,"win",47,1,47,54,0,1,7.44449,2,0,36,47,0.364913,199315,2156,"2021-01-30 14:15:49.8718","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"3053",24450479,2,0.5,3,1,"BotR","BotL","surebet",0.727041,1.86743,36,"win",48,1,48,54,0,1,8.91478,0,0,36,48,0.727041,199315,2156,"2021-01-30 14:16:08.2065","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"3054",24450501,0,0.5,3,1,"BotR","BotL","surebet",0.468664,1.72022,36,"lose",49,1,49,54,0,1,6.38608,0,0,36,49,0.468664,199315,2156,"2021-01-30 14:16:23.0724","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"3055",24450523,32,0.5,3,1,NA,"BotL","surebet",1.76244,0.364251,36,"win",50,1,50,54,0,2,6.96395,0,0,36,50,1.76244,199315,2156,"2021-01-30 14:16:38.9671","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"3056",24450575,4,0.5,3,1,"BotR",NA,"lottery",0.540585,28.8234,48,"win",51,1,51,54,0,1,5.44373,0,0,48,51,0.540585,199315,2156,"2021-01-30 14:17:20.9697","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","right"
"3057",24450613,0,0.5,3,1,"BotR",NA,"lottery",0.469502,0.41801,0,"lose",53,1,53,54,0,1,5.04724,0,0,0,53,0.469502,199315,2156,"2021-01-30 14:17:47.8867","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","right"
"3058",24450631,2,0.5,3,1,"BotR","BotL","surebet",0.51462,0.592304,36,"win",54,1,54,54,0,2,7.69107,0,0,36,54,0.51462,199315,2156,"2021-01-30 14:18:01.5680","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"3059",24450675,2,0.5,3,1,"BotR","BotL","surebet",0.724388,9.78176,36,"lose",1,2,55,54,0,3,8.37316,1,0,36,55,0.724388,199315,2156,"2021-01-30 14:18:34.8638","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"3060",24450693,4,0.5,3,1,"BotR",NA,"lottery",0.634461,0.587749,0,"lose",2,2,56,54,0,1,6.80309,0,0,0,56,0.634461,199315,2156,"2021-01-30 14:18:49.0925","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","right"
"3061",24450709,16,0.5,3,1,"BotR","BotL","lottery",0.44786,2.47208,192,"win",3,2,57,54,0,1,8.15941,0,0,192,57,0.44786,199315,2156,"2021-01-30 14:19:07.6808","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","right"
"3062",24450723,32,0.5,3,1,"BotR","BotL","lottery",0.527722,0.403389,384,"win",4,2,58,54,0,1,5.74298,1,0,384,58,0.527722,199315,2156,"2021-01-30 14:19:22.7179","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","right"
"3063",24450747,32,0.5,3,1,"BotR","BotL","lottery",0.689432,3.97873,384,"win",5,2,59,54,1,1,6.26343,0,0,384,59,0.689432,199315,2156,"2021-01-30 14:19:41.7604","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","right"
"3064",24450769,8,0.5,3,1,"BotR","BotL","lottery",0.491567,4.1988,0,"lose",6,2,60,54,1,1,6.76621,0,0,0,60,0.491567,199315,2156,"2021-01-30 14:19:59.4150","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","right"
"3065",24450793,4,0.5,3,1,"BotR","BotL","surebet",0.754545,0.572506,36,"win",7,2,61,54,0,1,8.15198,0,0,36,61,0.754545,199315,2156,"2021-01-30 14:20:17.3775","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"3066",24450807,0,0.5,3,1,"BotR","BotL","surebet",0.368504,0.296905,36,"lose",8,2,62,54,0,1,8.42979,0,0,36,62,0.368504,199315,2156,"2021-01-30 14:20:31.8615","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"3067",24450831,32,0.5,3,1,NA,"BotL","surebet",1.10995,6.71885,36,"lose",9,2,63,54,0,1,8.71041,0,0,36,63,1.10995,199315,2156,"2021-01-30 14:20:55.6527","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","left"
"3068",24450843,16,0.5,3,1,"BotR","BotL","lottery",0.552366,0.415631,192,"win",10,2,64,54,0,2,7.79064,0,0,192,64,0.552366,199315,2156,"2021-01-30 14:21:11.9329","Left PPC",0,"control",0,"after",0,"0","L","control",FALSE,"BotR","right"
