"","trialid","lottery_mag","lottery_prob","sb_mag","fixation_time","lottery_poke","surebet_poke","subj_choice","RT_choice","RT_fixation","reward_received","lottery_outcome","trial_in_block","block_number","trial_number","block_length","ex_fixation","ex_choice","ITI","ex_ITI","viol","reward","trialnum","RT","sessid","subjid","trialtime","region","volume","drug","concentration","infusion","infusion_bino","dosage","infusion_side","fof_ppc","is_side_choice","lottery_side","choice_side"
"1998",24161507,16,0.5,10.8813,1,"BotR","BotL","surebet",0.439565,0.813294,130.575,"win",14,3,140,60,0,1,8.26958,0,0,130.575,140,0.439565,196951,2156,"2021-01-19 15:16:55.6804","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"1999",24161513,32,0.5,10.8813,1,"BotR","BotL","lottery",0.632134,1.48683,0,"lose",15,3,141,60,0,0,6.32175,1,0,0,141,0.632134,196951,2156,"2021-01-19 15:17:12.8462","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","right"
"2000",24183759,0,0.5,10.8813,1,NA,"BotL","surebet",0.268758,18.4788,130.575,"lose",1,1,1,60,0,0,1,0,0,130.575,1,0.268758,197159,2156,"2021-01-20 13:53:03.2487","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2001",24183775,0,0.5,10.8813,1,NA,"BotL","surebet",0.416766,0.830239,130.575,"win",2,1,2,60,0,1,7.2321,0,0,130.575,2,0.416766,197159,2156,"2021-01-20 13:53:18.9259","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2002",24183787,0,0.5,10.8813,1,NA,"BotL","surebet",0.31868,6.63645,130.575,"win",3,1,3,60,0,1,5.13963,0,0,130.575,3,0.31868,197159,2156,"2021-01-20 13:53:38.3112","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2003",24183801,32,0.5,10.8813,1,NA,"BotL","surebet",0.53266,0.44432,130.575,"lose",4,1,4,60,0,1,7.98596,0,0,130.575,4,0.53266,197159,2156,"2021-01-20 13:53:54.3979","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2004",24183823,8,0.5,10.8813,1,NA,"BotL","surebet",0.660427,0.809875,130.575,"win",6,1,6,60,0,0,5.82701,1,0,130.575,6,0.660427,197159,2156,"2021-01-20 13:54:27.9131","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2005",24183839,16,0.5,10.8813,1,"BotR","BotL","surebet",0.299542,0.635219,130.575,"lose",7,1,7,60,0,0,7.9756,0,0,130.575,7,0.299542,197159,2156,"2021-01-20 13:54:44.0635","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2006",24183847,0,0.5,10.8813,1,"BotR","BotL","surebet",0.422719,1.01098,130.575,"win",8,1,8,60,0,1,5.1779,0,0,130.575,8,0.422719,197159,2156,"2021-01-20 13:54:57.8955","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2007",24183865,16,0.5,10.8813,1,"BotR","BotL","surebet",0.274408,0.462452,130.575,"win",9,1,9,60,0,0,8.2937,0,0,130.575,9,0.274408,197159,2156,"2021-01-20 13:55:14.0257","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2008",24183883,2,0.5,10.8813,1,"BotR","BotL","surebet",0.712106,0.308391,130.575,"lose",10,1,10,60,0,1,7.84174,0,0,130.575,10,0.712106,197159,2156,"2021-01-20 13:55:30.0797","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2009",24183891,32,0.5,10.8813,1,"BotR","BotL","surebet",0.310676,0.370073,130.575,"lose",11,1,11,60,0,0,6.89351,0,0,130.575,11,0.310676,197159,2156,"2021-01-20 13:55:44.7774","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2010",24183961,2,0.5,10.8813,1,NA,"BotL","surebet",0.316176,4.56851,130.575,"lose",16,1,16,60,0,1,6.95736,0,0,130.575,16,0.316176,197159,2156,"2021-01-20 13:57:05.3923","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2011",24183971,8,0.5,10.8813,1,"BotR",NA,"lottery",1.12266,0.473664,96,"win",17,1,17,60,0,3,7.55841,0,0,96,17,1.12266,197159,2156,"2021-01-20 13:57:21.6942","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","right"
"2012",24183983,2,0.5,10.8813,1,"BotR","BotL","surebet",0.574285,0.341645,130.575,"win",18,1,18,60,0,1,7.22408,0,0,130.575,18,0.574285,197159,2156,"2021-01-20 13:57:37.4324","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2013",24183999,2,0.5,10.8813,1,"BotR","BotL","surebet",0.2697,1.72337,130.575,"lose",19,1,19,60,0,1,8.37504,1,0,130.575,19,0.2697,197159,2156,"2021-01-20 13:57:56.6057","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2014",24184019,0,0.5,10.8813,1,"BotR","BotL","surebet",0.25294,0.370339,130.575,"win",20,1,20,60,0,0,6.46803,0,0,130.575,20,0.25294,197159,2156,"2021-01-20 13:58:10.7804","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2015",24184035,32,0.5,10.8813,1,"BotR","BotL","surebet",0.64523,0.474294,130.575,"lose",21,1,21,60,0,1,6.21977,0,0,130.575,21,0.64523,197159,2156,"2021-01-20 13:58:25.4089","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2016",24184051,2,0.5,10.8813,1,"BotR","BotL","surebet",0.47027,0.36116,130.575,"lose",22,1,22,60,0,1,5.76349,0,0,130.575,22,0.47027,197159,2156,"2021-01-20 13:58:39.1590","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2017",24184067,4,0.5,10.8813,1,"BotR",NA,"lottery",0.523951,3.42836,48,"win",23,1,23,60,0,1,7.55454,0,0,48,23,0.523951,197159,2156,"2021-01-20 13:58:57.5317","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","right"
"2018",24184079,16,0.5,10.8813,1,"BotR","BotL","lottery",0.380461,0.518181,0,"lose",24,1,24,60,0,1,8.08517,0,0,0,24,0.380461,197159,2156,"2021-01-20 13:59:12.7414","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","right"
"2019",24184093,2,0.5,10.8813,1,"BotR","BotL","surebet",0.393334,0.500606,130.575,"win",25,1,25,60,0,1,6.53012,0,0,130.575,25,0.393334,197159,2156,"2021-01-20 13:59:27.2792","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2020",24184151,32,0.5,10.8813,1,"BotR","BotL","surebet",0.70945,0.51006,130.575,"lose",28,1,28,60,0,1,7.30561,5,0,130.575,28,0.70945,197159,2156,"2021-01-20 14:00:14.4378","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2021",24184171,32,0.5,10.8813,1,NA,"BotL","surebet",0.389379,6.10466,130.575,"win",29,1,29,60,0,0,8.24685,0,0,130.575,29,0.389379,197159,2156,"2021-01-20 14:00:36.3777","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2022",24184213,32,0.5,10.8813,1,"BotR",NA,"lottery",0.477754,0.27038,384,"win",31,1,31,60,0,1,6.55978,0,0,384,31,0.477754,197159,2156,"2021-01-20 14:01:06.3685","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","right"
"2023",24184239,2,0.5,10.8813,1,"BotR",NA,"lottery",0.74938,0.456219,0,"lose",32,1,32,60,0,3,8.59004,1,0,0,32,0.74938,197159,2156,"2021-01-20 14:01:28.4994","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","right"
"2024",24184279,8,0.5,10.8813,1,"BotR","BotL","surebet",0.250352,0.405611,130.575,"win",34,1,34,60,0,0,6.15325,0,0,130.575,34,0.250352,197159,2156,"2021-01-20 14:01:57.0010","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2025",24184305,4,0.5,10.8813,1,NA,"BotL","surebet",0.459681,0.353109,130.575,"win",35,1,35,60,0,1,6.66028,0,0,130.575,35,0.459681,197159,2156,"2021-01-20 14:02:11.6110","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2026",24184333,4,0.5,10.8813,1,"BotR","BotL","surebet",0.337516,2.08037,130.575,"lose",36,1,36,60,0,1,6.95559,0,0,130.575,36,0.337516,197159,2156,"2021-01-20 14:02:28.1416","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2027",24184367,4,0.5,10.8813,1,"BotR","BotL","surebet",0.797844,0.552401,130.575,"lose",37,1,37,60,0,1,8.81069,0,0,130.575,37,0.797844,197159,2156,"2021-01-20 14:02:45.5441","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2028",24184389,0,0.5,10.8813,1,"BotR","BotL","surebet",0.325735,0.64166,130.575,"win",38,1,38,60,0,1,5.1821,0,0,130.575,38,0.325735,197159,2156,"2021-01-20 14:02:58.8923","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2029",24184413,8,0.5,10.8813,1,"BotR","BotL","surebet",0.473163,1.81885,130.575,"lose",39,1,39,60,0,0,5.17323,0,0,130.575,39,0.473163,197159,2156,"2021-01-20 14:03:13.4699","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2030",24184439,16,0.5,10.8813,1,"BotR","BotL","lottery",0.383679,0.320916,192,"win",40,1,40,60,0,1,6.97345,0,0,192,40,0.383679,197159,2156,"2021-01-20 14:03:28.6586","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","right"
"2031",24184523,4,0.5,10.8813,1,"BotR","BotL","surebet",0.866871,2.79437,130.575,"lose",43,1,43,60,0,1,6.56898,0,0,130.575,43,0.866871,197159,2156,"2021-01-20 14:04:20.8171","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2032",24184551,16,0.5,10.8813,1,"BotR",NA,"lottery",0.643423,1.24199,192,"win",44,1,44,60,0,1,7.25371,0,0,192,44,0.643423,197159,2156,"2021-01-20 14:04:37.3767","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","right"
"2033",24184583,16,0.5,10.8813,1,"BotR","BotL","lottery",0.417569,2.95445,0,"lose",45,1,45,60,0,1,5.0701,1,0,0,45,0.417569,197159,2156,"2021-01-20 14:04:55.3153","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","right"
"2034",24184613,0,0.5,10.8813,1,"BotR","BotL","surebet",1.3991,3.06478,130.575,"win",46,1,46,60,0,1,7.22035,0,0,130.575,46,1.3991,197159,2156,"2021-01-20 14:05:14.0796","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2035",24184647,8,0.5,10.8813,1,"BotR","BotL","surebet",1.60721,0.38727,130.575,"lose",47,1,47,60,0,1,7.52288,0,0,130.575,47,1.60721,197159,2156,"2021-01-20 14:05:30.7320","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2036",24184669,16,0.5,10.8813,1,NA,"BotL","surebet",0.609316,0.304672,130.575,"win",48,1,48,60,0,2,7.43329,0,0,130.575,48,0.609316,197159,2156,"2021-01-20 14:05:46.2550","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2037",24184691,2,0.5,10.8813,1,"BotR","BotL","surebet",0.447811,0.238876,130.575,"lose",49,1,49,60,0,2,8.3671,0,0,130.575,49,0.447811,197159,2156,"2021-01-20 14:06:02.1394","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2038",24184721,8,0.5,10.8813,1,"BotR","BotL","surebet",0.643926,0.415828,130.575,"lose",50,1,50,60,0,0,7.41445,0,0,130.575,50,0.643926,197159,2156,"2021-01-20 14:06:17.7038","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2039",24184753,4,0.5,10.8813,1,"BotR","BotL","surebet",0.705544,6.3337,130.575,"win",51,1,51,60,0,1,5.22959,1,0,130.575,51,0.705544,197159,2156,"2021-01-20 14:06:38.4895","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2040",24184775,8,0.5,10.8813,1,"BotR","BotL","surebet",0.558548,0.279139,130.575,"lose",52,1,52,60,0,1,8.35363,0,0,130.575,52,0.558548,197159,2156,"2021-01-20 14:06:54.7768","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2041",24184823,0,0.5,10.8813,1,"BotR","BotL","surebet",0.380259,4.40724,130.575,"lose",54,1,54,60,0,1,5.77749,0,0,130.575,54,0.380259,197159,2156,"2021-01-20 14:07:30.4516","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2042",24184845,4,0.5,10.8813,1,"BotR","BotL","surebet",0.452791,1.37756,130.575,"win",55,1,55,60,0,1,5.1289,0,0,130.575,55,0.452791,197159,2156,"2021-01-20 14:07:44.5826","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2043",24184859,16,0.5,10.8813,1,"BotR","BotL","lottery",0.417839,1.45519,192,"win",56,1,56,60,0,1,5.06293,0,0,192,56,0.417839,197159,2156,"2021-01-20 14:07:58.3992","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","right"
"2044",24184897,32,0.5,10.8813,1,"BotR","BotL","lottery",0.376296,10.0235,384,"win",57,1,57,60,0,0,7.45574,1,0,384,57,0.376296,197159,2156,"2021-01-20 14:08:26.1332","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","right"
"2045",24184939,32,0.5,10.8813,1,"BotR","BotL","lottery",0.372005,12.0207,0,"lose",58,1,58,60,0,1,7.66422,1,0,0,58,0.372005,197159,2156,"2021-01-20 14:08:57.2400","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","right"
"2046",24185121,4,0.5,10.8813,1,"BotR","BotL","surebet",0.439209,130.226,130.575,"lose",59,1,59,60,0,1,7.14097,0,0,130.575,59,0.439209,197159,2156,"2021-01-20 14:11:22.7070","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2047",24185143,8,0.5,10.8813,1,"BotR","BotL","surebet",0.344845,1.69081,130.575,"win",60,1,60,60,0,1,6.0524,0,0,130.575,60,0.344845,197159,2156,"2021-01-20 14:11:38.0186","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2048",24185169,8,0.5,10.8813,1,"BotR",NA,"lottery",0.552916,0.334425,96,"win",1,2,61,60,0,2,7.11302,0,0,96,61,0.552916,197159,2156,"2021-01-20 14:11:52.2521","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","right"
"2049",24185275,16,0.5,10.8813,1,"BotR","BotL","lottery",0.585039,70.9319,192,"win",2,2,62,60,0,2,6.38073,0,0,192,62,0.585039,197159,2156,"2021-01-20 14:13:17.0080","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","right"
"2050",24185297,16,0.5,10.8813,1,"BotR",NA,"lottery",0.709651,0.770074,192,"win",3,2,63,60,0,2,6.60326,1,0,192,63,0.709651,197159,2156,"2021-01-20 14:13:33.0158","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","right"
"2051",24185357,4,0.5,10.8813,1,"BotR","BotL","surebet",0.674161,0.483806,130.575,"lose",5,2,65,60,0,2,5.32897,0,0,130.575,65,0.674161,197159,2156,"2021-01-20 14:14:03.0447","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2052",24185389,4,0.5,10.8813,1,"BotR","BotL","surebet",0.661264,0.4411,130.575,"win",6,2,66,60,0,1,5.96713,0,0,130.575,66,0.661264,197159,2156,"2021-01-20 14:14:17.2938","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2053",24185433,16,0.5,10.8813,1,"BotR","BotL","surebet",0.648602,6.27616,130.575,"win",7,2,67,60,0,1,6.64865,0,0,130.575,67,0.648602,197159,2156,"2021-01-20 14:14:38.0755","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2054",24185463,8,0.5,10.8813,1,"BotR","BotL","surebet",0.353554,1.54508,130.575,"lose",8,2,68,60,0,0,6.19658,1,0,130.575,68,0.353554,197159,2156,"2021-01-20 14:14:54.9670","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2055",24185497,2,0.5,10.8813,1,"BotR","BotL","surebet",0.653123,0.768631,130.575,"lose",9,2,69,60,0,2,8.94779,0,0,130.575,69,0.653123,197159,2156,"2021-01-20 14:15:12.6097","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2056",24185527,0,0.5,10.8813,1,"BotR",NA,"lottery",0.683371,0.73168,0,"lose",10,2,70,60,0,2,7.70205,0,0,0,70,0.683371,197159,2156,"2021-01-20 14:15:27.9576","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","right"
"2057",24185557,2,0.5,10.8813,1,"BotR",NA,"lottery",1.21424,0.373281,24,"win",11,2,71,60,0,3,8.18757,0,0,24,71,1.21424,197159,2156,"2021-01-20 14:15:44.7308","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","right"
"2058",24185579,0,0.5,10.8813,1,NA,"BotL","surebet",1.03568,0.3578,130.575,"lose",12,2,72,60,0,2,5.12358,0,0,130.575,72,1.03568,197159,2156,"2021-01-20 14:15:58.3909","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2059",24185651,0,0.5,10.8813,1,"BotR","BotL","surebet",1.28605,13.0952,130.575,"win",14,2,74,60,0,4,5.33007,0,0,130.575,74,1.28605,197159,2156,"2021-01-20 14:16:46.7731","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2060",24185685,32,0.5,10.8813,1,"BotR","BotL","lottery",0.645439,9.99759,384,"win",15,2,75,60,0,1,8.4615,0,0,384,75,0.645439,197159,2156,"2021-01-20 14:17:14.0490","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","right"
"2061",24185701,16,0.5,10.8813,1,"BotR","BotL","lottery",0.354338,2.45118,192,"win",16,2,76,60,1,0,5.3248,0,0,192,76,0.354338,197159,2156,"2021-01-20 14:17:27.8761","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","right"
"2062",24185731,32,0.5,10.8813,1,"BotR","BotL","lottery",0.348821,0.29278,0,"lose",17,2,77,60,0,1,7.39974,1,0,0,77,0.348821,197159,2156,"2021-01-20 14:17:43.6421","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","right"
"2063",24185781,32,0.5,10.8813,1,"BotR","BotL","lottery",0.506056,0.33982,384,"win",19,2,79,60,0,1,6.73018,0,0,384,79,0.506056,197159,2156,"2021-01-20 14:18:25.0246","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","right"
"2064",24185923,4,0.5,10.8813,1,"BotR","BotL","surebet",0.681915,2.14939,130.575,"win",23,2,83,60,0,2,7.71227,0,0,130.575,83,0.681915,197159,2156,"2021-01-20 14:20:32.7413","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2065",24185945,16,0.5,10.8813,1,"BotR","BotL","lottery",0.64304,0.363415,192,"win",24,2,84,60,0,1,8.23183,0,0,192,84,0.64304,197159,2156,"2021-01-20 14:20:49.4350","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","right"
"2066",24185975,32,0.5,10.8813,1,NA,"BotL","surebet",1.71352,1.48935,130.575,"lose",25,2,85,60,0,2,8.40526,1,0,130.575,85,1.71352,197159,2156,"2021-01-20 14:21:09.8579","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2067",24186169,2,0.5,10.8813,1,"BotR","BotL","surebet",0.9617,124.466,130.575,"lose",27,2,87,60,0,3,6.40353,0,0,130.575,87,0.9617,197159,2156,"2021-01-20 14:23:48.2100","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2068",24186233,8,0.5,10.8813,1,"BotR","BotL","surebet",1.60141,16.0973,130.575,"win",29,2,89,60,0,3,6.31232,0,0,130.575,89,1.60141,197159,2156,"2021-01-20 14:24:43.9352","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2069",24186655,8,0.5,10.8813,1,NA,"BotL","surebet",1.78058,274.265,130.575,"win",32,2,92,60,0,5,8.01569,0,0,130.575,92,1.78058,197159,2156,"2021-01-20 14:33:43.4075","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2070",24186673,0,0.5,10.8813,1,"BotR","BotL","surebet",1.03582,1.12626,130.575,"lose",33,2,93,60,0,2,8.97247,0,0,130.575,93,1.03582,197159,2156,"2021-01-20 14:34:03.7081","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2071",24186687,2,0.5,10.8813,1,"BotR","BotL","surebet",1.28169,0.863073,130.575,"win",34,2,94,60,0,4,5.43711,0,0,130.575,94,1.28169,197159,2156,"2021-01-20 14:34:18.5649","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2072",24186703,32,0.5,10.8813,1,"BotR","BotL","lottery",0.627525,0.788461,0,"lose",35,2,95,60,0,1,6.64316,0,0,0,95,0.627525,197159,2156,"2021-01-20 14:34:32.8329","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","right"
"2073",24186717,4,0.5,10.8813,1,"BotR","BotL","surebet",1.21087,0.328825,130.575,"lose",36,2,96,60,0,3,5.2327,0,0,130.575,96,1.21087,197159,2156,"2021-01-20 14:34:46.8297","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2074",24186741,0,0.5,10.8813,1,"BotR","BotL","surebet",1.14494,0.438724,130.575,"win",37,2,97,60,0,4,8.11392,0,0,130.575,97,1.14494,197159,2156,"2021-01-20 14:35:03.8612","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2075",24186777,0,0.5,10.8813,1,"BotR","BotL","surebet",1.60651,16.5727,130.575,"lose",38,2,98,60,0,5,7.90964,0,0,130.575,98,1.60651,197159,2156,"2021-01-20 14:35:37.1847","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2076",24186799,0,0.5,10.8813,1,"BotR","BotL","surebet",1.23412,0.587061,130.575,"lose",39,2,99,60,0,1,8.36764,0,0,130.575,99,1.23412,197159,2156,"2021-01-20 14:35:54.6580","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2077",24186817,4,0.5,10.8813,1,"BotR","BotL","surebet",0.599663,0.362495,130.575,"win",40,2,100,60,0,2,7.46093,0,0,130.575,100,0.599663,197159,2156,"2021-01-20 14:36:10.3250","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2078",24186837,4,0.5,10.8813,1,"BotR","BotL","surebet",3.6389,0.487591,130.575,"win",41,2,101,60,0,1,5.55754,0,0,130.575,101,3.6389,197159,2156,"2021-01-20 14:36:27.3739","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2079",24186853,32,0.5,10.8813,1,"BotR","BotL","lottery",0.579801,0.396245,0,"lose",42,2,102,60,0,1,7.30007,0,0,0,102,0.579801,197159,2156,"2021-01-20 14:36:41.8468","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","right"
"2080",24186867,8,0.5,10.8813,1,"BotR","BotL","surebet",1.21187,0.301035,130.575,"win",43,2,103,60,0,2,7.445,0,0,130.575,103,1.21187,197159,2156,"2021-01-20 14:36:58.1800","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2081",24186877,32,0.5,10.8813,1,"BotR",NA,"lottery",0.712829,0.40849,0,"lose",44,2,104,60,0,2,8.80535,0,0,0,104,0.712829,197159,2156,"2021-01-20 14:37:14.3123","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","right"
"2082",24186889,16,0.5,10.8813,1,NA,"BotL","surebet",0.837941,0.59594,130.575,"win",45,2,105,60,0,2,6.41025,0,0,130.575,105,0.837941,197159,2156,"2021-01-20 14:37:29.5746","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2083",24186907,4,0.5,10.8813,1,"BotR",NA,"lottery",0.750244,0.294165,48,"win",46,2,106,60,0,1,8.34956,0,0,48,106,0.750244,197159,2156,"2021-01-20 14:37:46.1359","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","right"
"2084",24186985,8,0.5,10.8813,1,"BotR","BotL","surebet",0.865311,108.073,130.575,"win",47,2,107,60,0,1,6.30772,0,0,130.575,107,0.865311,197159,2156,"2021-01-20 14:39:48.6461","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2085",24186997,16,0.5,10.8813,1,"BotR","BotL","lottery",0.557136,0.528124,192,"win",48,2,108,60,0,1,8.62875,0,0,192,108,0.557136,197159,2156,"2021-01-20 14:40:04.4023","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","right"
"2086",24187029,32,0.5,10.8813,1,"BotR","BotL","surebet",0.788141,21.511,130.575,"win",49,2,109,60,0,1,8.17758,2,0,130.575,109,0.788141,197159,2156,"2021-01-20 14:40:45.2771","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2087",24187053,2,0.5,10.8813,1,NA,"BotL","surebet",1.12972,6.15752,130.575,"lose",50,2,110,60,0,3,6.25869,0,0,130.575,110,1.12972,197159,2156,"2021-01-20 14:41:06.0796","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2088",24187079,4,0.5,10.8813,1,NA,"BotL","surebet",1.16423,10.388,130.575,"lose",51,2,111,60,0,2,6.27693,0,0,130.575,111,1.16423,197159,2156,"2021-01-20 14:41:31.1370","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2089",24187571,8,0.5,10.8813,1,"BotR","BotL","surebet",0.426261,48.646,130.575,"win",53,2,114,60,0,1,5.91188,0,0,130.575,114,0.426261,197159,2156,"2021-01-20 14:52:53.4307","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2090",24187601,2,0.5,10.8813,1,"BotR","BotL","surebet",1.44906,8.5642,130.575,"win",54,2,115,60,0,4,7.12615,0,0,130.575,115,1.44906,197159,2156,"2021-01-20 14:53:17.7750","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2091",24187627,16,0.5,10.8813,1,"BotR","BotL","lottery",0.612998,11.9469,0,"lose",55,2,116,60,0,1,5.60385,0,0,0,116,0.612998,197159,2156,"2021-01-20 14:53:42.1382","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","right"
"2092",24187639,0,0.5,10.8813,1,"BotR","BotL","surebet",0.367764,1.44652,130.575,"lose",56,2,117,60,0,0,8.24498,0,0,130.575,117,0.367764,197159,2156,"2021-01-20 14:53:59.3930","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
"2093",24187645,8,0.5,10.8813,1,"BotR","BotL","surebet",0.891849,0.855719,130.575,"lose",57,2,118,60,0,3,6.27069,0,0,130.575,118,0.891849,197159,2156,"2021-01-20 14:54:14.6492","Right PPC",0,"control",0,"before",0,"0","R","control",FALSE,"BotR","left"
