"","rho1","rho2","rho3","rho4","rho5","rho6","rho7","rho8","sigma1","sigma2","sigma3","sigma4","sigma5","sigma6","sigma7","sigma8","omega_rational1","omega_rational2","omega_rational3","omega_rational4","omega_rational5","omega_rational6","omega_rational7","omega_rational8","omega_lottery1","omega_lottery2","omega_lottery3","omega_lottery4","omega_lottery5","omega_lottery6","omega_lottery7","omega_lottery8","omega_surebet1","omega_surebet2","omega_surebet3","omega_surebet4","omega_surebet5","omega_surebet6","omega_surebet7","omega_surebet8","lp__1","lp__2","lp__3","lp__4","lp__5","lp__6","lp__7","lp__8","dataset"
"21",0.655025879735923,0.685599111104758,0.461529573021352,0.438715584331429,0.524349025436457,0.672929222383097,0.472136067294321,0.413162840616188,2.5216000956593,1.12349201068918,1.07783908886859,0.609912543483457,0.788832406789766,1.80666018322004,0.822220074705806,0.374156929231024,0.886514709846987,0.672136847398151,0.93390274186284,0.690490167844219,0.664372495479928,0.780843212393344,0.94320222472873,0.849641369810426,0.0919836101465701,0.295600810841005,0.0508490217119053,0.0625406302290746,0.149001145228155,0.171022176077528,0.0324669167387866,0.096257693519369,0.0215016800064425,0.0322623417608434,0.0152482364252549,0.246969201926706,0.186626359291918,0.0481346115291281,0.0243308585324837,0.0541009366702047,-133.535730499672,-139.808028779336,-101.521298922382,-110.128824050115,-148.921341951093,-149.96784019873,-89.7309272038084,-98.30654002198,"Control"
"22",0.791723757749363,0.6986597165458,0.533624492074921,0.392111763566727,0.544313337811588,0.562722199560646,0.456352031896573,0.426305288584,2.66911988708492,2.56388175906048,1.5414479836379,0.533368133026098,0.465641731502681,0.825163676255906,0.909398455219832,0.687467845974676,0.806167084586337,0.747807937967548,0.895848294059434,0.893496156880695,0.617299264189597,0.74242079974373,0.972198501932863,0.919577797223844,0.152967323141628,0.232875524849704,0.0062524703075947,0.0649501343770115,0.176782032862226,0.198704669234032,0.0233186253134708,0.0426589443469055,0.040865592272035,0.0193165371827475,0.097899235632971,0.0415537087422932,0.205918702948177,0.0588745310222379,0.00448287275366577,0.0377632584292504,-132.321588293798,-137.017030040276,-100.343144347901,-109.667138724905,-149.032502253578,-148.479182465071,-92.7883467802309,-96.9926617492149,"Control"
"23",0.609849002339524,0.656538870045153,0.534689226437734,0.418588656809691,0.540276366285391,0.62267756741712,0.488626583313055,0.495396286570926,1.32697137775388,1.43375197042757,1.34849629978715,1.03992861963258,1.14331810905427,1.0252759435289,0.987113320868974,1.05709249981099,0.791562196887379,0.701234914111549,0.873512400734646,0.894238312126057,0.596983973896168,0.662391605417659,0.958779752747078,0.954778327261043,0.152376239870063,0.261303461126087,0.0161898986699032,0.0524964603804656,0.17066493350755,0.253350165140006,0.0156113669645072,0.0313791295774064,0.0560615632425582,0.0374616247623639,0.110297700595451,0.053265227493477,0.232351092596282,0.0842582294423356,0.0256088802884152,0.0138425431615507,-132.571394931787,-138.107288911371,-99.8609175656347,-113.087789042721,-151.341086229279,-148.663225229853,-89.5465131044366,-94.7245137552027,"Control"
"24",0.664808804272279,0.720708902093882,0.455709329981579,0.423591097858716,0.498791343859514,0.614919782267993,0.515210210911922,0.494986268450412,2.22458537840177,1.92799026432266,1.11337052071154,0.475889246845336,0.563064172403205,0.890176025733482,1.14790922815676,0.76315303333822,0.823668607251762,0.768706257263224,0.951709554851525,0.813370789653992,0.671708604096671,0.686646089948504,0.927516855830046,0.878208687036264,0.152400627323132,0.210004699647131,0.0387712826923481,0.0581474104656433,0.126855764228175,0.249052521200709,0.0109626820741024,0.0665042982143666,0.0239307654251051,0.021289043089645,0.00951916245612713,0.128481799880364,0.201435631675154,0.064301388850787,0.0615204620958518,0.0552870147493692,-131.406545121835,-138.002852127686,-102.399468837119,-109.382511260289,-148.257357643524,-148.22268271755,-90.2562656029521,-93.1844878808967,"Control"
"25",0.737264156010896,0.725381907319868,0.511403611060507,0.370511570449357,0.442245379518096,0.627943536777551,0.476447483769055,0.496396785980147,2.31012629830693,3.29714886661335,1.41700696022299,0.645648299967966,0.28724821740893,0.844602008566317,0.806005448966973,0.69767076848749,0.790993240062575,0.798460511157968,0.93103583538118,0.886317596149916,0.731182090107295,0.721415737137244,0.937535151081161,0.896932824193921,0.15121000205886,0.171061394572853,0.030236085722678,0.071498191728612,0.155500395453784,0.207279550432165,0.0147972304446517,0.0800344577612501,0.0577967578785652,0.0304780942691788,0.0387280788961423,0.0421842121214717,0.113317514438921,0.0713047124305917,0.0476676184741876,0.0230327180448294,-130.398067367187,-136.741861805515,-99.4269440831877,-111.888678915242,-150.524861101888,-147.769643986543,-90.6700298499438,-93.3928994761665,"Control"
"26",0.58979150754243,0.642663970265615,0.525946838789445,0.374517361561323,0.499445294807887,0.584154377205703,0.486057148205724,0.435160497211491,1.32229481708261,2.45053810944324,1.39967014976907,0.561690191186915,0.319276693298029,0.770692337320196,0.984560600132751,0.656348484125589,0.715817043809358,0.792954081755187,0.905737435813542,0.844618578377216,0.629185523760247,0.696040241904743,0.972179296352267,0.861154781249495,0.249995312765262,0.17807396658017,0.040394908254162,0.0536787528507632,0.175070397758888,0.243743953130146,0.00996261120100863,0.101602673934593,0.0341876434253801,0.0289719516646429,0.0538676559322964,0.10170266877202,0.195744078480865,0.0602158049651105,0.017858092446724,0.0372425448159122,-134.797179615696,-138.071632467357,-99.9083007903399,-109.860962818506,-149.626503026031,-147.941764936789,-90.3324742952273,-94.9688321219551,"Control"
"27",0.718829007588828,0.771023822912547,0.505473620032849,0.434875238043818,0.614753746441286,0.574120966597983,0.463591169392429,0.458309269363222,2.04825080748592,4.40454883567589,1.13012256385458,0.461918417284863,0.250128322707182,0.998904133603138,0.675419430068959,0.516568222215314,0.778143234654212,0.791569432281701,0.925516774566619,0.788308338277042,0.555461315571273,0.797972214504378,0.904042809801762,0.877879756766395,0.191289903613204,0.174751939496128,0.0333098851047101,0.0317334308373729,0.162741626861109,0.159400301660474,0.0295824192981468,0.0756592247241736,0.0305668617325834,0.0336786282221707,0.0411733403286708,0.179958230885585,0.281797057567618,0.0426274838351476,0.0663747709000913,0.0464610185094311,-131.523665538204,-137.886651473737,-99.255376483011,-112.830153595137,-151.438946613309,-150.183339236653,-91.4655318818821,-93.7801093565017,"Control"
"28",0.698631533032116,0.683333602417108,0.478088213398848,0.442278120490284,0.483381528220644,0.645875415390757,0.464338257413507,0.489475636342503,2.9178852539621,3.30887608073602,1.12011788595253,0.752339044487037,0.346637388563235,0.828965349764272,0.781430155187531,0.806365330605496,0.837029318107781,0.839002331982051,0.960228633957368,0.763083404634899,0.662399348962501,0.699631244748373,0.924365627403527,0.908950274556091,0.12247207257366,0.157633110559698,0.0178573820831779,0.0565041746691663,0.162137653367524,0.213313188541837,0.0305056869548675,0.0576452188224407,0.0404986093185593,0.00336455745825015,0.0219139839594538,0.180412420695934,0.175462997669976,0.0870555667097902,0.045128685641605,0.0334045066214678,-131.26190903105,-140.108960838857,-99.486702053221,-108.635768459226,-148.703191295861,-148.297162249628,-89.9662708635794,-92.6958744100704,"Control"
"29",0.786960855240947,0.701678149793067,0.542831583484173,0.394165685862998,0.498510898045322,0.62084518293697,0.475025219731329,0.460674889967775,4.1291394795383,1.08508418146791,1.52080792859168,0.599982248424959,0.542003199366788,0.769057676741978,0.670689235744146,0.561387806255819,0.875045734092411,0.669758602656009,0.859826827796365,0.848506923096582,0.638685399233469,0.74573012242601,0.916845383265359,0.929933789014941,0.0866090945568952,0.277958020406963,0.0445486830841896,0.0587621164640193,0.151652095178852,0.18899712515379,0.0466701228508651,0.0523962463600558,0.0383451713506934,0.0522833769370282,0.0956244891194453,0.0927309604393986,0.209662505587679,0.0652727524202007,0.0364844938837757,0.0176699646250031,-132.559645721579,-139.384627537251,-100.59945752703,-108.389390278087,-147.870026699079,-148.174311348853,-91.2217435430806,-94.5230307664915,"Control"
"30",0.737174911603155,0.684598483266975,0.507929805453942,0.394659418527761,0.476857276117637,0.556079202996329,0.483936583250343,0.492895952952563,3.17629329900801,3.04307697145731,1.1750149336365,0.706955692492953,0.525297650396088,0.854478810767443,1.04417545575521,0.510385672449173,0.84182907484649,0.859600879234961,0.929100257756313,0.899369312564992,0.791110406988081,0.796926963734531,0.892460109553577,0.893809989417469,0.137742405579452,0.132278038199529,0.0163350930530618,0.0463623588114602,0.102015497889837,0.170098127067351,0.0367829332890417,0.0829378099006981,0.0204285195740578,0.00812108256550997,0.0545646491906256,0.0542683286235474,0.106874095122081,0.032974909198118,0.0707569571573808,0.023252200681833,-132.205179947571,-139.400243321148,-99.111246113332,-109.196358930777,-151.498963171549,-150.800894748029,-90.5149627730483,-94.2527407815024,"Control"
"31",0.700902098599398,0.66999137842742,0.518458098185482,0.422926433117389,0.463955845938969,0.67649651427262,0.46333320334451,0.523256924003424,2.25505557560392,2.5415551369571,1.22862348335798,0.887060131652963,0.633206276104524,0.236513167217302,0.47916900769853,1.24465747818692,0.785322200080738,0.752364944268786,0.927883137326486,0.788927195547761,0.692707708069083,0.64115087008446,0.949403164441091,0.939771956865099,0.164937766096743,0.215683711874759,0.00766091601812501,0.0390693045142813,0.165372709796639,0.253827391669028,0.0393099801679922,0.0337176259075527,0.0497400338225189,0.0319513438564551,0.0644559466553895,0.172003499937958,0.141919582134278,0.105021738246512,0.011286855390917,0.0265104172273484,-130.13929902557,-136.800438306658,-100.505764323981,-109.371952975214,-149.272438381692,-153.436748007088,-95.910142237178,-94.4292006751862,"Control"
"32",0.768460026090523,0.70361299485394,0.500763425942769,0.403804642322475,0.530355608433072,0.649930010396322,0.50208879541125,0.545513204173378,2.84117111845858,2.83304062373535,1.4394653133846,0.567524009121643,0.551882221536281,0.433532619839874,0.783573282178669,1.41915338815065,0.853743345475005,0.744051807761008,0.916336334110623,0.91415488042526,0.606683323634253,0.683211297243556,0.942666676431882,0.942375249660836,0.123161965254262,0.227449385488499,0.00147603462008913,0.0698312927771441,0.193568711665506,0.2654137194987,0.0177833346770818,0.0446690403448859,0.0230946892707325,0.0284988067504926,0.0821876312692879,0.0160138267975954,0.199747964700241,0.051374983257744,0.0395499888910362,0.0129557099942785,-132.22255038624,-136.721956800356,-102.918605085325,-112.96409208555,-149.685939822155,-150.73503821072,-93.207639712643,-95.7253006578371,"Control"
