"","X","trialid","lottery_mag","lottery_prob","sb_mag","fixation_time","lottery_poke","surebet_poke","subj_choice","RT_choice","RT_fixation","reward_received","lottery_outcome","trial_in_block","block_number","trial_number","block_length","ex_fixation","ex_choice","ITI","ex_ITI","viol","reward","trialnum","RT","sessid","subjid","trialtime","individual","species_name","species","forced","forced_surebet","forced_lottery","is_side_choice","total_rew_multi","delta_ev","prev_reward","choice","prev_choice","prev_outcome_s","prev_outcome","log_RT"
"917",917,22172147,4,0.5,3,1,"BotR","BotL","surebet",0.356652,2.2201,36,"win",31,2,75,42,0,0,9.50667,0,0,36,75,0.356652,180167,2154,"2020-10-29 14:51:09.2337",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-12,36,0,0,"surebet",0,-0.360936364796422
"918",918,22172183,0,0.5,3,1,"BotR","BotL","surebet",0.28764,48.9029,36,"win",32,2,76,42,0,1,8.33964,0,0,36,76,0.28764,180167,2154,"2020-10-29 14:52:11.1731",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-36,36,0,0,"surebet",0,-0.575987183009132
"919",919,22172245,32,0.5,3,1,"BotR","BotL","lottery",0.56457,111.854,384,"win",33,2,77,42,0,1,7.04509,0,0,384,77,0.56457,180167,2154,"2020-10-29 14:54:16.8725",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,156,36,1,0,"surebet",0,0.0983674982014457
"920",920,22172251,16,0.5,3,1,"BotR","BotL","surebet",0.285891,0.996563,36,"win",34,2,78,42,0,0,5.40896,0,0,36,78,0.285891,180167,2154,"2020-10-29 14:54:27.8888",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,384,0,1,"lottery_win",1,-0.582086261948951
"921",921,22172259,16,0.5,3,1,"BotR","BotL","surebet",0.312793,1.02745,36,"lose",35,2,79,42,0,1,6.36566,0,0,36,79,0.312793,180167,2154,"2020-10-29 14:54:39.7400",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,36,0,0,"surebet",0,-0.492155251339296
"922",922,22172273,0,0.5,3,1,"BotR","BotL","surebet",0.33985,1.26407,36,"win",37,2,81,42,0,1,3.31393,0,0,36,81,0.33985,180167,2154,"2020-10-29 14:55:02.3871",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-36,36,0,0,"surebet",0,-0.409192537450778
"923",923,22172285,16,0.5,3,1,"BotR","BotL","lottery",0.747178,0.428037,192,"win",39,2,83,42,0,2,7.45622,0,0,192,83,0.747178,180167,2154,"2020-10-29 14:55:38.6964",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,96,1,1,"lottery_win",1,0.378606561982928
"924",924,22172321,2,0.5,3,1,"BotR","BotL","surebet",0.98434,107.551,36,"win",41,2,85,42,0,2,5.59375,0,0,36,85,0.98434,180167,2154,"2020-10-29 14:57:58.4232",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-24,36,0,0,"surebet",0,0.654274484582903
"925",925,22172329,4,0.5,3,1,"BotR","BotL","surebet",0.440303,0.401014,36,"win",42,2,86,42,0,1,3.58715,0,0,36,86,0.440303,180167,2154,"2020-10-29 14:58:07.0534",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-12,36,0,0,"surebet",0,-0.150233754968704
"926",926,22172341,8,0.5,3,1,"BotR","BotL","surebet",0.326386,9.04568,36,"lose",1,3,87,42,0,1,7.7843,0,0,36,87,0.326386,180167,2154,"2020-10-29 14:58:28.4200",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,12,36,0,0,"surebet",0,-0.449616151230231
"927",927,22172373,4,0.5,3,1,"BotR","BotL","surebet",1.17204,87.5256,36,"win",2,3,88,42,0,0,6.14242,0,0,36,88,1.17204,180167,2154,"2020-10-29 15:00:07.8747",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-12,36,0,0,"surebet",0,0.82880421800396
"928",928,22172429,2,0.5,3,1,"BotR","BotL","surebet",0.402502,100.285,36,"lose",3,3,90,42,0,1,9.83328,0,0,36,90,0.402502,180167,2154,"2020-10-29 15:07:09.8390",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-24,0,0,9,"surebet",0,-0.239996815453053
"929",929,22172441,16,0.5,3,1,"BotR","BotL","lottery",0.578657,36.1091,192,"win",5,3,92,42,0,0,6.52419,0,0,192,92,0.578657,180167,2154,"2020-10-29 15:08:07.8654",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,36,1,0,"surebet",0,0.123013020100104
"930",930,22172451,32,0.5,3,1,"BotR","BotL","lottery",0.389434,5.01302,0,"lose",7,3,94,42,0,0,9.53313,0,0,0,94,0.389434,180167,2154,"2020-10-29 15:08:40.3625",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,156,0,1,1,"lottery_lose",-1,-0.273002478300828
"931",931,22172461,16,0.5,3,1,"BotR","BotL","surebet",0.300463,1.50112,36,"lose",9,3,96,42,0,1,5.79823,0,0,36,96,0.300463,180167,2154,"2020-10-29 15:10:15.6220",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,36,0,0,"surebet",0,-0.532372262968853
"932",932,22172465,16,0.5,3,1,"BotR","BotL","surebet",0.291328,0.786824,36,"win",11,3,98,42,0,1,9.86711,0,0,36,98,0.291328,180167,2154,"2020-10-29 15:10:48.6011",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,36,0,0,"surebet",0,-0.563247101059724
"933",933,22172467,8,0.5,3,1,"BotR","BotL","surebet",0.313684,0.456559,36,"lose",12,3,99,42,0,1,8.57563,1,0,36,99,0.313684,180167,2154,"2020-10-29 15:11:00.9249",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,12,36,0,0,"surebet",0,-0.489310771491635
"934",934,22172469,8,0.5,3,1,"BotR","BotL","surebet",0.304175,3.7143,36,"lose",13,3,100,42,0,0,9.78731,0,0,36,100,0.304175,180167,2154,"2020-10-29 15:11:18.9772",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,12,36,0,0,"surebet",0,-0.520093687569913
"935",935,22172471,0,0.5,3,1,"BotR","BotL","surebet",0.288202,0.15211,36,"lose",14,3,101,42,0,1,4.83599,1,0,36,101,0.288202,180167,2154,"2020-10-29 15:11:31.3137",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-36,36,0,0,"surebet",0,-0.574035258076823
"936",936,22172479,0,0.5,3,1,"BotR","BotL","surebet",0.330474,55.1418,36,"lose",15,3,102,42,0,0,4.8756,0,0,36,102,0.330474,180167,2154,"2020-10-29 15:12:37.2080",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-36,36,0,0,"surebet",0,-0.43716889373004
"937",937,22172481,8,0.5,3,1,"BotR","BotL","lottery",0.31933,0.393719,96,"win",16,3,103,42,0,0,5.45699,0,0,96,103,0.31933,180167,2154,"2020-10-29 15:12:48.3309",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,12,36,1,0,"surebet",0,-0.471471830408516
"938",938,22172493,4,0.5,3,1,"BotR","BotL","surebet",0.719951,2.38298,36,"lose",19,3,106,42,0,0,5.8316,0,0,36,106,0.719951,180167,2154,"2020-10-29 15:13:28.5310",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-12,36,0,0,"surebet",0,0.341486272895235
"939",939,22172509,2,0.5,3,1,"BotR","BotL","surebet",0.320365,6.29391,36,"lose",21,3,108,42,0,1,9.18905,0,0,36,108,0.320365,180167,2154,"2020-10-29 15:14:03.9493",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-24,36,0,0,"surebet",0,-0.468235910468111
"940",940,22334941,16,0.5,3,1,"BotR","BotL","surebet",0.276515,8.7967,36,"win",3,1,3,42,0,1,9.91742,0,0,36,3,0.276515,181573,2154,"2020-11-05 13:32:15.2493",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,36,0,0,"surebet",0,-0.615431812204569
"941",941,22334947,4,0.5,3,1,"BotR","BotL","surebet",0.212282,0.756936,36,"lose",4,1,4,42,0,0,3.38864,0,0,36,4,0.212282,181573,2154,"2020-11-05 13:32:24.1816",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-12,36,0,0,"surebet",0,-0.879781301809365
"942",942,22334963,8,0.5,3,1,"BotR","BotL","surebet",0.246242,4.30688,36,"lose",5,1,5,42,0,1,8.47922,1,0,36,5,0.246242,181573,2154,"2020-11-05 13:32:42.5659",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,12,36,0,0,"surebet",0,-0.731382089028596
"943",943,22334979,2,0.5,3,1,"BotR","BotL","surebet",0.248402,2.1015,36,"win",6,1,6,42,0,0,8.68618,0,0,36,6,0.248402,181573,2154,"2020-11-05 13:32:59.0433",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-24,36,0,0,"surebet",0,-0.722648479686724
"944",944,22334999,4,0.5,3,1,"BotR","BotL","surebet",0.227366,8.52975,36,"win",8,1,8,42,0,0,9.52026,0,0,36,8,0.227366,181573,2154,"2020-11-05 13:33:35.6186",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-12,0,0,1,"lottery_lose",-1,-0.81113582737655
"945",945,22335043,32,0.5,3,1,"BotR","BotL","surebet",0.281905,2.97452,36,"lose",11,1,11,42,0,0,6.49774,3,0,36,11,0.281905,181573,2154,"2020-11-05 13:34:29.0566",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,156,36,0,0,"surebet",0,-0.596126746494559
"946",946,22335123,2,0.5,3,1,"BotR","BotL","surebet",0.266952,0.474733,36,"win",13,1,13,42,0,1,8.76591,73,0,36,13,0.266952,181573,2154,"2020-11-05 13:36:00.8643",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-24,36,0,0,"surebet",0,-0.650628014285588
"947",947,22335145,32,0.5,3,1,"BotR","BotL","surebet",0.253964,4.93803,36,"lose",14,1,14,42,0,0,6.85684,0,0,36,14,0.253964,181573,2154,"2020-11-05 13:36:17.5051",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,156,36,0,0,"surebet",0,-0.700504356553323
"948",948,22335161,8,0.5,3,1,"BotR","BotL","surebet",1.11896,3.3633,36,"lose",15,1,15,42,0,1,5.30274,0,0,36,15,1.11896,181573,2154,"2020-11-05 13:36:32.1217",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,12,36,0,0,"surebet",0,0.782458080227623
"949",949,22335179,4,0.5,3,1,"BotR","BotL","surebet",2.50719,0.948261,36,"lose",16,1,16,42,0,3,3.08196,0,0,36,16,2.50719,181573,2154,"2020-11-05 13:36:44.0791",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-12,36,0,0,"surebet",0,1.58922100183729
"950",950,22335207,8,0.5,3,1,"BotR","BotL","surebet",0.333537,3.20638,36,"lose",18,1,18,42,0,0,4.73563,0,0,36,18,0.333537,181573,2154,"2020-11-05 13:37:09.5650",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,12,96,0,1,"lottery_win",1,-0.4279430775139
"951",951,22335225,0,0.5,3,1,"BotR","BotL","surebet",0.273198,3.63784,36,"win",19,1,19,42,0,1,8.6388,0,0,36,19,0.273198,181573,2154,"2020-11-05 13:37:27.8844",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-36,36,0,0,"surebet",0,-0.627500074217803
"952",952,22335243,0,0.5,3,1,"BotR","BotL","surebet",0.265365,0.358183,36,"lose",20,1,20,42,0,1,5.44656,0,0,36,20,0.265365,181573,2154,"2020-11-05 13:37:38.9014",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-36,36,0,0,"surebet",0,-0.656590644454739
"953",953,22335287,32,0.5,3,1,"BotR","BotL","lottery",0.895034,7.24767,384,"win",22,1,22,42,0,1,6.39268,0,0,384,22,0.895034,181573,2154,"2020-11-05 13:38:17.8536",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,156,36,1,0,"surebet",0,0.559164825136688
"954",954,22335299,16,0.5,3,1,"BotR","BotL","lottery",0.310272,5.08499,192,"win",23,1,23,42,0,0,3.82964,0,0,192,23,0.310272,181573,2154,"2020-11-05 13:38:31.9004",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,384,1,1,"lottery_win",1,-0.50024754911674
"955",955,22335345,16,0.5,3,1,"BotR","BotL","surebet",0.242051,0.79022,36,"win",26,1,26,42,0,1,7.68906,0,0,36,26,0.242051,181573,2154,"2020-11-05 13:39:18.2789",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,36,0,0,"surebet",0,-0.748548433488442
"956",956,22335361,16,0.5,3,1,"BotR","BotL","surebet",1.22001,0.513022,36,"lose",27,1,27,42,0,1,6.3876,0,0,36,27,1.22001,181573,2154,"2020-11-05 13:39:33.0458",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,36,0,0,"surebet",0,0.868917453171595
"957",957,22335373,2,0.5,3,1,"BotR","BotL","surebet",0.240963,1.87569,36,"lose",28,1,28,42,0,1,5.36422,0,0,36,28,0.240963,181573,2154,"2020-11-05 13:39:45.5149",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-24,36,0,0,"surebet",0,-0.753053486510197
"958",958,22335387,2,0.5,3,1,"BotR","BotL","surebet",0.291735,6.57791,36,"lose",29,1,29,42,0,1,3.57976,0,0,36,29,0.291735,181573,2154,"2020-11-05 13:40:01.5129",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-24,36,0,0,"surebet",0,-0.561851025280247
"959",959,22335405,4,0.5,3,1,"BotR","BotL","surebet",0.319671,5.68333,36,"lose",30,1,30,42,0,1,8.16405,1,0,36,30,0.319671,181573,2154,"2020-11-05 13:40:25.5924",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-12,36,0,0,"surebet",0,-0.470404539332698
"960",960,22335419,32,0.5,3,1,"BotR","BotL","lottery",0.94691,5.7412,384,"win",31,1,31,42,0,1,4.74688,0,0,384,31,0.94691,181573,2154,"2020-11-05 13:40:42.5387",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,156,36,1,0,"surebet",0,0.615507170467538
"961",961,22335431,0,0.5,3,1,"BotR","BotL","surebet",0.306002,0.478456,36,"win",32,1,32,42,0,1,8.29586,0,0,36,32,0.306002,181573,2154,"2020-11-05 13:40:57.2265",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-36,384,0,1,"lottery_win",1,-0.514105243364692
"962",962,22335453,8,0.5,3,1,"BotR","BotL","surebet",1.29489,2.09658,36,"win",34,1,34,42,0,1,8.23295,0,0,36,34,1.29489,181573,2154,"2020-11-05 13:41:27.2918",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,12,0,0,1,"lottery_lose",-1,0.928484147197488
"963",963,22335541,4,0.5,3,1,"BotR","BotL","surebet",0.512595,85.0011,36,"win",35,1,35,42,0,2,8.36906,0,0,36,35,0.512595,181573,2154,"2020-11-05 13:43:08.3742",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-12,36,0,0,"surebet",0,0.00178917844466929
"964",964,22335553,2,0.5,3,1,"BotR","BotL","surebet",0.315151,0.572137,36,"lose",36,1,36,42,0,1,8.64211,0,0,36,36,0.315151,181573,2154,"2020-11-05 13:43:22.7942",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-24,36,0,0,"surebet",0,-0.484644992197162
"965",965,22335569,0,0.5,3,1,"BotR","BotL","surebet",0.277867,6.57546,36,"win",37,1,37,42,0,1,8.10107,0,0,36,37,0.277867,181573,2154,"2020-11-05 13:43:42.2741",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-36,36,0,0,"surebet",0,-0.61055429929703
"966",966,22335579,8,0.5,3,1,"BotR","BotL","surebet",0.249738,0.941374,36,"win",38,1,38,42,0,1,4.27061,0,0,36,38,0.249738,181573,2154,"2020-11-05 13:43:54.4812",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,12,36,0,0,"surebet",0,-0.717284512917155
"967",967,22335593,16,0.5,3,1,"BotR","BotL","surebet",0.26214,3.47072,36,"win",39,1,39,42,0,1,7.87058,0,0,36,39,0.26214,181573,2154,"2020-11-05 13:44:10.6956",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,36,0,0,"surebet",0,-0.668818169052026
"968",968,22335617,0,0.5,3,1,"BotR","BotL","surebet",0.258098,0.594167,36,"lose",41,1,41,42,0,0,9.85637,0,0,36,41,0.258098,181573,2154,"2020-11-05 13:44:40.9079",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-36,48,0,1,"lottery_win",1,-0.684357523483402
"969",969,22335683,16,0.5,3,1,"BotR","BotL","surebet",0.48589,3.98208,36,"win",2,2,44,42,0,1,8.98912,0,0,36,44,0.48589,181573,2154,"2020-11-05 13:45:29.6698",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,36,0,0,"surebet",0,-0.0517146204096774
"970",970,22335707,16,0.5,3,1,"BotR","BotL","surebet",0.406063,0.85837,36,"lose",3,2,45,42,0,1,9.19785,0,0,36,45,0.406063,181573,2154,"2020-11-05 13:45:44.7182",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,36,0,0,"surebet",0,-0.231188561265894
"971",971,22335741,32,0.5,3,1,"BotR","BotL","lottery",1.19162,0.155333,0,"lose",5,2,47,42,0,1,6.66347,0,0,0,47,1.19162,181573,2154,"2020-11-05 13:46:07.6339",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,156,36,1,0,"surebet",0,0.845372123610606
"972",972,22335763,16,0.5,3,1,"BotR","BotL","surebet",0.312852,0.683141,36,"lose",6,2,48,42,0,0,6.05656,0,0,36,48,0.312852,181573,2154,"2020-11-05 13:46:19.8792",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,0,0,1,"lottery_lose",-1,-0.491966645979468
"973",973,22335799,32,0.5,3,1,"BotR","BotL","lottery",0.644044,9.50838,0,"lose",7,2,49,42,0,0,5.67567,0,0,0,49,0.644044,181573,2154,"2020-11-05 13:46:41.9401",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,156,36,1,0,"surebet",0,0.230070165508386
"974",974,22335821,16,0.5,3,1,"BotR","BotL","lottery",0.720755,0.424811,0,"lose",8,2,50,42,0,1,6.62777,0,0,0,50,0.720755,181573,2154,"2020-11-05 13:46:55.9525",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,0,1,1,"lottery_lose",-1,0.342602392469199
"975",975,22335875,8,0.5,3,1,"BotR","BotL","surebet",0.305519,0.164756,36,"lose",10,2,52,42,0,1,4.71398,0,0,36,52,0.305519,181573,2154,"2020-11-05 13:47:24.2541",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,12,36,0,0,"surebet",0,-0.515684911439665
"976",976,22335899,8,0.5,3,1,"BotR","BotL","surebet",0.357088,0.274422,36,"lose",11,2,53,42,0,0,8.68767,0,0,36,53,0.357088,181573,2154,"2020-11-05 13:47:37.8483",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,12,36,0,0,"surebet",0,-0.359714631240135
"977",977,22335915,4,0.5,3,1,"BotR","BotL","surebet",0.309246,1.45315,36,"lose",12,2,54,42,0,0,3.35948,0,0,36,54,0.309246,181573,2154,"2020-11-05 13:47:47.3830",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-12,36,0,0,"surebet",0,-0.503559804573477
"978",978,22336069,0,0.5,3,1,"BotR","BotL","surebet",0.280432,89.8506,36,"win",13,2,55,42,1,1,9.41456,0,0,36,55,0.280432,181573,2154,"2020-11-05 13:49:32.2040",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-36,36,0,0,"surebet",0,-0.601365609912605
"979",979,22336131,16,0.5,3,1,"BotR","BotL","surebet",0.468421,24.4995,36,"lose",14,2,56,42,0,0,6.94959,0,0,36,56,0.468421,181573,2154,"2020-11-05 13:50:09.5012",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,36,0,0,"surebet",0,-0.0883294170491917
"980",980,22336233,0,0.5,3,1,"BotR","BotL","surebet",0.355028,47.3241,36,"win",15,2,57,42,0,0,6.28683,0,0,36,57,0.355028,181573,2154,"2020-11-05 13:51:08.7263",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-36,36,0,0,"surebet",0,-0.365500221638903
"981",981,22336369,8,0.5,3,1,"BotR","BotL","surebet",0.368817,72.9337,36,"win",16,2,58,42,0,1,9.16088,0,0,36,58,0.368817,181573,2154,"2020-11-05 13:52:40.8913",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,12,36,0,0,"surebet",0,-0.327396295178664
"982",982,22336411,2,0.5,3,1,"BotR","BotL","surebet",0.256182,1.28473,36,"win",18,2,60,42,0,1,7.72471,0,0,36,60,0.256182,181573,2154,"2020-11-05 13:53:11.2036",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-24,36,0,0,"surebet",0,-0.691808751860214
"983",983,22336431,8,0.5,3,1,"BotR","BotL","surebet",0.264579,2.78475,36,"win",19,2,61,42,0,1,3.55623,0,0,36,61,0.264579,181573,2154,"2020-11-05 13:53:22.5509",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,12,36,0,0,"surebet",0,-0.65955699779151
"984",984,22336485,0,0.5,3,1,"BotR","BotL","surebet",0.362254,1.13411,36,"lose",23,2,65,42,0,0,4.11228,0,0,36,65,0.362254,181573,2154,"2020-11-05 13:54:10.0838",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-36,0,0,1,"lottery_lose",-1,-0.345351258005599
"985",985,22336497,8,0.5,3,1,"BotR","BotL","surebet",0.339771,0.819152,36,"win",24,2,66,42,0,0,3.59767,0,0,36,66,0.339771,181573,2154,"2020-11-05 13:54:19.7780",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,12,36,0,0,"surebet",0,-0.409425019967816
"986",986,22336511,32,0.5,3,1,"BotR","BotL","lottery",0.820606,1.77051,0,"lose",25,2,67,42,0,1,7.10552,0,0,0,67,0.820606,181573,2154,"2020-11-05 13:54:35.7083",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,156,36,1,0,"surebet",0,0.472346210461059
"987",987,22336539,4,0.5,3,1,"BotR","BotL","surebet",0.282106,8.39565,36,"lose",26,2,68,42,0,0,9.98594,0,0,36,68,0.282106,181573,2154,"2020-11-05 13:54:59.4473",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-12,0,0,1,"lottery_lose",-1,-0.595413994408131
"988",988,22336601,2,0.5,3,1,"BotR","BotL","surebet",0.503764,44.7046,36,"lose",28,2,70,42,0,0,3.21849,0,0,36,70,0.503764,181573,2154,"2020-11-05 13:56:07.8080",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-24,36,0,0,"surebet",0,-0.0155889768054357
"989",989,22336621,2,0.5,3,1,"BotR","BotL","surebet",0.348338,2.29641,36,"win",29,2,71,42,0,1,9.87023,0,0,36,71,0.348338,181573,2154,"2020-11-05 13:56:25.8381",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-24,36,0,0,"surebet",0,-0.384523608473178
"990",990,22336635,32,0.5,3,1,"BotR","BotL","lottery",0.468717,0.778625,0,"lose",30,2,72,42,0,0,7.2853,0,0,0,72,0.468717,181573,2154,"2020-11-05 13:56:40.6087",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,156,36,1,0,"surebet",0,-0.0876977064370012
"991",991,22336649,0,0.5,3,1,"BotR","BotL","surebet",0.249807,7.30694,36,"lose",31,2,73,42,0,0,4.42162,0,0,36,73,0.249807,181573,2154,"2020-11-05 13:56:57.5698",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-36,0,0,1,"lottery_lose",-1,-0.717008261526634
"992",992,22336663,32,0.5,3,1,"BotR","BotL","lottery",0.606686,0.967146,0,"lose",32,2,74,42,0,1,5.4336,0,0,0,74,0.606686,181573,2154,"2020-11-05 13:57:10.8174",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,156,36,1,0,"surebet",0,0.170314477783396
"993",993,22336725,4,0.5,3,1,"BotR","BotL","surebet",0.998563,1.81194,36,"win",34,2,76,42,0,1,4.34352,0,0,36,76,0.998563,181573,2154,"2020-11-05 13:58:20.5298",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-12,0,0,1,"lottery_lose",-1,0.668620364264024
"994",994,22336739,4,0.5,3,1,"BotR","BotL","surebet",0.347555,6.2946,36,"win",35,2,77,42,0,1,9.16179,0,0,36,77,0.347555,181573,2154,"2020-11-05 13:58:40.5380",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-12,36,0,0,"surebet",0,-0.386773955381194
"995",995,22336787,0,0.5,3,1,"BotR","BotL","surebet",0.289222,0.289583,36,"win",38,2,80,42,0,1,7.9539,0,0,36,80,0.289222,181573,2154,"2020-11-05 13:59:26.3374",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-36,36,0,0,"surebet",0,-0.570502321929593
"996",996,22336797,4,0.5,3,1,"BotR","BotL","surebet",0.343417,1.4766,36,"lose",39,2,81,42,0,1,3.90137,0,0,36,81,0.343417,181573,2154,"2020-11-05 13:59:37.3481",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-12,36,0,0,"surebet",0,-0.398751429054885
"997",997,22336811,2,0.5,3,1,"BotR","BotL","surebet",0.292968,0.41542,36,"lose",40,2,82,42,0,1,8.76632,0,0,36,82,0.292968,181573,2154,"2020-11-05 13:59:52.3373",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-24,36,0,0,"surebet",0,-0.557633493207817
"998",998,22337115,2,0.5,3,1,"BotR","BotL","surebet",0.814406,0.381994,36,"win",42,2,84,42,0,0,9.635,0,0,36,84,0.814406,181573,2154,"2020-11-05 14:05:17.8460",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-24,0,0,1,"lottery_lose",-1,0.464762131912727
"999",999,22337125,8,0.5,3,1,"BotR","BotL","surebet",0.312213,0.641849,36,"lose",1,3,85,42,0,1,4.97306,0,0,36,85,0.312213,181573,2154,"2020-11-05 14:05:28.7421",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,12,36,0,0,"surebet",0,-0.494011234054638
"1000",1000,22337145,0,0.5,3,1,"BotR","BotL","surebet",0.337669,1.47506,36,"lose",2,3,86,42,0,1,8.10884,1,0,36,86,0.337669,181573,2154,"2020-11-05 14:05:49.8942",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-36,36,0,0,"surebet",0,-0.415630755518909
"1001",1001,22337159,2,0.5,3,1,"BotR","BotL","surebet",0.363339,0.203295,36,"win",3,3,87,42,0,1,7.72866,1,0,36,87,0.363339,181573,2154,"2020-11-05 14:06:04.3911",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-24,36,0,0,"surebet",0,-0.342360598479692
"1002",1002,22337173,2,0.5,3,1,"BotR","BotL","surebet",0.366147,0.666292,36,"lose",4,3,88,42,0,1,5.77773,0,0,36,88,0.366147,181573,2154,"2020-11-05 14:06:15.5685",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-24,36,0,0,"surebet",0,-0.334661989133288
"1003",1003,22337199,2,0.5,3,1,"BotR","BotL","surebet",0.400942,9.56048,36,"win",5,3,89,42,0,1,5.26685,0,0,36,89,0.400942,181573,2154,"2020-11-05 14:06:35.9750",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-24,36,0,0,"surebet",0,-0.243880102801989
"1004",1004,22337209,0,0.5,3,1,"BotR","BotL","surebet",1.28399,1.05316,36,"win",6,3,90,42,0,1,3.54966,0,0,36,90,1.28399,181573,2154,"2020-11-05 14:06:47.0883",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-36,36,0,0,"surebet",0,0.920030814814159
