"","X","trialid","lottery_mag","lottery_prob","sb_mag","fixation_time","lottery_poke","surebet_poke","subj_choice","RT_choice","RT_fixation","reward_received","lottery_outcome","trial_in_block","block_number","trial_number","block_length","ex_fixation","ex_choice","ITI","ex_ITI","viol","reward","trialnum","RT","sessid","subjid","trialtime","individual","species_name","species","forced","forced_surebet","forced_lottery","is_side_choice","total_rew_multi","delta_ev","prev_reward","choice","prev_choice","prev_outcome_s","prev_outcome","log_RT"
"1",1,20069777,2,0.5,3,1,"BotR","BotL","surebet",0.25886,16.1246,36,"win",2,1,2,42,0,1,3.65358,0,0,36,2,0.25886,159527,2154,"2020-07-22 15:27:42.2416",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-24,36,0,0,"surebet",0,-0.681409506229134
"2",2,20069797,8,0.5,3,1,"BotR","BotL","surebet",0.324486,0.577513,36,"lose",4,1,4,42,0,1,8.15366,1,0,36,4,0.324486,159527,2154,"2020-07-22 15:28:19.5331",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,12,384,0,1,"lottery_win",1,-0.45545448932736
"3",3,20069837,16,0.5,3,1,"BotR","BotL","surebet",0.336621,43.5509,36,"win",5,1,5,42,3,0,3.38285,0,0,36,5,0.336621,159527,2154,"2020-07-22 15:29:11.9362",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,36,0,0,"surebet",0,-0.418739212841007
"4",4,20069867,2,0.5,3,1,"BotR","BotL","surebet",0.280119,30.7384,36,"lose",6,1,6,42,0,1,4.05969,0,0,36,6,0.280119,159527,2154,"2020-07-22 15:29:52.5545",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-24,36,0,0,"surebet",0,-0.602482368361095
"5",5,20069893,2,0.5,3,1,"BotR","BotL","surebet",0.269416,13.5016,36,"lose",7,1,7,42,0,1,4.48456,0,0,36,7,0.269416,159527,2154,"2020-07-22 15:30:16.5631",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-24,36,0,0,"surebet",0,-0.64144022779096
"6",6,20069905,4,0.5,3,1,"BotR","BotL","surebet",0.268654,1.32056,36,"lose",8,1,8,42,0,1,9.89328,0,0,36,8,0.268654,159527,2154,"2020-07-22 15:30:33.0659",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-12,36,0,0,"surebet",0,-0.644272574918319
"7",7,20069925,4,0.5,3,1,"BotR","BotL","surebet",0.285103,2.36189,36,"win",9,1,9,42,0,1,5.07511,0,0,36,9,0.285103,159527,2154,"2020-07-22 15:30:46.6199",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-12,36,0,0,"surebet",0,-0.584846362756521
"8",8,20070023,8,0.5,3,1,"BotR","BotL","surebet",0.460183,8.59916,36,"win",12,1,12,42,0,0,6.02955,1,0,36,12,0.460183,159527,2154,"2020-07-22 15:32:25.7295",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,12,24,0,1,"lottery_win",1,-0.106072644785145
"9",9,20070281,32,0.5,3,1,"BotR","BotL","surebet",0.351465,17.8831,36,"win",15,1,15,42,6,1,6.77886,0,0,36,15,0.351465,159527,2154,"2020-07-22 15:37:03.3304",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,156,36,0,0,"surebet",0,-0.37558674820792
"10",10,20070407,32,0.5,3,1,"BotR","BotL","lottery",0.393545,3.01618,0,"lose",18,1,18,42,0,1,3.25758,0,0,0,18,0.393545,159527,2154,"2020-07-22 15:39:02.8532",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,156,36,1,0,"surebet",0,-0.262501461601638
"11",11,20070417,8,0.5,3,1,"BotR","BotL","surebet",0.287012,0.486161,36,"lose",19,1,19,42,0,0,4.99736,0,0,36,19,0.287012,159527,2154,"2020-07-22 15:39:13.5637",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,12,0,0,1,"lottery_lose",-1,-0.578172854511205
"12",12,20070587,8,0.5,3,1,"BotR","BotL","surebet",0.268629,177.806,36,"lose",20,1,20,42,0,0,3.00163,0,0,36,20,0.268629,159527,2154,"2020-07-22 15:42:20.4674",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,12,36,0,0,"surebet",0,-0.644365635744803
"13",13,20070651,16,0.5,3,1,"BotR","BotL","lottery",0.465778,63.7035,192,"win",21,1,21,42,0,1,5.69601,0,0,192,21,0.465778,159527,2154,"2020-07-22 15:43:37.6032",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,36,1,0,"surebet",0,-0.0939877554796439
"14",14,20070679,4,0.5,3,1,"BotR","BotL","surebet",0.61666,10.4093,36,"lose",22,1,22,42,4,1,7.19547,0,0,36,22,0.61666,159527,2154,"2020-07-22 15:44:03.1029",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-12,192,0,1,"lottery_win",1,0.186620937291587
"15",15,20070689,2,0.5,3,1,"BotR","BotL","surebet",0.252092,1.72229,36,"win",23,1,23,42,0,1,4.99908,0,0,36,23,0.252092,159527,2154,"2020-07-22 15:44:14.9632",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-24,36,0,0,"surebet",0,-0.707902780992179
"16",16,20070799,4,0.5,3,1,"BotR","BotL","surebet",0.360853,113.916,36,"lose",24,1,24,42,0,0,9.56956,0,0,36,24,0.360853,159527,2154,"2020-07-22 15:46:23.9419",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-12,36,0,0,"surebet",0,-0.349226208055947
"17",17,20070947,16,0.5,3,1,"BotR","BotL","lottery",0.428087,65.3873,0,"lose",26,1,26,42,1,0,8.32572,0,0,0,26,0.428087,159527,2154,"2020-07-22 15:49:39.4639",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,48,1,1,"lottery_win",1,-0.178370435290348
"18",18,20070959,0,0.5,3,1,"BotR","BotL","surebet",0.412767,8.51694,36,"lose",27,1,27,42,0,1,4.29342,0,0,36,27,0.412767,159527,2154,"2020-07-22 15:49:57.9316",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-36,0,0,1,"lottery_lose",-1,-0.214813612132058
"19",19,20070999,32,0.5,3,1,"BotR","BotL","lottery",0.455019,35.4877,384,"win",28,1,28,42,0,0,5.494,0,0,384,28,0.455019,159527,2154,"2020-07-22 15:50:46.7778",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,156,36,1,0,"surebet",0,-0.117357704922568
"20",20,20071057,2,0.5,3,1,"BotR","BotL","surebet",0.450747,47.6765,36,"win",30,1,30,42,0,1,4.11264,0,0,36,30,0.450747,159527,2154,"2020-07-22 15:51:58.7780",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-24,36,0,0,"surebet",0,-0.126790674756191
"21",21,20071155,32,0.5,3,1,"BotR","BotL","lottery",0.269574,153.405,0,"lose",31,1,31,42,0,0,3.88028,0,0,0,31,0.269574,159527,2154,"2020-07-22 15:54:42.5564",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,156,36,1,0,"surebet",0,-0.640853946024969
"22",22,20071163,0,0.5,3,1,"BotR","BotL","surebet",0.350524,1.64331,36,"lose",32,1,32,42,0,0,8.21943,0,0,36,32,0.350524,159527,2154,"2020-07-22 15:54:57.8955",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-36,0,0,1,"lottery_lose",-1,-0.378267703503861
"23",23,20071195,0,0.5,3,1,"BotR","BotL","surebet",0.540672,35.0123,36,"win",33,1,33,42,0,0,4.87447,0,0,36,33,0.540672,159527,2154,"2020-07-22 15:55:43.8154",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-36,36,0,0,"surebet",0,0.0551159290801521
"24",24,20071209,16,0.5,3,1,"BotR","BotL","surebet",0.354733,0.27753,36,"lose",35,1,35,42,0,0,5.19859,0,0,36,35,0.354733,159527,2154,"2020-07-22 15:56:07.3379",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,0,0,1,"lottery_lose",-1,-0.366331487422701
"25",25,20071253,8,0.5,3,1,"BotR","BotL","surebet",0.377975,83.1111,36,"lose",36,1,36,42,0,0,4.26989,0,0,36,36,0.377975,159527,2154,"2020-07-22 15:57:40.4395",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,12,36,0,0,"surebet",0,-0.302868825377161
"26",26,20071297,16,0.5,3,1,"BotR","BotL","lottery",1.40219,44.5789,0,"lose",37,1,37,42,0,2,8.09943,9,0,0,37,1.40219,159527,2154,"2020-07-22 15:58:49.1930",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,36,1,0,"surebet",0,1.00809369785375
"27",27,20071309,32,0.5,3,1,"BotR","BotL","lottery",0.258763,0.815168,0,"lose",38,1,38,42,0,0,5.32555,0,0,0,38,0.258763,159527,2154,"2020-07-22 15:59:01.8067",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,156,0,1,1,"lottery_lose",-1,-0.681784296380017
"28",28,20071325,0,0.5,3,1,"BotR","BotL","surebet",0.471584,25.2723,36,"win",39,1,39,42,0,1,6.86426,0,0,36,39,0.471584,159527,2154,"2020-07-22 15:59:39.6071",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-36,0,0,1,"lottery_lose",-1,-0.0815996402125731
"29",29,20071331,0,0.5,3,1,"BotR","BotL","surebet",0.399772,2.02642,36,"lose",40,1,40,42,0,0,8.61341,0,0,36,40,0.399772,159527,2154,"2020-07-22 15:59:55.3900",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-36,36,0,0,"surebet",0,-0.246802496647201
"30",30,20071439,4,0.5,3,1,"BotR","BotL","surebet",0.774236,257.797,36,"win",41,1,41,42,0,1,3.81284,0,0,36,41,0.774236,159527,2154,"2020-07-22 16:04:24.8624",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-12,36,0,0,"surebet",0,0.414179855431552
"31",31,20071479,16,0.5,3,1,"BotR","BotL","lottery",0.336512,8.46802,192,"win",1,2,43,42,0,0,4.21799,0,0,192,43,0.336512,159527,2154,"2020-07-22 16:05:38.3229",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,36,1,0,"surebet",0,-0.419063071576064
"32",32,20071483,8,0.5,3,1,"BotR","BotL","surebet",0.369034,0.881843,36,"lose",2,2,44,42,1,0,8.98689,0,0,36,44,0.369034,159527,2154,"2020-07-22 16:05:53.9358",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,12,192,0,1,"lottery_win",1,-0.326808100526203
"33",33,20071501,16,0.5,3,1,"BotR","BotL","lottery",0.42389,15.3957,0,"lose",3,2,45,42,0,0,8.25279,0,0,0,45,0.42389,159527,2154,"2020-07-22 16:06:24.2312",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,36,1,0,"surebet",0,-0.188222893632544
"34",34,20071535,4,0.5,3,1,"BotR","BotL","surebet",0.464006,70.8799,36,"win",4,2,46,42,0,1,6.95354,0,0,36,46,0.464006,159527,2154,"2020-07-22 16:07:48.0264",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-12,0,0,1,"lottery_lose",-1,-0.0977993980662927
"35",35,20071575,16,0.5,3,1,"BotR","BotL","lottery",0.50333,87.7509,0,"lose",5,2,47,42,0,0,7.64456,0,0,0,47,0.50333,159527,2154,"2020-07-22 16:09:30.2927",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,36,1,0,"surebet",0,-0.0164508626410503
"36",36,20207929,16,0.5,3,1,"BotR","BotL","surebet",0.288384,16.894,36,"lose",2,1,2,42,0,0,3.6632,0,0,36,2,0.288384,160789,2154,"2020-07-29 14:36:26.5860",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,36,0,0,"surebet",0,-0.573403955873701
"37",37,20207957,8,0.5,3,1,"BotR","BotL","surebet",0.272433,25.6213,36,"win",3,1,3,42,0,1,4.95407,0,0,36,3,0.272433,160789,2154,"2020-07-29 14:37:03.3651",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,12,36,0,0,"surebet",0,-0.630304168931127
"38",38,20207961,4,0.5,3,1,"BotR","BotL","surebet",0.663994,1.36433,36,"lose",4,1,4,42,0,1,4.07524,0,0,36,4,0.663994,160789,2154,"2020-07-29 14:37:14.5368",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-12,36,0,0,"surebet",0,0.260576232047604
"39",39,20207997,32,0.5,3,1,"BotR","BotL","lottery",0.713897,3.19249,0,"lose",7,1,7,42,0,1,8.7952,0,0,0,7,0.713897,160789,2154,"2020-07-29 14:38:17.5964",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,156,384,1,1,"lottery_win",1,0.333041812986934
"40",40,20208013,16,0.5,3,1,"BotR","BotL","lottery",0.402603,4.83814,0,"lose",9,1,9,42,0,1,7.75411,0,0,0,9,0.402603,160789,2154,"2020-07-29 14:38:51.6414",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,36,1,0,"surebet",0,-0.239745916500669
"41",41,20208023,8,0.5,3,1,"BotR","BotL","surebet",0.60679,3.3494,36,"win",10,1,10,42,0,1,5.49462,0,0,36,10,0.60679,160789,2154,"2020-07-29 14:39:07.4580",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,12,0,0,1,"lottery_lose",-1,0.170485886200628
"42",42,20208047,32,0.5,3,1,"BotR","BotL","lottery",0.601515,1.23314,0,"lose",13,1,13,42,0,0,3.85512,0,0,0,13,0.601515,160789,2154,"2020-07-29 14:39:47.2370",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,156,96,1,1,"lottery_win",1,0.16175459151623
"43",43,20208063,32,0.5,3,1,"BotR","BotL","surebet",0.615233,23.5434,36,"lose",14,1,14,42,0,0,4.5377,0,0,36,14,0.615233,160789,2154,"2020-07-29 14:40:21.6427",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,156,0,0,1,"lottery_lose",-1,0.184304176601705
"44",44,20208065,2,0.5,3,1,"BotR","BotL","surebet",0.341415,1.37564,36,"win",15,1,15,42,0,1,9.01475,0,0,36,15,0.341415,160789,2154,"2020-07-29 14:40:37.6250",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-24,36,0,0,"surebet",0,-0.404598135117168
"45",45,20208077,0,0.5,3,1,"BotR","BotL","surebet",0.280118,7.93882,36,"lose",16,1,16,42,0,1,9.5548,0,0,36,16,0.280118,160789,2154,"2020-07-29 14:41:01.1262",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-36,36,0,0,"surebet",0,-0.602485938278827
"46",46,20208085,2,0.5,3,1,"BotR","BotL","surebet",0.409556,1.40052,36,"win",17,1,17,42,0,0,8.35769,0,0,36,17,0.409556,160789,2154,"2020-07-29 14:41:16.1250",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-24,36,0,0,"surebet",0,-0.22262323516327
"47",47,20208101,32,0.5,3,1,"BotR","BotL","lottery",0.301571,20.271,384,"win",18,1,18,42,0,0,4.00054,0,0,384,18,0.301571,160789,2154,"2020-07-29 14:41:46.7083",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,156,36,1,0,"surebet",0,-0.528691403578856
"48",48,20208115,16,0.5,3,1,"BotR","BotL","surebet",0.398928,1.62714,36,"lose",19,1,19,42,0,0,9.39755,0,0,36,19,0.398928,160789,2154,"2020-07-29 14:42:03.3994",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,384,0,1,"lottery_win",1,-0.248915931764645
"49",49,20208125,8,0.5,3,1,"BotR","BotL","surebet",0.422606,6.05854,36,"lose",20,1,20,42,0,1,7.74309,0,0,36,20,0.422606,160789,2154,"2020-07-29 14:42:23.0181",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,12,36,0,0,"surebet",0,-0.191256578339257
"50",50,20208133,16,0.5,3,1,"BotR","BotL","lottery",0.253605,1.03174,0,"lose",21,1,21,42,0,0,3.26627,0,0,0,21,0.253605,160789,2154,"2020-07-29 14:42:33.7898",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,36,1,0,"surebet",0,-0.701918942786386
"51",51,20208151,4,0.5,3,1,"BotR","BotL","surebet",0.265681,2.99109,36,"lose",23,1,23,42,0,1,3.50344,0,0,36,23,0.265681,160789,2154,"2020-07-29 14:43:03.0303",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-12,36,0,0,"surebet",0,-0.65540054025549
"52",52,20208161,32,0.5,3,1,"BotR","BotL","lottery",0.619199,14.738,0,"lose",24,1,24,42,0,1,5.33457,0,0,0,24,0.619199,160789,2154,"2020-07-29 14:43:29.9379",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,156,36,1,0,"surebet",0,0.190729826043708
"53",53,20208175,2,0.5,3,1,"BotR","BotL","surebet",0.299558,7.98843,36,"lose",25,1,25,42,0,1,3.1855,0,0,36,25,0.299558,160789,2154,"2020-07-29 14:43:46.7442",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-24,0,0,1,"lottery_lose",-1,-0.535388826343353
"54",54,20208185,4,0.5,3,1,"BotR","BotL","surebet",0.327181,2.17294,36,"lose",26,1,26,42,0,0,9.65056,0,0,36,26,0.327181,160789,2154,"2020-07-29 14:44:03.8880",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-12,36,0,0,"surebet",0,-0.44718334666053
"55",55,20208255,0,0.5,3,1,"BotR","BotL","surebet",0.729451,129.849,36,"win",27,1,27,42,0,1,9.43566,0,0,36,27,0.729451,160789,2154,"2020-07-29 14:46:29.5214",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-36,36,0,0,"surebet",0,0.35459531516942
"56",56,20208283,0,0.5,3,1,"BotR","BotL","surebet",0.279395,1.48527,36,"win",30,1,30,42,0,1,8.56584,0,0,36,30,0.279395,160789,2154,"2020-07-29 14:47:14.4702",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-36,36,0,0,"surebet",0,-0.605070330071027
"57",57,20208289,0,0.5,3,1,"BotR","BotL","surebet",0.289631,0.532129,36,"win",31,1,31,42,0,0,4.91947,0,0,36,31,0.289631,160789,2154,"2020-07-29 14:47:25.1176",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-36,36,0,0,"surebet",0,-0.569089182261791
"58",58,20208311,4,0.5,3,1,"BotR","BotL","surebet",0.28708,10.9641,36,"win",34,1,34,42,0,0,8.07719,0,0,36,34,0.28708,160789,2154,"2020-07-29 14:48:25.0414",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-12,0,0,1,"lottery_lose",-1,-0.577935958681554
"59",59,20208321,8,0.5,3,1,"BotR","BotL","surebet",0.419195,3.03529,36,"lose",35,1,35,42,0,1,9.23966,0,0,36,35,0.419195,160789,2154,"2020-07-29 14:48:42.7902",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,12,36,0,0,"surebet",0,-0.199360675788642
"60",60,20208331,8,0.5,3,1,"BotR","BotL","lottery",0.543259,1.432,0,"lose",37,1,37,42,0,0,4.22104,0,0,0,37,0.543259,160789,2154,"2020-07-29 14:49:08.0901",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,12,0,1,1,"lottery_lose",-1,0.0598893047140055
"61",61,20208347,4,0.5,3,1,"BotR","BotL","surebet",0.328124,1.43355,36,"lose",39,1,39,42,0,1,3.51935,0,0,36,39,0.328124,160789,2154,"2020-07-29 14:49:52.2690",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-12,36,0,0,"surebet",0,-0.444305295521229
"62",62,20208351,16,0.5,3,1,"BotR","BotL","surebet",0.59155,0.272259,36,"lose",40,1,40,42,0,0,8.66861,0,0,36,40,0.59155,160789,2154,"2020-07-29 14:50:06.9774",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,36,0,0,"surebet",0,0.145049329456246
"63",63,20208367,2,0.5,3,1,"BotR","BotL","surebet",0.303864,9.88319,36,"win",41,1,41,42,0,1,8.37059,0,0,36,41,0.303864,160789,2154,"2020-07-29 14:50:35.9581",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-24,36,0,0,"surebet",0,-0.521116648357364
"64",64,20208373,2,0.5,3,1,"BotR","BotL","lottery",0.372774,1.46326,0,"lose",42,1,42,42,0,0,6.9219,0,0,0,42,0.372774,160789,2154,"2020-07-29 14:50:50.9259",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-24,36,1,0,"surebet",0,-0.31672454335338
"65",65,20208381,32,0.5,3,1,"BotR","BotL","lottery",0.456045,4.76562,0,"lose",1,2,43,42,0,0,8.7905,2,0,0,43,0.456045,160789,2154,"2020-07-29 14:51:15.5061",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,156,0,1,1,"lottery_lose",-1,-0.11510539238748
"66",66,20208397,2,0.5,3,1,"BotR","BotL","surebet",0.313508,6.63911,36,"win",3,2,45,42,0,1,3.21542,0,0,36,45,0.313508,160789,2154,"2020-07-29 14:51:46.9213",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-24,36,0,0,"surebet",0,-0.48987200315473
"67",67,20208405,0,0.5,3,1,"BotR","BotL","surebet",0.32654,2.9802,36,"win",4,2,46,42,0,1,9.43391,0,0,36,46,0.32654,160789,2154,"2020-07-29 14:52:05.0438",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-36,36,0,0,"surebet",0,-0.449144428545407
"68",68,20208443,16,0.5,3,1,"BotR","BotL","lottery",0.357798,1.11094,192,"win",7,2,49,42,0,0,8.01733,0,0,192,49,0.357798,160789,2154,"2020-07-29 14:53:45.4321",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,36,1,0,"surebet",0,-0.357728299899354
"69",69,20208447,2,0.5,3,1,"BotR","BotL","surebet",0.294763,0.737027,36,"win",8,2,50,42,0,0,3.02782,0,0,36,50,0.294763,160789,2154,"2020-07-29 14:53:55.0041",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-24,192,0,1,"lottery_win",1,-0.551525237624674
"70",70,20208451,4,0.5,3,1,"BotR","BotL","surebet",0.330827,2.03605,36,"win",9,2,51,42,0,0,4.20178,0,0,36,51,0.330827,160789,2154,"2020-07-29 14:54:06.4737",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-12,36,0,0,"surebet",0,-0.436101301110257
"71",71,20208461,0,0.5,3,1,"BotR","BotL","surebet",0.355664,0.724871,36,"win",11,2,53,42,0,0,4.35926,0,0,36,53,0.355664,160789,2154,"2020-07-29 14:54:28.6835",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-36,96,0,1,"lottery_win",1,-0.363710416294872
"72",72,20208471,0,0.5,3,1,"BotR","BotL","surebet",0.316607,1.13968,36,"lose",13,2,55,42,0,1,4.84467,0,0,36,55,0.316607,160789,2154,"2020-07-29 14:54:52.2313",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-36,192,0,1,"lottery_win",1,-0.480035624123057
"73",73,20208475,4,0.5,3,1,"BotR","BotL","surebet",0.303904,0.65693,36,"win",14,2,56,42,0,1,7.90525,0,0,36,56,0.303904,160789,2154,"2020-07-29 14:55:06.3551",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-12,36,0,0,"surebet",0,-0.520985019182883
"74",74,20208483,2,0.5,3,1,"BotR","BotL","surebet",0.346945,13.2904,36,"win",15,2,57,42,0,0,6.87823,0,0,36,57,0.346945,160789,2154,"2020-07-29 14:55:32.7307",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-24,36,0,0,"surebet",0,-0.388530615300169
"75",75,20208489,8,0.5,3,1,"BotR","BotL","surebet",0.458719,0.306714,36,"lose",16,2,58,42,0,1,9.96405,0,0,36,58,0.458719,160789,2154,"2020-07-29 14:55:49.0328",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,12,36,0,0,"surebet",0,-0.109259059089814
"76",76,20208501,16,0.5,3,1,"BotR","BotL","lottery",0.327369,3.12812,0,"lose",18,2,60,42,0,0,3.63028,0,0,0,60,0.327369,160789,2154,"2020-07-29 14:56:19.6252",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,36,1,0,"surebet",0,-0.446608906189459
"77",77,20208507,4,0.5,3,1,"BotR","BotL","surebet",0.274647,6.75423,36,"lose",19,2,61,42,0,1,4.49334,0,0,36,61,0.274647,160789,2154,"2020-07-29 14:56:36.3115",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-12,0,0,1,"lottery_lose",-1,-0.622210244507353
"78",78,20208517,4,0.5,3,1,"BotR","BotL","surebet",0.280179,0.295876,36,"lose",20,2,62,42,0,1,3.76985,0,0,36,62,0.280179,160789,2154,"2020-07-29 14:56:46.0269",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-12,36,0,0,"surebet",0,-0.602268196615955
"79",79,20208525,0,0.5,3,1,"BotR","BotL","surebet",0.350124,15.1863,36,"win",21,2,63,42,0,1,7.62733,0,0,36,63,0.350124,160789,2154,"2020-07-29 14:57:14.3098",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-36,36,0,0,"surebet",0,-0.379409503790045
"80",80,20208633,8,0.5,3,1,"BotR","BotL","surebet",0.297795,0.833594,36,"lose",24,2,66,42,0,1,7.73714,0,0,36,66,0.297795,160789,2154,"2020-07-29 15:01:58.0822",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,12,36,0,0,"surebet",0,-0.541291550926274
"81",81,20208651,2,0.5,3,1,"BotR","BotL","surebet",0.37554,8.01342,36,"win",27,2,69,42,1,0,7.22046,1,0,36,69,0.37554,160789,2154,"2020-07-29 15:02:45.0078",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-24,36,0,0,"surebet",0,-0.30933189107876
"82",82,20208669,16,0.5,3,1,"BotR","BotL","lottery",0.302843,1.79764,0,"lose",29,2,71,42,0,0,3.90898,0,0,0,71,0.302843,160789,2154,"2020-07-29 15:03:21.9659",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,0,1,1,"lottery_lose",-1,-0.524482361836279
"83",83,20208673,8,0.5,3,1,"BotR","BotL","surebet",0.473665,1.27931,36,"win",30,2,72,42,0,0,4.10825,0,0,36,72,0.473665,160789,2154,"2020-07-29 15:03:33.3448",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,12,0,0,1,"lottery_lose",-1,-0.0771965604694638
"84",84,20208683,16,0.5,3,1,"BotR","BotL","lottery",0.881752,0.522561,0,"lose",31,2,73,42,0,1,7.24513,0,0,0,73,0.881752,160789,2154,"2020-07-29 15:03:48.2098",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,36,1,0,"surebet",0,0.544213956086778
"85",85,20208701,8,0.5,3,1,"BotR","BotL","surebet",0.60926,23.9829,36,"lose",33,2,75,42,0,1,4.20356,0,0,36,75,0.60926,160789,2154,"2020-07-29 15:04:40.9096",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,12,0,0,1,"lottery_lose",-1,0.174548224750495
"86",86,20208749,8,0.5,3,1,"BotR","BotL","lottery",0.738708,153.916,0,"lose",34,2,76,42,0,1,9.65736,0,0,0,76,0.738708,160789,2154,"2020-07-29 15:07:31.5458",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,12,36,1,0,"surebet",0,0.367205833068823
"87",87,20208757,32,0.5,3,1,"BotR","BotL","lottery",0.531737,1.14249,384,"win",35,2,77,42,0,0,6.12822,0,0,384,77,0.531737,160789,2154,"2020-07-29 15:07:46.7577",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,156,0,1,1,"lottery_lose",-1,0.0384521249593248
"88",88,20208763,16,0.5,3,1,"BotR","BotL","lottery",0.402109,9.22055,0,"lose",36,2,78,42,0,0,3.11973,0,0,0,78,0.402109,160789,2154,"2020-07-29 15:08:05.7084",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,384,1,1,"lottery_win",1,-0.240973685098764
